anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Chinese-Simplified Word
0,0,0,0,0,0,1,0,0,0,小心
0,0,0,0,0,0,1,0,0,0,小心
1,0,1,0,0,1,0,0,0,0,疏忽
0,0,0,0,0,0,1,0,0,0,抚摸
0,0,0,0,0,0,0,0,0,0,插入符号
0,0,0,0,0,0,1,0,0,1,看守人
0,0,0,0,0,0,0,0,0,0,货物
0,0,0,0,0,0,0,0,0,0,驯鹿
0,0,0,0,0,1,0,0,0,0,漫画
0,0,1,0,0,1,0,0,0,0,龋齿
1,0,1,1,0,1,0,1,1,0,大屠杀
0,0,0,0,0,1,0,0,0,0,肉欲的
0,0,0,0,0,0,0,0,0,0,康乃馨
0,0,0,1,0,1,0,0,0,0,肉食性的
0,0,0,0,1,0,1,0,0,1,颂歌
0,0,0,0,0,0,0,0,0,0,旋转木马
0,0,0,0,0,0,0,0,0,0,木匠
0,0,0,0,0,0,0,0,0,0,运输
0,0,0,0,0,0,0,0,0,0,携带的
0,0,0,0,0,0,0,0,0,0,载体
0,0,0,0,0,0,0,0,0,0,携带
0,0,0,0,0,0,0,0,0,0,携带
0,0,0,0,0,0,0,0,0,0,大车
0,0,0,0,0,1,0,0,0,0,卡特尔
0,0,0,0,0,0,0,0,0,0,卡特
0,0,0,0,0,0,0,0,0,0,软骨
0,0,0,0,0,0,0,0,0,0,制图
0,0,0,0,0,0,0,0,0,0,制图
0,0,0,0,0,0,0,0,0,0,卡通片
0,0,0,0,0,0,0,0,0,0,旋花
0,0,0,1,0,0,0,0,0,0,墨盒
0,0,0,0,0,0,0,0,0,0,雕刻
0,0,0,0,0,0,0,0,0,0,雕刻师
0,0,0,0,0,0,0,0,0,0,雕刻
0,0,0,0,0,0,1,0,0,0,级联
0,0,0,1,0,1,0,1,0,0,案子
0,0,0,0,0,0,0,0,0,0,酪蛋白
1,1,0,1,1,0,1,0,0,1,现金
0,0,0,0,0,0,0,0,0,1,出纳员
0,0,0,0,0,0,0,0,0,0,羊绒
0,0,0,0,0,0,0,0,0,0,套管
0,0,0,0,0,0,0,0,0,0,赌场
0,0,0,0,0,0,0,0,0,0,木桶
0,0,0,1,0,1,0,1,0,0,棺材
0,0,0,0,0,0,0,0,0,0,投掷
0,0,0,0,0,1,0,0,0,0,种姓
0,0,0,0,0,0,0,0,0,0,脚轮
0,0,0,0,0,0,0,0,0,0,城堡
0,0,0,0,0,0,0,0,0,0,脚轮
0,0,0,0,0,0,0,0,0,0,随意的
0,0,0,0,0,0,0,0,0,0,随便
1,0,0,1,0,1,0,1,0,0,伤亡
0,0,0,0,0,0,0,0,0,0,猫
0,0,0,0,0,0,0,0,0,0,分解代谢
0,0,0,0,0,0,0,0,0,0,目录
0,0,0,0,0,0,0,0,0,0,目录
0,0,0,0,0,0,0,0,0,0,催化
0,0,0,0,0,0,0,0,0,0,催化
0,0,0,0,0,0,0,0,0,0,双体船
0,0,0,0,0,0,0,0,0,0,弹射
0,1,0,1,0,1,0,1,0,0,白内障
1,0,1,1,0,1,0,1,1,0,灾难
0,0,0,0,0,0,0,0,1,0,抓住
0,0,0,0,0,0,0,0,0,0,捕捉
0,0,1,0,0,0,0,0,0,0,教理问答
0,0,0,0,0,0,1,0,0,0,分类的
0,0,0,0,0,0,0,0,0,0,类别
0,0,0,0,0,0,1,0,0,0,迎合
0,0,0,0,0,0,0,0,0,0,餐饮业者
0,0,0,0,0,0,0,0,0,0,毛虫
0,0,0,0,0,0,0,0,0,0,美食
0,0,0,0,0,0,1,0,0,0,泻药
0,0,0,0,1,0,1,0,0,1,大教堂
0,0,0,0,0,1,0,0,0,0,导管
0,0,0,0,0,0,0,0,0,0,猫薄荷
0,0,0,0,0,0,0,0,0,0,牛
0,0,0,0,0,0,0,0,0,0,核心小组
0,0,0,0,0,0,0,0,0,0,尾部
0,0,0,0,0,0,0,0,0,0,填缝剂
0,0,0,0,0,0,0,0,0,0,因果
0,0,0,0,0,0,0,0,0,0,因果关系
0,0,0,0,0,0,0,0,0,0,因果关系
0,0,0,0,0,0,0,0,0,0,引起
0,0,0,0,0,0,0,0,0,0,堤道
1,1,0,1,0,1,0,0,0,0,警告
0,0,0,1,0,0,0,0,0,0,警示性的
0,1,0,1,0,0,1,0,0,1,谨慎
0,0,0,1,0,0,1,0,0,0,小心翼翼
0,0,0,0,0,0,0,0,0,0,骑兵
0,0,0,0,0,0,0,0,0,0,洞穴
0,0,0,0,0,0,0,0,0,0,警告
0,0,0,0,0,0,0,0,0,0,洞穴
0,0,0,0,0,0,0,0,0,0,海绵状的
0,0,0,0,0,0,0,0,0,0,空腔
0,0,0,0,0,0,0,0,0,0,辣椒
0,0,0,0,0,0,0,0,0,0,停止
0,0,0,0,0,0,0,0,0,0,不断
0,0,0,0,0,1,0,0,0,0,放弃
0,0,0,0,0,0,0,0,0,0,天花板
0,0,0,0,0,0,0,0,0,0,司仪
0,1,0,0,1,0,1,0,0,0,著名
0,1,0,0,1,0,1,0,0,0,庆祝
0,1,0,0,1,0,1,0,1,1,庆典
1,1,1,0,1,1,1,0,1,1,名人
0,1,0,0,1,0,1,0,0,0,天上的
0,0,0,0,0,0,0,0,0,0,独身
0,0,0,0,0,0,0,0,0,0,细胞
0,0,0,0,0,0,0,0,0,0,地窖
0,0,0,0,0,0,0,0,0,0,蜂窝
0,0,0,0,0,0,0,0,0,0,赛璐珞
0,1,0,0,0,0,0,0,0,1,水泥
0,0,0,0,0,0,0,0,0,0,胶结的
0,0,0,1,0,1,0,1,0,0,公墓
1,0,1,1,0,1,0,0,0,1,审查
0,0,0,0,0,1,0,0,0,0,谴责
0,0,0,0,0,0,0,0,0,0,人口普查
0,0,0,0,0,0,0,0,0,0,分
0,0,0,0,0,0,0,0,0,0,百年纪念
0,0,0,0,0,0,0,0,0,0,百年纪念
0,0,0,0,0,0,1,0,0,1,中央
0,0,0,0,0,0,0,0,0,0,厘米
0,0,0,0,0,0,0,0,0,0,中央
0,0,0,0,0,0,0,0,0,0,中心性
0,0,0,0,0,0,0,0,0,0,集权
0,0,0,0,0,0,0,0,0,0,集中
0,0,0,0,0,0,0,0,0,0,居中
0,0,0,0,0,0,0,0,0,0,离心
0,0,0,0,0,0,0,0,0,0,离心机
0,0,0,0,0,0,1,0,0,0,百夫长
0,0,0,0,0,0,0,0,0,0,世纪
0,0,0,0,0,0,0,0,0,0,陶瓷
0,0,0,0,0,0,0,0,0,0,谷物
0,0,0,0,0,0,0,0,0,0,谷物
0,0,0,0,0,0,1,0,0,0,脑
0,0,0,0,0,0,0,0,0,0,仪式
0,0,0,0,1,0,1,0,1,0,仪式
0,0,0,0,0,0,1,0,0,0,肯定
0,0,0,0,0,0,0,0,0,0,证书
0,0,0,0,0,0,0,0,0,1,证明
0,0,1,0,0,1,0,0,0,0,过程
0,0,0,0,0,1,0,0,0,0,停止
1,0,0,1,0,1,0,0,0,0,糠
0,0,0,0,0,1,0,0,0,0,摩擦
0,0,1,0,0,1,0,1,0,0,懊恼
0,0,0,0,0,0,0,0,0,0,链
0,0,0,0,0,0,0,0,0,0,椅子
0,0,0,0,0,0,1,0,0,1,主席
0,0,0,0,0,0,0,0,0,0,主席
0,0,0,0,0,0,1,0,0,1,女主席
0,0,0,0,0,0,0,0,0,0,躺椅
0,0,0,0,0,0,0,0,0,0,木屋
0,0,0,0,0,0,0,0,0,0,圣杯
0,0,0,0,0,0,0,0,0,0,粉笔
1,0,0,1,0,1,0,0,0,0,挑战
0,0,0,0,0,0,0,0,0,0,室
0,0,0,0,0,0,0,0,0,0,商会
0,0,0,0,0,0,0,0,0,0,变色龙
0,0,0,0,0,0,0,0,0,0,香槟酒
0,1,0,0,1,0,1,0,0,1,冠军
0,0,0,0,0,0,0,0,1,0,机会
0,0,0,0,0,0,0,0,0,1,校长
0,0,0,0,0,0,0,0,0,0,枝形吊灯
0,0,0,0,0,0,0,0,0,0,钱德勒
0,0,0,1,0,0,0,0,0,0,改变
0,1,0,0,0,0,0,0,1,0,多变
0,0,0,0,0,0,0,0,0,0,改变了
0,0,0,0,0,0,0,0,0,0,更换器
0,0,0,0,0,0,0,0,0,0,改变
0,0,0,0,0,0,0,0,0,0,渠道
1,1,0,0,1,0,1,0,1,0,呗
1,0,0,1,0,1,0,1,0,0,混乱
1,0,0,0,0,1,0,0,0,0,混乱的
0,0,0,0,0,0,0,0,0,0,章
0,0,0,0,0,0,0,0,0,0,教堂
0,0,0,0,0,0,0,0,0,1,牧师
0,0,0,0,0,0,0,0,0,0,查普曼
0,0,0,0,0,0,0,0,0,0,小伙子
0,0,0,0,0,0,0,0,0,0,章节
0,0,0,0,0,0,0,0,0,0,字符
0,0,0,0,0,0,0,0,0,0,特点
0,0,0,0,0,0,0,0,0,0,特征
0,0,0,0,0,0,0,0,0,0,表征
0,0,0,0,0,1,0,0,0,0,字谜
0,0,0,0,0,0,0,0,0,0,木炭
0,0,0,0,0,0,0,0,0,0,收费
0,0,0,1,0,1,0,1,0,0,收费的
0,0,0,0,0,0,1,0,0,0,充电器
0,0,0,0,0,0,0,0,0,0,战车
0,1,0,0,1,0,1,0,0,1,慈善
0,0,0,0,1,0,1,0,0,0,慈善机构
0,0,0,0,0,0,1,0,0,0,魅力
0,0,0,0,1,1,1,0,0,0,迷住了
0,0,0,0,0,0,0,0,0,0,魔术师
0,0,0,0,0,0,1,0,0,0,迷人
0,0,0,0,0,0,0,0,0,1,图表
0,0,0,0,0,0,0,0,0,0,宪章
0,0,0,0,0,0,0,0,0,0,包车
0,0,0,0,0,1,0,0,0,0,追赶
0,0,0,1,0,0,0,0,0,0,鸿沟
0,0,0,0,0,1,0,0,0,0,惩戒
0,1,0,0,0,0,1,0,0,1,贞洁
0,0,0,0,0,0,0,0,0,0,聊天
0,0,0,0,0,0,0,0,0,0,城堡
0,0,0,0,0,0,0,0,0,0,喋喋不休
0,0,0,0,0,0,1,0,0,0,喋喋不休
0,0,0,0,0,1,0,0,0,0,健谈
0,0,0,0,0,0,0,0,0,0,司机
0,0,0,0,0,1,0,0,0,0,便宜的
1,0,1,0,0,1,0,0,0,0,欺骗
0,0,0,0,0,0,0,0,0,0,查看
0,0,0,0,0,0,0,0,0,0,检查器
0,0,0,0,0,0,0,0,0,0,方格的
0,0,0,0,0,0,0,0,0,0,跳棋
0,0,0,0,0,0,1,0,0,1,清单
0,0,0,0,0,0,0,0,0,0,脸颊
0,0,0,0,0,0,0,0,0,0,脸颊
0,0,0,0,0,0,0,0,0,0,叽叽喳喳
0,1,0,0,1,0,1,0,1,1,欢呼
0,0,0,0,1,0,1,0,1,0,愉快
0,1,0,0,1,0,1,0,0,1,快乐
0,0,0,0,1,0,1,0,0,0,欢呼
0,1,0,0,1,0,1,0,0,0,愉快的
0,0,0,0,0,1,0,0,0,0,乳酪蛋糕
0,0,0,0,0,0,0,0,0,0,猎豹
0,0,0,0,0,0,0,0,0,0,衬裙
0,0,0,0,0,0,1,0,0,1,化学家
0,0,0,0,0,0,0,0,0,0,化学
0,0,0,0,0,0,0,0,0,0,查看
0,1,0,0,1,0,1,0,1,1,珍惜
0,0,0,0,0,0,1,0,0,0,樱桃
0,0,0,0,0,0,0,0,0,0,棋
0,0,0,0,0,0,0,0,0,0,胸部
0,0,0,0,0,0,0,0,0,0,板栗
0,0,0,0,0,0,0,0,0,0,雪佛龙
0,0,0,0,0,0,0,0,0,0,嚼
0,0,0,0,0,0,0,0,0,0,别致
0,1,0,0,0,1,0,0,1,1,弯道
0,0,0,1,0,0,0,0,0,0,鸡
0,0,0,0,0,0,0,0,0,0,首席
0,0,0,0,0,0,0,0,0,0,主要
0,0,0,0,0,0,1,0,0,0,头目
0,1,0,0,1,0,1,0,0,0,孩子
0,0,0,0,0,0,0,0,0,0,分娩
0,0,0,0,1,0,1,0,0,0,童年
0,0,0,0,0,1,0,0,0,0,幼稚
0,0,0,0,0,0,0,0,0,0,寒意
0,0,0,0,0,1,0,0,0,0,寒冷
0,0,0,0,0,0,0,0,0,0,钟声
0,0,0,1,0,0,0,0,1,0,嵌合体
0,0,0,0,0,0,0,0,0,0,编钟
0,0,0,0,0,0,0,0,0,0,烟囱
0,0,0,0,0,0,0,0,0,0,中国
0,0,0,0,0,0,0,0,0,0,中国
0,0,0,0,0,0,0,0,0,0,奇努克
0,0,0,0,0,0,0,0,0,0,芯片
0,0,0,0,0,0,0,0,0,0,削片
0,0,0,0,1,0,1,0,0,0,唧唧喳喳
0,0,0,0,0,0,1,0,0,0,凿
0,0,0,0,0,0,0,0,0,0,筹码
0,0,0,0,0,0,1,0,0,0,骑士精神
0,0,0,0,0,1,0,0,0,0,氯仿
0,1,0,0,1,0,1,0,0,1,巧克力
0,0,0,0,0,0,1,0,0,0,选择
0,0,0,0,1,0,1,0,0,1,唱诗班
1,0,0,0,0,1,0,1,0,0,呛
0,0,1,1,0,1,0,1,0,0,霍乱
0,0,0,0,0,0,0,0,0,0,选择
0,0,0,0,0,0,0,0,0,0,选择
0,0,0,0,0,1,0,0,0,0,劈
0,0,0,0,0,0,0,0,0,0,切碎
0,0,0,0,0,0,0,0,0,0,排骨
0,0,0,0,1,0,1,0,0,0,合唱
0,0,0,0,0,0,0,0,0,0,和弦
0,0,0,0,0,1,0,0,0,0,家务活
0,0,0,0,0,0,1,0,0,0,合唱
0,0,0,0,0,0,1,0,0,0,选择
0,0,0,0,0,0,1,0,0,0,杂烩
0,0,0,0,0,0,0,0,0,0,洗礼
0,0,0,0,0,0,0,0,0,0,彩色的
0,0,0,0,0,0,0,0,0,0,色谱法
0,0,0,0,0,0,0,0,0,0,染色体
0,0,0,0,0,1,0,1,0,0,慢性的
0,0,0,0,0,0,1,0,0,1,编年史
0,0,0,0,0,0,0,0,0,0,计时码表
0,0,0,0,0,0,0,0,0,0,按时间顺序
0,0,0,0,0,0,0,0,0,0,夹头
0,1,0,0,1,0,1,0,1,1,轻笑
0,0,0,0,0,0,0,0,0,0,块
0,0,0,0,0,0,0,0,0,0,矮胖的
0,1,0,0,1,0,1,0,0,1,教会
0,0,0,0,0,0,0,0,0,0,墓地
0,0,0,0,0,0,0,0,0,0,搅动
0,0,0,0,0,0,0,0,0,0,溜槽
0,0,0,0,0,0,0,0,0,0,酸辣酱
0,0,0,0,0,0,0,0,0,0,再见
0,0,0,0,0,0,1,0,0,0,苹果酒
0,0,0,0,0,0,0,0,0,0,雪茄
0,0,0,0,0,1,0,0,0,0,香烟
0,0,0,0,0,0,0,0,0,0,肚带
0,0,0,0,0,0,0,0,0,0,煤渣
0,0,0,0,0,0,0,0,0,0,电影
0,0,0,0,0,0,0,0,0,0,电影摄影师
0,0,0,0,0,0,0,0,0,0,摄影
0,0,0,0,0,0,0,0,0,0,肉桂
0,0,0,0,0,0,0,0,0,0,密码
0,0,0,0,0,0,0,0,0,0,圆圈
0,0,0,0,0,0,0,0,0,0,盘旋
0,0,0,0,0,0,0,0,0,0,电路
0,0,0,0,0,0,0,0,0,0,圆
0,0,0,0,0,0,0,0,0,0,流通
0,0,0,0,0,0,0,0,0,0,循环
0,0,0,0,0,0,1,0,0,0,割礼
0,0,0,0,0,0,0,0,0,0,圆周
0,0,0,0,0,0,0,0,0,0,圆周
0,0,0,0,0,0,0,0,0,0,限定的
0,0,0,0,0,0,0,0,0,0,环境
0,0,0,0,0,0,0,0,0,0,间接的
0,0,0,0,0,1,1,0,0,0,规避
0,0,0,0,0,0,0,0,0,0,马戏团
0,0,0,0,0,0,0,0,0,0,卷云
0,0,0,0,0,0,0,0,0,0,蓄水池
0,0,0,0,0,0,0,0,0,0,堡垒
0,0,0,0,0,0,0,0,0,0,引文
0,0,0,0,0,0,1,0,0,0,公民
0,0,0,0,0,0,0,0,0,0,茶晶
0,0,0,0,0,0,0,0,0,0,城市
0,0,0,0,0,0,0,0,0,0,公民
0,0,0,0,0,0,1,0,0,0,民事
0,0,0,0,0,0,0,0,0,0,平民
0,0,0,0,0,0,1,0,0,0,礼貌
0,0,0,0,0,0,1,0,0,1,文明
0,0,0,0,1,0,1,0,0,1,文明的
0,0,0,0,0,0,0,0,0,0,包着
0,0,0,0,0,0,0,0,0,0,宣称
1,0,1,0,0,0,0,0,0,0,索赔
0,0,0,0,0,0,1,0,0,0,千里眼
0,0,0,0,0,0,0,0,0,0,蛤
1,1,1,0,0,1,0,0,1,0,叫嚣
0,0,0,0,0,0,0,0,0,0,夹钳
0,0,0,0,0,0,0,0,0,1,氏族
0,0,0,0,0,0,0,0,0,0,秘密的
0,1,0,0,1,0,1,0,0,1,拍
0,0,0,0,0,0,1,0,0,0,阐明
0,0,0,0,0,0,0,0,0,0,单簧管
0,0,0,0,0,0,0,0,0,0,号角
0,0,0,0,0,0,0,0,0,0,明晰
1,0,0,0,0,1,0,0,0,0,冲突
1,0,0,1,0,1,0,0,0,0,冲突的
0,0,0,0,0,0,0,0,0,0,表扣
0,0,0,0,0,0,0,0,0,0,班级
0,0,0,0,0,0,1,0,0,0,经典的
0,0,0,0,0,0,1,0,0,0,古典
0,0,0,0,1,0,1,0,0,0,经典
0,0,0,0,0,0,0,0,0,0,分类
0,0,0,0,0,0,1,0,0,0,分类
0,0,0,0,0,0,0,0,0,0,同班同学
0,0,0,0,0,0,0,0,0,0,哒
0,0,0,0,0,0,0,0,0,0,条款
0,0,0,0,0,0,0,0,0,0,条款
1,0,0,1,0,1,0,0,0,0,爪
0,0,0,0,0,0,0,0,0,0,爪子
0,0,0,0,0,0,0,0,0,0,粘土
0,0,0,0,1,0,1,0,0,1,干净的
0,0,0,0,0,0,1,0,0,0,打扫
0,0,0,0,0,0,1,0,0,0,清洁度
0,0,0,0,0,0,1,0,0,0,干净利落
0,0,0,0,0,0,1,0,0,0,洁净
0,0,0,0,0,0,1,0,0,0,清洁
0,0,0,0,0,0,1,0,0,1,清除
0,0,0,0,0,0,0,0,0,0,清算
0,0,0,0,0,0,1,0,0,0,清晰度
0,0,0,0,0,0,0,0,0,0,乳沟
0,0,0,1,0,0,0,0,0,0,劈开
0,0,0,0,0,0,0,0,0,0,谱号
0,0,0,0,0,0,0,0,0,0,裂
0,0,0,0,0,0,0,0,0,0,宽大
0,0,0,0,0,0,0,0,0,0,牧师
0,0,0,0,0,0,0,0,0,0,牧师
0,0,0,0,0,0,1,0,0,1,文员
0,0,0,0,0,0,0,0,0,0,文员
0,0,0,0,0,0,0,0,0,0,见习
0,0,0,0,0,0,1,0,0,0,聪明的
0,0,0,0,0,0,1,0,0,0,聪明
0,0,0,0,0,0,0,0,0,0,点击
0,0,0,0,0,0,0,0,0,0,客户
0,0,0,0,0,0,0,0,0,0,客户
0,0,0,1,0,0,0,0,0,0,悬崖
0,0,0,0,0,0,0,0,0,0,气候
0,0,0,0,0,0,0,0,0,0,气候学
0,1,0,0,1,0,1,0,1,1,高潮
0,0,0,0,0,0,0,0,0,0,爬
0,0,0,0,0,0,0,0,0,0,紧贴
0,0,0,0,0,0,0,0,0,0,夹子
0,0,0,0,0,0,0,0,0,0,快船
0,0,0,0,0,0,0,0,0,0,剪裁
0,0,0,0,0,0,0,0,0,0,集团
0,0,0,0,0,0,0,0,0,0,披风
0,1,0,0,0,0,0,0,0,0,钟
0,0,0,0,0,0,0,0,0,0,发条
0,0,0,0,0,0,0,0,0,0,阻塞
0,0,0,0,0,1,0,0,0,0,回廊
0,0,0,0,0,0,0,0,0,0,关
0,0,0,0,0,0,0,0,0,0,关闭
0,0,0,0,1,0,1,0,0,1,亲近
0,0,0,0,0,0,0,0,0,0,壁橱
0,1,0,0,1,0,1,1,0,0,关闭
0,0,0,0,0,0,0,0,0,0,凝块
0,0,0,0,0,0,0,0,0,0,布
0,0,0,0,0,0,1,0,0,0,衣服
0,0,0,0,0,0,0,0,0,0,衣服
0,0,0,0,0,0,0,0,0,0,晾衣绳
0,0,0,0,0,0,0,0,0,0,衣服
0,0,0,0,0,0,0,0,0,0,云
0,0,0,0,0,1,0,1,0,0,阴天
0,0,0,1,0,1,0,0,0,0,多云
0,0,0,0,0,0,0,1,0,0,多云的
0,0,0,0,0,0,0,0,0,0,三叶草
0,0,0,0,0,0,0,0,0,0,丁香
0,1,0,0,1,0,1,0,1,0,小丑
0,0,0,0,0,0,0,0,0,0,俱乐部
0,0,0,0,0,0,0,0,0,0,俱乐部
0,0,0,0,0,0,0,0,0,0,俱乐部
0,1,0,0,0,0,0,0,0,0,线索
0,0,0,0,0,1,0,0,0,0,丛
0,0,1,0,0,1,0,0,0,0,笨拙
0,0,0,0,0,0,0,0,0,0,簇
0,0,0,0,0,0,0,0,0,0,离合器
0,0,0,0,0,0,0,0,0,0,离合器
0,0,0,0,0,0,0,0,0,0,杂乱无章
0,0,0,0,0,0,0,0,0,1,教练
0,0,0,0,0,0,0,0,0,0,凝血
0,0,0,0,0,0,0,0,0,0,煤炭
0,0,0,0,0,0,0,0,0,1,合并
0,0,0,0,0,0,1,0,0,0,联盟
0,0,0,0,0,0,1,0,0,0,海岸
0,0,0,0,0,0,0,0,0,0,沿海
0,0,0,0,0,0,0,0,0,0,过山车
0,0,0,0,0,0,0,0,0,0,外套
0,0,0,0,0,0,0,0,0,0,涂层
0,0,0,0,0,0,0,0,0,1,哄
0,0,0,0,0,0,0,0,0,0,钴
0,0,0,0,0,0,0,0,0,0,鹅卵石
0,0,0,0,0,0,0,0,0,0,皮匠
0,0,0,1,0,0,0,0,0,0,眼镜蛇
0,0,0,0,0,1,0,1,0,0,可卡因
0,0,0,0,0,0,0,0,0,0,公鸡
0,0,0,0,0,0,0,0,0,0,座舱
0,0,0,0,0,0,0,0,0,0,鸡尾酒
0,0,0,0,0,0,0,0,0,0,可可
0,0,0,0,0,0,0,0,0,0,茧
0,0,0,0,0,0,0,0,0,0,鳕鱼
0,0,0,0,0,0,0,0,0,0,代码
0,0,0,0,0,0,0,0,0,0,法典
0,0,0,0,0,0,0,0,0,0,编纂
0,0,0,0,0,0,0,0,0,0,编纂
0,0,0,0,0,0,0,0,0,0,系数
1,0,1,1,0,1,0,0,0,0,胁迫
1,0,1,1,0,1,0,1,0,0,强迫
0,0,0,0,0,0,0,0,0,0,强制的
0,0,0,0,0,0,1,0,0,1,共存
0,0,0,0,0,0,0,0,0,0,共存
0,0,0,0,0,0,0,0,0,1,并存
0,0,0,0,0,0,0,0,0,0,咖啡
0,0,0,1,0,1,0,1,0,0,棺材
0,0,0,0,0,0,0,0,0,0,齿轮
0,0,0,0,0,0,1,0,0,1,有说服力的
0,0,0,0,0,0,0,0,0,0,同源
0,0,0,0,0,0,0,0,0,0,认识
0,0,0,0,0,0,1,0,0,0,认知的
0,0,0,0,0,0,0,0,0,0,同居
0,0,0,0,0,0,1,0,0,0,连贯性
0,0,0,0,0,0,1,0,0,0,相干
0,0,0,0,0,0,0,0,0,1,凝聚
0,0,0,0,0,0,1,0,0,1,有凝聚力的
0,0,0,0,0,0,0,0,0,0,队列
0,0,0,0,0,0,0,0,0,0,线圈
0,0,0,0,0,0,0,0,0,0,盘绕
0,0,0,0,0,0,0,0,0,0,硬币
0,0,0,0,0,0,0,0,0,0,造币
0,0,0,0,0,0,0,0,0,0,重合
0,0,0,0,0,0,0,0,1,0,巧合
0,0,0,0,0,0,0,0,0,0,巧合
0,0,0,0,0,0,0,0,0,0,重合
0,0,0,0,0,0,0,0,0,0,可乐
0,0,0,0,0,1,0,0,0,0,寒冷的
0,0,0,0,0,1,0,0,0,0,冷冷地
1,0,1,1,0,1,0,1,0,0,寒冷
0,0,0,0,0,1,0,0,0,0,绞痛
0,0,0,0,0,0,0,0,0,1,合作者
0,0,1,1,0,1,0,1,0,0,坍塌
0,0,0,0,0,0,0,0,0,0,衣领
0,0,0,0,0,0,0,0,0,0,整理
0,0,0,0,0,0,0,0,0,1,抵押品
0,0,0,0,0,0,0,0,0,0,整理
0,0,0,0,0,0,0,0,0,0,同事
0,0,0,0,0,0,0,0,0,0,搜集
0,0,0,0,0,0,0,0,0,0,集
0,0,0,0,0,0,0,0,0,0,收藏
0,0,0,0,0,0,0,0,0,0,集体
0,0,0,0,0,0,1,0,0,1,集体
0,0,0,0,0,0,0,0,0,0,集电极
0,0,0,0,0,0,0,0,0,0,大学
0,0,0,0,0,0,0,0,0,0,合议
0,0,0,0,0,0,0,0,0,0,碰撞
0,0,0,0,0,0,0,0,0,0,牧羊犬
1,0,0,0,0,1,0,0,0,0,碰撞
0,0,0,0,0,0,0,0,0,0,搭配
0,0,0,0,0,0,0,0,0,0,口语
1,0,1,1,0,1,0,1,0,0,共谋
0,0,0,0,0,0,0,0,0,0,冒号
0,0,0,0,0,0,1,0,0,1,上校
0,0,0,0,0,0,0,0,0,0,殖民
0,0,0,0,0,0,0,0,0,0,殖民地
0,0,0,0,0,0,0,0,0,0,版权
0,0,0,0,0,0,0,0,0,0,颜色
0,0,0,0,0,0,0,0,0,0,着色
0,0,0,0,0,0,0,0,0,0,有色
0,0,0,0,0,0,0,0,0,0,染色
0,0,0,0,0,0,0,0,0,0,无色
0,0,0,0,0,0,0,0,0,0,颜色
0,0,0,0,0,0,1,0,0,0,庞大
0,0,0,0,0,0,0,0,0,0,小马
0,0,0,0,0,0,0,0,0,0,柱子
0,0,0,0,0,0,0,0,0,0,柱状
0,0,0,1,0,1,0,1,0,0,昏迷
0,0,0,1,0,1,0,1,0,0,昏迷
0,0,0,0,0,0,0,0,0,0,梳子
1,0,0,1,0,1,0,0,0,0,战斗
1,0,0,1,0,1,0,0,0,0,战斗员
1,0,0,1,0,1,0,0,0,0,好斗的
0,0,0,0,0,0,0,0,0,0,组合
0,0,0,0,0,0,0,0,0,0,组合的
0,0,0,0,0,0,0,0,0,0,结合
0,0,0,0,0,0,0,0,0,0,结合
0,0,0,0,0,0,0,0,0,0,易燃
0,0,0,0,0,0,0,0,0,0,燃烧
0,0,0,0,0,0,0,0,0,0,喜剧
0,0,0,0,0,0,0,0,0,0,彗星
0,1,0,0,1,0,1,0,0,1,舒适
0,0,0,0,0,0,0,0,0,0,棉被
0,0,0,0,0,0,0,0,0,0,漫画
0,0,0,0,0,0,0,0,0,0,滑稽
0,1,0,0,0,0,0,0,0,0,未来
0,0,0,0,0,0,0,0,0,0,逗号
0,0,0,0,0,0,0,0,0,0,命令
0,0,0,0,0,0,1,0,0,1,指挥官
0,0,0,0,0,0,0,0,0,0,指挥官
0,0,0,0,0,0,1,0,0,1,指挥
0,1,0,0,1,0,1,1,0,0,纪念
0,1,0,0,1,0,1,0,0,0,纪念
0,1,0,0,0,0,1,0,0,0,纪念
0,0,0,0,0,0,0,0,0,0,开始
0,0,0,0,0,0,1,0,0,0,表彰
0,0,0,0,1,0,1,0,0,1,值得称道
0,0,0,0,0,0,0,0,0,0,相称的
0,0,0,0,0,0,0,0,0,0,评论
0,0,0,0,0,0,0,0,0,0,评论
0,0,0,0,0,0,1,0,0,0,评论员
0,0,0,0,0,0,0,0,0,1,商业
0,0,0,0,0,0,0,0,0,0,商业的
0,0,0,0,0,0,0,0,0,0,小卖部
0,0,0,0,0,0,0,0,0,1,委员会
0,0,0,0,0,0,0,0,0,0,专员
0,0,0,0,0,0,0,0,0,0,犯罪
0,0,0,0,0,1,0,1,0,0,承诺的
0,0,0,0,0,0,1,0,0,1,坚定的
0,0,0,0,0,0,0,0,0,1,委员会
0,0,0,0,0,0,0,0,0,0,商品
0,0,0,0,0,0,1,0,0,1,准将
0,0,0,0,0,0,0,0,0,0,常见的
0,0,0,0,0,0,0,0,0,0,通常
0,1,0,0,0,0,0,0,0,1,平凡
0,0,0,0,0,0,0,0,0,0,公地
0,0,0,0,0,0,1,0,0,1,联邦
1,0,0,0,0,1,0,0,0,0,骚动
0,0,0,0,0,0,0,0,0,0,公社
0,0,0,0,0,0,0,0,0,0,可传播的
0,0,0,0,0,0,1,0,0,1,交流
