anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Spanish Word
0,0,0,0,0,0,0,0,0,0,deliberativo
0,0,0,0,0,0,0,0,0,0,delicadeza
0,0,0,0,1,0,1,0,0,0,delicioso
0,1,0,0,1,0,1,0,0,0,deleitar
0,1,0,0,1,0,1,0,1,0,contento
0,1,0,0,1,0,1,0,0,1,encantador
0,0,0,0,0,0,0,0,0,0,delinear
0,0,0,0,0,0,0,0,0,0,delineación
0,0,0,0,0,1,0,0,0,0,delincuencia
1,0,1,0,0,1,0,0,0,0,delincuente
0,0,0,0,0,1,0,1,0,0,delirante
0,0,1,0,0,1,0,1,0,0,delirio
0,1,0,0,1,0,1,0,0,1,liberación
0,1,0,0,0,0,1,0,0,0,entrega
0,0,0,0,0,0,0,0,0,0,dell
0,0,0,0,0,0,0,0,0,0,delta
0,0,0,1,0,1,0,1,1,0,diluvio
1,0,0,1,0,1,0,1,0,0,engaño
1,0,0,1,0,1,0,0,0,0,delirante
0,0,0,0,0,0,0,0,0,0,ahondar
1,0,0,0,0,1,0,0,0,0,pedir
0,0,0,0,0,1,0,0,0,0,demandante
0,0,0,0,0,0,0,0,0,0,comportamiento
0,0,0,1,0,1,0,0,0,0,demente
0,0,0,1,0,1,0,1,0,0,demencia
0,0,0,1,0,1,0,1,0,0,fallecimiento
0,0,0,0,0,0,1,0,0,0,la democracia
0,0,0,0,0,0,0,0,0,0,demócrata
1,0,0,0,0,1,0,1,0,0,demoler
0,0,0,0,0,1,0,0,0,0,demolición
1,0,1,1,0,1,0,1,0,0,demonio
1,0,1,1,0,1,0,1,0,0,demoníaco
0,0,0,0,0,0,1,0,0,0,demostrable
0,0,0,0,0,0,0,0,0,0,demostrar
0,0,0,0,0,0,0,0,0,0,demostrado
0,0,0,0,0,0,0,0,0,0,demostrando
0,0,0,0,0,0,0,0,0,0,demostración
0,0,0,0,1,0,1,1,0,0,demostrativo
0,0,0,0,0,0,0,0,0,0,demostrador
0,0,0,1,0,1,0,1,0,0,desmoralizado
0,0,0,0,0,0,0,0,0,0,población
0,0,0,0,0,0,0,0,0,0,guarida
0,0,0,0,0,1,0,0,0,0,negación
0,0,0,0,0,1,0,1,0,0,denegado
0,0,0,0,0,0,0,0,0,0,denominación
0,0,0,0,0,0,0,0,0,0,confesional
0,0,0,0,0,0,0,0,0,0,denominador
0,0,0,0,0,0,0,0,0,0,denotar
1,0,1,0,0,1,0,0,0,0,denunciar
0,0,0,0,0,0,0,0,0,0,denso
0,0,0,0,0,0,0,0,0,0,densidad
0,0,0,0,0,0,0,0,0,0,mella
0,0,0,1,0,0,0,0,0,0,odontología
1,0,1,1,0,1,0,0,0,0,denuncia
1,0,0,0,0,1,0,0,0,0,negar
0,1,0,0,0,1,0,0,0,0,negando
0,0,0,0,0,0,0,0,0,0,desodorante
0,1,0,0,0,0,0,1,0,0,salir
0,0,0,0,0,1,0,1,0,0,salido
0,0,0,0,0,0,0,0,0,0,Departamento
0,0,0,0,0,1,0,1,0,0,partida
0,1,0,0,0,0,0,0,0,1,depender
0,0,0,0,0,0,0,0,0,0,dependiente
0,0,0,1,0,1,0,1,0,0,dependencia
0,0,0,0,0,1,0,0,0,0,dependencia
0,0,0,0,0,1,1,0,0,1,dependiente
0,0,0,0,0,0,0,0,0,0,representar
0,0,0,0,0,0,0,0,0,0,representando
0,0,0,0,0,0,0,0,0,0,agotamiento
1,0,1,1,0,1,0,1,0,0,deplorable
1,0,1,0,0,1,0,1,0,0,deplorar
0,0,0,0,0,0,0,0,0,0,desplegar
0,0,0,1,0,1,0,1,0,0,deportar
1,0,0,1,0,1,0,1,0,0,deportación
0,0,0,0,0,0,0,0,0,0,depósito
0,0,0,0,0,0,0,0,0,0,depositario
0,0,0,0,0,0,0,0,0,0,declaración
0,0,0,0,0,0,0,0,0,1,depositario
0,0,0,0,0,0,0,0,0,0,deposito
1,1,1,1,0,1,0,1,0,0,depravado
1,0,1,0,0,1,0,0,0,0,depravación
1,0,1,0,0,1,0,0,0,0,depreciar
1,0,1,1,0,1,0,1,0,0,depreciado
0,0,0,1,0,1,0,0,0,0,depreciación
0,0,0,1,0,1,0,1,0,0,deprimir
1,0,0,1,0,1,0,1,0,0,deprimido
0,0,1,0,0,1,0,1,0,0,deprimente
0,0,0,0,0,1,0,1,0,0,depresión
0,0,0,0,0,1,0,1,0,0,depresivo
1,0,1,1,0,1,0,1,0,0,privación
0,0,0,0,0,0,1,0,0,1,profundidad
0,0,0,0,0,0,0,0,0,1,diputado
0,0,0,0,0,0,0,0,0,0,hacer descarrilar
1,0,1,1,0,1,0,0,0,0,trastornado
0,0,0,0,0,1,0,0,0,0,abandonado
1,0,1,0,0,1,0,0,0,0,burla
0,0,0,0,0,0,0,0,0,0,derivación
0,0,0,0,0,0,0,0,0,0,derivado
0,0,0,0,0,0,0,0,0,0,derivar
0,0,0,0,0,0,0,0,0,0,dérmico
0,0,0,0,0,0,0,0,0,1,dermatólogo
0,0,0,0,0,0,0,0,0,0,dermatología
1,0,1,1,0,1,0,1,0,0,humillación
1,0,1,1,0,1,0,1,0,0,despectivo
0,0,0,0,0,0,0,0,0,0,descender
0,0,0,0,0,0,0,0,0,0,descendiente
0,0,0,0,0,0,0,0,0,0,descendiente
0,0,0,0,0,0,0,0,0,0,descendiendo
0,0,0,1,0,0,0,1,0,0,descendencia
0,0,0,0,0,0,0,0,0,0,describir
0,0,0,0,0,0,0,0,0,0,descripción
0,0,0,0,0,0,1,0,0,0,descriptivo
1,0,1,1,0,1,0,1,0,0,profanación
1,0,1,1,0,1,0,1,0,0,Desierto
1,0,1,1,0,1,0,1,0,0,abandonado
0,0,0,0,0,1,0,0,0,0,deserción
1,1,0,0,0,0,1,0,0,1,merecer
0,0,0,0,0,0,1,0,0,0,merecido
0,0,0,0,0,0,0,0,0,0,digno
0,0,0,0,0,0,0,0,0,0,diseño
0,0,0,0,0,0,0,0,0,0,designado
0,0,0,0,0,0,0,0,0,1,designacion
0,0,0,0,0,0,0,0,0,0,diseñado
0,0,0,0,0,0,1,0,0,0,diseñador
0,0,0,0,0,0,0,0,0,0,diseño
0,0,0,0,0,0,0,0,0,0,atractivo
0,0,0,0,0,0,1,0,0,0,deseable
0,0,0,0,0,0,1,0,0,0,deseando
0,0,0,0,0,0,1,0,0,0,deseoso
1,0,1,0,0,1,0,0,0,0,abstenerse
0,0,0,0,0,0,0,0,0,0,escritorio
0,0,0,1,0,1,0,1,0,0,soledad
1,0,1,1,0,1,0,1,0,0,desesperación
0,0,0,1,0,1,0,1,0,0,desesperado
0,0,0,0,0,0,0,0,0,0,envío
0,0,0,0,0,1,0,0,0,0,desesperado
0,0,0,0,0,0,0,0,0,0,desesperación
1,0,1,0,0,1,0,0,0,0,despreciable
1,0,1,0,0,1,0,0,0,0,despreciar
0,0,0,1,0,1,0,0,0,0,despótico
1,0,1,1,0,1,0,1,0,0,despotismo
0,0,0,0,0,0,0,0,0,0,postre
0,1,0,1,1,0,1,1,1,0,destino
0,1,0,0,0,0,0,0,0,0,destinado
0,0,0,0,0,0,0,0,0,0,destino
0,0,0,1,0,1,0,1,0,0,indigente
1,0,0,1,0,1,0,1,0,0,destruido
1,0,0,1,0,1,0,0,0,0,destructor
1,0,0,1,0,1,0,1,0,0,destruyendo
1,0,0,0,0,1,0,0,0,0,destrucción
1,0,1,1,0,1,0,0,0,0,destructivo
0,0,0,0,0,0,0,0,0,0,despegar
0,0,0,0,0,0,0,0,0,0,separado
0,0,0,0,0,1,0,0,0,0,desapego
0,0,0,0,0,0,0,0,0,0,detalle
0,0,0,0,0,0,0,0,0,0,detalles
0,0,0,0,0,1,0,0,0,0,detener
1,1,0,1,0,1,0,1,0,0,detenido
0,0,0,0,0,0,1,0,0,0,detectar
0,0,0,0,0,0,0,0,0,0,detectable
0,0,0,0,0,0,1,0,0,0,detección
0,0,0,0,0,0,0,0,0,0,detective
0,0,0,0,0,0,0,0,0,0,detector
0,0,0,0,0,1,0,1,0,0,detención
0,0,0,0,0,0,0,0,0,0,desalentar
0,0,0,0,0,0,0,0,0,0,detergente
0,0,0,1,0,1,0,1,0,0,deteriorarse
0,0,1,0,0,1,0,1,0,0,deteriorado
1,0,1,1,0,1,0,1,0,0,deterioro
0,0,0,0,0,0,0,0,0,0,determinable
0,1,0,0,0,0,0,0,0,1,determinado
0,0,0,0,0,0,1,0,0,1,determinación
0,0,0,0,0,0,1,0,0,0,determinado
1,0,1,0,0,1,0,0,0,0,detestar
0,0,0,1,0,1,0,0,1,0,detonar
1,0,0,0,0,0,0,0,0,0,detonación
0,0,0,0,0,0,0,0,0,0,desvío
1,0,0,0,0,1,0,0,0,0,detraer
0,0,0,0,0,1,0,0,0,0,detrimento
0,0,0,0,0,1,0,0,0,0,perjudicial
0,0,0,0,0,1,0,0,0,0,detrito
0,0,0,0,0,0,0,0,0,0,dos
1,0,0,1,0,1,0,1,0,0,devastar
1,0,1,1,0,1,0,1,0,1,devastador
1,0,0,1,0,1,0,1,1,0,devastación
0,1,0,0,0,0,1,0,0,0,desarrollar
0,0,0,0,0,0,0,0,0,0,desarrollando
0,0,0,0,0,0,0,0,0,0,desarrollo
0,0,0,0,0,0,0,0,0,0,desviarse
0,0,0,0,0,0,0,0,0,0,desviarse
0,0,0,0,0,0,0,1,0,0,desviación
0,0,0,0,0,0,0,0,0,0,dispositivo
1,1,1,1,0,1,0,1,0,0,demonio
0,0,1,1,0,1,0,0,0,0,diabólico
0,0,0,0,0,1,0,0,0,0,tortuoso
0,0,0,0,0,0,0,0,0,0,idear
0,0,0,0,0,0,0,0,0,0,vacío
0,0,0,0,0,1,0,0,0,0,devolución
0,0,0,0,0,0,0,0,0,0,delegar
0,0,0,0,0,0,0,0,0,0,dedicar
0,0,0,0,0,0,0,0,0,0,devoto
0,0,0,0,0,0,1,0,0,1,piadoso
0,0,0,0,0,1,0,0,0,0,devorar
0,1,0,0,1,0,1,0,0,1,devoto
0,0,0,0,0,0,0,0,0,0,Rocío
0,0,0,0,0,0,0,0,0,0,diestro
0,0,0,0,0,0,1,0,0,0,destreza
0,0,0,0,0,0,0,0,0,0,dextrosa
1,0,1,1,0,1,0,0,0,0,diabólico
0,1,0,1,0,1,0,0,0,1,diagnóstico
0,0,0,0,0,0,0,0,0,0,diagnóstico
0,0,0,0,0,0,0,0,0,0,diagnóstico
0,0,0,0,0,0,0,0,0,0,diagrama
0,0,0,0,0,0,0,0,0,0,marcar
0,0,0,0,0,0,0,0,0,0,dialecto
0,0,0,0,0,0,0,0,0,0,dialéctico
0,0,0,0,0,0,0,0,0,0,diálogo
0,0,0,0,0,0,0,0,0,0,diámetro
0,0,0,0,1,0,1,0,0,0,diamante
0,0,0,0,0,0,0,0,0,0,diamantes
0,0,1,0,0,0,0,0,0,0,pañal
0,0,0,0,0,0,0,0,0,0,diafragma
0,0,1,0,0,0,0,0,0,0,Diarrea
0,0,0,0,1,0,1,0,0,1,diario
1,0,1,0,0,1,0,0,0,0,diatriba
0,0,0,0,0,0,0,0,0,0,dado
0,0,0,0,0,0,0,0,0,0,dicotómico
0,0,0,0,0,0,0,0,0,0,dicotomía
0,0,0,0,0,0,0,0,0,0,dictar
0,0,0,0,0,0,0,0,0,0,dictado
0,0,0,1,0,1,0,0,0,0,dictador
1,0,0,0,0,1,0,0,0,0,dictatorial
1,1,1,1,0,1,0,1,0,0,dictadura
0,0,0,0,0,0,0,0,0,0,dicción
0,0,0,0,0,0,1,0,0,1,diccionario
0,0,0,0,0,0,0,0,0,1,dictamen
0,0,0,0,0,0,1,0,0,0,didáctico
0,0,0,1,0,1,0,1,0,0,morir
0,0,0,0,0,0,0,0,0,0,dieta
0,1,0,0,0,0,1,0,0,0,dietético
0,0,0,0,0,0,0,0,0,0,diferir de
0,0,0,0,0,0,0,0,0,0,diferencia
0,0,0,0,0,0,0,0,0,0,diferencias
0,0,0,0,0,0,0,0,0,1,diferencial
0,0,0,0,0,0,0,0,0,0,diferenciación
0,0,0,0,0,0,0,0,1,0,diferentemente
0,0,0,0,0,0,0,0,0,0,diferente
0,0,0,1,0,0,0,0,0,0,difícil
0,0,0,0,0,1,0,1,0,0,dificultades
1,0,0,1,0,1,0,1,0,0,dificultad
0,0,0,0,0,0,0,0,0,0,difuso
0,0,0,0,0,0,0,0,0,0,difusión
0,0,0,0,0,0,0,0,0,0,excavar
0,0,0,0,0,0,0,0,0,0,digerir
0,0,0,0,0,0,0,0,0,0,digestión
0,0,0,0,0,0,0,0,0,1,dígito
0,0,0,0,0,0,1,0,0,0,digno
0,0,0,0,0,0,1,0,0,1,dignidad
0,1,0,0,0,1,0,0,0,0,divagar
0,0,0,0,0,0,0,0,0,0,alojamiento
0,0,0,1,0,0,0,0,0,0,dique
0,0,1,0,0,1,0,1,0,0,arruinado
0,0,0,0,0,0,0,0,0,0,dilatación
0,0,0,0,0,0,0,0,0,0,dilatación
0,0,0,0,0,0,0,0,0,0,dilema
0,0,0,0,0,0,1,0,0,1,diligencia
0,0,0,0,0,0,0,0,0,0,diligente
0,0,0,0,0,0,0,0,0,0,diluente
0,0,0,0,0,1,0,0,0,0,diluido
0,0,0,0,0,0,0,0,0,0,diluido
0,0,0,0,0,0,0,0,0,0,dilución
0,0,0,0,0,0,0,0,0,0,diez centavos
0,0,0,0,0,0,0,0,0,0,dimensión
0,0,0,0,0,1,0,1,0,0,disminuir
0,0,0,0,0,1,0,0,0,0,disminuido
0,0,0,0,0,0,0,0,0,0,disminución
0,0,0,0,0,0,0,0,0,0,diminutivo
0,0,0,0,0,1,0,0,0,0,estruendo
0,0,0,0,0,0,0,0,0,0,cenar
0,0,0,0,0,0,0,0,0,0,cena
0,0,0,0,0,0,1,0,0,0,cena
0,0,0,1,0,0,0,0,0,0,dinosaurio
0,0,0,0,0,0,0,0,0,0,fuerza de
0,0,0,0,0,0,0,0,0,0,diocesano
0,0,0,0,0,0,0,0,0,0,diócesis
0,0,0,0,0,0,0,0,0,0,diorama
0,0,0,0,0,0,0,0,0,0,aderezo
0,0,0,0,0,0,0,0,0,0,diploma
0,1,0,0,0,0,1,0,0,1,diplomacia
0,0,0,0,0,0,0,0,0,0,diplomático
0,0,0,0,0,0,1,0,0,1,diplomático
0,0,1,1,0,1,0,1,1,0,terrible
0,0,0,0,0,0,0,0,0,0,dirigido
0,0,0,0,0,0,0,0,0,0,dirección
0,0,0,0,0,0,0,0,0,0,directamente
0,0,0,0,0,0,1,0,0,1,director
0,0,0,0,0,0,0,0,0,0,directorio
0,0,1,0,0,1,0,0,0,0,suciedad
0,0,1,0,0,1,0,0,0,0,sucio
0,0,0,0,0,1,0,1,0,0,discapacidad
0,0,0,1,0,1,0,1,0,0,deshabilitar
0,0,0,1,0,1,0,1,0,0,desactivado
0,0,0,0,0,0,0,0,0,0,desventaja
0,0,0,0,0,1,0,0,0,0,desafecto
1,0,0,0,0,1,0,0,0,0,discrepar
0,0,0,0,0,0,0,0,0,0,desagradable
1,0,0,0,0,1,0,1,0,0,en desacuerdo
1,0,0,0,0,1,0,1,0,0,desacuerdo
0,0,0,0,0,0,0,0,0,0,rechazar
1,0,1,1,0,1,0,1,0,0,no permitido
0,0,0,1,0,0,0,0,0,0,desaparecer
0,0,0,0,0,0,0,0,0,0,desaparición
0,0,0,0,0,0,0,0,0,0,desapareciendo
1,0,1,0,0,1,0,1,0,0,decepcionar
1,0,1,0,0,1,0,1,0,0,decepcionado
0,0,0,0,0,1,0,1,0,0,decepcionante
0,0,1,0,0,1,0,1,0,0,decepción
0,0,0,0,0,1,0,1,0,0,desaprobación
1,0,1,1,0,1,0,1,0,0,desaprobar
1,0,0,0,0,1,0,1,0,0,desaprobado
1,0,1,0,0,1,0,1,0,0,desaprobando
0,0,0,0,0,0,0,0,0,0,desarmar
0,0,0,0,0,0,0,0,0,0,desorden
1,0,1,1,0,1,0,1,1,0,desastre
1,0,0,1,0,1,0,1,0,0,desastroso
0,0,0,0,0,0,0,0,0,0,disolver
0,0,0,0,0,0,0,0,0,0,incredulidad
0,0,0,0,0,1,0,0,0,0,no creer
0,0,0,0,0,0,0,0,0,0,desembolsar
0,0,0,0,0,0,0,0,0,0,desembolso
0,0,0,0,0,0,0,0,0,0,desct
0,0,0,0,0,0,0,0,0,0,descartado
0,0,0,0,0,1,0,0,0,0,descartes
0,0,0,0,0,0,0,0,0,0,discernir
0,0,0,0,0,0,0,0,0,0,discernible
0,0,0,0,0,0,0,0,0,0,perspicaz
0,0,0,0,0,0,0,0,0,0,discernimiento
0,0,0,0,0,1,0,0,0,0,descarga
0,0,0,0,0,0,0,0,0,1,discípulo
0,0,0,1,0,1,0,0,0,0,disciplina
1,0,1,0,0,1,0,0,0,1,negar
0,0,0,0,0,0,0,0,0,0,Descargo de responsabilidad
0,0,0,0,0,0,0,0,0,0,revelar
0,0,0,0,0,0,0,0,0,1,revelado
0,0,0,0,0,0,0,0,0,0,divulgación
0,0,1,0,0,1,0,0,0,0,descoloramiento
0,0,1,0,0,1,0,1,0,0,descolorado
0,0,0,0,0,1,0,1,0,0,malestar
0,0,0,0,0,1,0,1,0,0,desconectar
0,0,0,0,0,1,0,1,0,0,desconectado
0,0,0,0,0,1,0,0,0,0,desconexión
1,0,1,1,0,1,0,1,0,0,descontento
0,0,0,0,0,0,0,0,0,0,discontinuación
0,0,0,0,0,1,0,0,0,0,discontinuar
0,0,1,1,0,1,0,1,0,0,discontinuidad
0,0,0,0,0,0,0,0,0,0,discontinuo
1,0,1,0,0,1,0,0,0,0,discordia
0,0,0,0,0,0,0,0,0,0,descuento
0,0,0,0,0,0,0,0,0,0,con descuento
0,0,0,1,0,1,0,1,0,0,desalentar
0,0,0,0,0,0,0,0,0,0,desanimado
0,0,0,0,0,1,0,0,0,0,desánimo
0,0,0,0,0,0,0,0,0,0,discurso
0,0,0,0,0,0,0,0,0,0,descubrir
0,0,0,0,0,0,1,0,0,0,descubrimiento
0,0,0,0,0,1,0,0,0,0,descrédito
0,1,0,0,0,0,1,0,0,0,discreto
0,0,0,0,0,0,0,0,0,0,discrepancia
0,0,0,0,0,0,0,0,0,0,discreto
0,1,0,0,0,0,1,0,0,1,discreción
0,0,0,0,0,0,1,0,0,0,discrecional
1,0,0,0,0,1,0,1,0,0,discriminar
0,0,1,0,0,1,0,0,0,0,discriminante
1,0,1,1,0,1,0,1,0,0,discriminación
0,0,0,0,0,0,0,0,0,0,disco
0,0,0,0,0,0,0,0,0,0,conversar
0,0,0,0,0,0,1,0,0,0,discusión
1,0,1,0,0,1,0,0,0,0,desdén
1,0,1,1,0,1,0,1,0,0,enfermedad
0,0,1,1,0,1,0,1,0,0,enfermo
0,0,0,1,0,1,0,1,0,0,incorpóreo
0,0,0,0,0,0,0,0,0,0,desacoplar
0,0,0,0,0,1,0,0,0,0,retirada
1,0,1,1,0,1,0,1,0,0,desfigurado
1,0,1,0,0,1,0,1,0,0,desgracia
1,0,1,0,0,1,0,1,0,0,deshonrado
1,0,1,0,0,1,0,0,0,0,vergonzoso
1,0,1,0,0,1,0,1,0,0,descontento
0,0,0,0,0,0,0,0,0,0,ocultar
0,0,0,0,0,0,0,0,0,0,disfrazado
1,0,1,1,0,1,0,1,0,0,asco
1,0,1,1,0,1,0,0,0,0,desagradable
0,0,0,0,0,0,0,0,0,0,plato
0,0,0,0,0,1,0,1,0,0,desanimado
0,0,0,0,0,1,0,1,0,0,descorazonador
1,0,1,0,0,1,0,1,0,0,deshonesto
0,0,1,0,0,1,0,0,0,0,deshonestidad
1,0,1,1,0,1,0,1,0,0,deshonra
1,0,1,0,0,1,0,1,0,0,desilusión
0,0,0,0,0,0,0,0,0,0,desinfectar
0,0,0,0,0,0,0,0,0,0,desinfectante
0,0,0,0,0,0,1,0,0,0,desinfección
1,0,0,1,0,1,0,0,0,0,desinformación
0,0,1,0,0,1,0,0,0,0,falso
0,0,1,1,0,1,0,0,0,0,desintegrarse
0,0,0,0,0,1,0,0,0,0,desintegración
0,0,0,0,0,1,0,0,0,0,desinteresado
0,0,0,0,0,0,0,0,0,0,desarticular
0,0,0,0,0,0,0,0,0,0,inconexo
0,0,0,0,0,0,0,0,0,0,disyuntivo
0,0,0,0,0,0,0,0,0,0,disco
0,0,0,0,0,0,0,0,0,0,disquete
1,0,1,0,0,1,0,0,0,0,disgusto
1,0,0,0,0,1,0,1,0,0,disgustado
1,0,1,1,0,1,0,1,0,0,dislocado
0,0,0,0,0,0,0,0,0,0,dislocación
0,0,0,0,0,0,0,0,0,0,desalojar
0,0,1,1,0,1,0,1,0,0,triste
1,1,0,1,0,1,0,1,1,0,consternación
0,0,1,1,0,1,0,1,0,0,desmembramiento
0,0,0,0,0,0,0,0,0,0,despedir
1,0,1,1,0,1,0,1,1,0,despido
0,0,0,0,0,0,0,0,0,0,desmontar
1,0,1,0,0,1,0,0,0,0,desobediencia
1,0,0,0,0,1,0,0,0,0,desobediente
1,0,1,0,0,1,0,0,0,0,desobedecer
0,0,0,1,0,1,0,0,0,0,trastorno
0,0,0,0,0,1,0,0,0,0,desordenado
0,0,0,0,0,1,0,0,0,0,desestructurado
1,0,1,0,0,1,0,1,0,0,menospreciar
1,0,1,0,0,1,0,1,0,0,despectivo
0,0,0,0,0,0,0,0,0,0,dispar
1,0,1,0,0,1,0,1,0,0,disparidad
0,0,0,0,0,1,0,1,0,0,desapasionado
0,0,0,0,0,0,0,0,0,0,despacho
0,0,0,0,0,1,0,1,0,0,disipar
0,0,0,0,0,0,0,0,0,0,dispensa
0,0,0,0,0,0,0,0,0,0,dispensar
0,0,0,0,0,0,0,0,0,0,dispersar
0,0,0,0,0,0,0,0,0,0,disperso
0,0,0,0,0,1,0,0,0,0,dispersión
0,0,0,0,0,1,0,0,0,0,desplazar
1,0,0,1,0,0,0,1,0,0,desplazado
0,0,0,0,0,0,0,0,0,0,desplazamiento
0,0,0,0,0,0,0,0,0,0,monitor
1,0,1,1,0,1,0,1,0,0,disgustado
0,0,1,0,0,1,0,0,0,0,disgusto
0,0,0,0,0,1,0,0,0,0,desecho
0,0,1,0,0,0,0,0,0,0,disponer
0,1,0,0,0,0,1,0,0,1,dispuesto
0,0,0,0,0,0,0,0,0,0,disposición
1,0,0,1,0,1,0,1,0,0,desposeído
0,0,0,0,0,0,0,0,0,0,refutar
1,0,0,0,0,1,0,0,0,0,disputar
0,0,0,0,0,1,0,0,0,0,descalificación
1,0,1,0,0,1,0,1,0,0,descalificado
0,0,0,0,0,1,0,1,0,0,descalificar
0,0,0,0,0,1,0,0,0,0,indiferencia
0,0,1,0,0,1,0,0,0,0,ignorado
1,0,1,1,0,1,0,0,0,0,de mala fama
0,0,0,0,0,0,0,0,0,0,mala fama
1,0,0,0,0,1,0,0,0,0,falta de respeto
1,0,1,1,0,1,0,1,0,0,irrespetuoso
1,0,0,1,0,1,0,0,1,0,ruptura
0,0,0,0,0,1,0,0,0,0,insatisfacción
0,0,0,0,0,0,0,0,0,0,insatisfecho
0,0,0,0,0,0,0,0,0,0,disecar
0,0,1,0,0,0,0,0,0,0,disección
0,0,0,0,0,0,1,0,0,0,diseminar
0,0,0,0,0,0,0,0,0,0,diseminación
1,0,0,0,0,1,0,0,0,0,disensión
0,0,0,0,0,0,0,0,0,0,disentimiento
0,0,0,0,0,1,0,0,0,0,disidente
0,0,0,0,0,0,0,0,0,0,disertación
1,0,1,0,0,1,0,1,0,0,deservicio
1,0,0,1,0,1,0,0,0,0,disidente
0,0,0,0,0,0,0,0,0,0,disímil
0,0,0,0,0,0,0,0,0,0,disipar
0,0,0,0,0,0,0,0,0,0,disipado
0,0,0,0,0,0,0,0,0,0,disociación
1,0,0,1,0,1,0,1,1,0,disolución
0,0,0,0,0,0,0,0,0,0,disolver
1,0,0,0,0,1,0,0,0,0,disonancia
0,0,0,0,0,0,0,0,0,0,disuadir
0,0,0,0,0,0,0,0,0,0,distal
0,0,0,0,0,0,0,0,0,0,distancia
0,0,0,0,0,0,0,0,0,0,distante
0,0,1,0,0,1,0,0,0,0,disgusto
0,0,1,0,0,1,0,0,0,0,desagradable
0,0,0,0,0,0,0,0,0,0,destilar
0,0,0,0,0,0,1,0,0,0,destilación
0,0,0,0,0,0,1,0,0,0,distinción
0,0,0,0,0,0,0,0,0,0,distintivo
0,0,0,0,0,0,0,0,0,0,distinguir
0,0,0,0,0,0,0,0,0,0,distinguible
0,0,0,0,0,0,0,0,0,0,distinguido
0,0,0,0,0,0,0,0,0,0,distintivo
0,0,1,0,0,1,0,0,0,0,distorsionado
0,0,0,0,0,1,0,0,0,0,distorsión
0,0,0,0,0,1,0,0,0,0,distraer
1,0,0,0,0,1,0,0,0,0,distraído
1,1,0,0,0,1,0,0,0,0,distrayendo
0,0,0,0,0,1,0,0,0,0,distracción
0,0,0,0,0,1,0,1,0,0,loco
1,0,1,1,0,1,0,1,1,0,angustia
0,0,0,1,0,1,0,0,0,0,afligido
1,0,0,1,0,1,0,0,0,0,angustioso
0,0,0,0,0,0,0,0,0,0,distribuir
0,0,0,0,0,0,0,0,0,0,distribución
0,0,0,0,0,0,0,0,0,0,distrito
1,0,1,1,0,1,0,0,0,0,desconfianza
1,0,0,1,0,1,0,1,1,0,disturbio
1,0,0,0,0,1,0,1,0,0,perturbado
0,0,0,0,0,1,0,0,0,0,desuso
1,0,0,0,0,1,0,0,0,0,en desuso
0,0,0,0,0,0,0,0,0,0,abandone
0,0,0,0,0,0,0,0,0,0,ídem
0,0,0,0,1,0,1,0,0,0,cancioneta
0,0,0,0,0,0,0,0,0,0,diurno
0,0,0,0,0,0,0,0,0,1,diván
0,0,0,0,0,0,0,0,0,0,bucear
0,0,0,0,0,0,0,0,0,0,buzo
0,0,0,0,0,0,0,0,0,0,divergir
0,0,0,0,0,0,0,0,0,0,divergencia
0,0,0,0,0,1,0,0,1,0,divergente
0,0,0,0,0,0,0,0,0,0,divergente
0,0,0,0,0,0,0,0,0,0,diversos
0,0,0,0,0,1,1,0,0,0,diverso
0,0,0,0,0,0,1,0,0,0,diversificado
0,0,0,0,0,0,0,0,0,0,diversificar
0,0,0,0,0,0,1,0,1,0,desviación
0,0,0,0,0,0,0,0,0,0,diversidad
0,0,0,0,0,0,0,0,0,0,desviar
0,0,0,0,0,0,0,0,0,0,divertido
0,0,0,0,0,0,0,0,0,0,despojar
0,0,0,0,0,1,0,0,0,0,desinvertido
0,0,0,0,0,1,0,0,0,0,despojo
0,0,0,0,0,0,0,0,0,0,dividir
0,0,0,0,0,0,0,0,0,0,dividido
0,0,0,0,0,0,0,0,0,0,dividendo
0,1,0,0,0,0,0,0,0,0,Adivinación
0,0,0,0,0,0,0,0,0,0,divino
0,0,0,0,0,0,1,0,0,0,divinidad
0,0,0,0,0,0,0,0,0,0,divisible
0,0,0,0,0,0,0,0,0,0,división
0,0,0,0,0,0,0,0,0,0,divisor
1,0,1,1,0,1,0,1,1,1,divorcio
0,0,0,0,0,0,0,0,0,0,divulgar
0,0,0,0,0,1,0,0,0,0,mareo
0,0,0,0,0,1,0,0,0,0,mareado
0,0,0,0,0,0,0,0,0,0,dócil
0,0,0,0,0,0,0,0,0,0,muelle
0,0,0,0,0,1,0,0,0,0,atracado
0,0,0,0,0,0,0,0,0,0,legajo
0,0,0,0,0,0,1,0,0,1,médico
0,0,0,0,0,0,0,0,0,0,doctrinal
0,0,0,0,0,0,0,0,0,1,doctrina
0,0,0,0,0,0,0,0,0,0,documento
0,0,0,0,0,0,0,0,0,0,documental
0,0,0,0,0,0,0,0,0,0,esquivar
0,0,0,0,0,0,0,0,0,0,regate
0,0,0,0,0,0,0,0,0,0,gama
0,0,0,0,0,0,1,0,0,0,hacedor
0,0,0,0,0,0,0,0,0,0,perro
0,0,0,0,0,0,1,0,0,0,obstinado
0,0,0,0,0,0,0,0,0,1,dogma
