Turkish Word,Emotion,Condition
evcilleşmemiş,anticipation,0
savunulamaz,anticipation,0
denenmemiş,anticipation,0
düşünülemez,anticipation,0
Düzensiz,anticipation,0
çözmek,anticipation,0
zamansız,anticipation,0
isimsiz,anticipation,0
anlatılmamış,anticipation,1
el değmemiş,anticipation,0
hoş olmayan,anticipation,0
eğitimsiz,anticipation,0
tercüme edilmemiş,anticipation,0
doğru olmayan,anticipation,0
güvenilmez,anticipation,0
kullanılmamış,anticipation,0
olağan dışı,anticipation,0
alışılmadık şekilde,anticipation,0
ortaya çıkarmak,anticipation,0
açılış,anticipation,0
doğrulanmamış,anticipation,1
haksız,anticipation,0
dikkatsiz,anticipation,0
yıkanmamış,anticipation,0
sarsılmaz,anticipation,0
istenmeyen,anticipation,0
hasta,anticipation,0
isteksiz,anticipation,0
isteksizce,anticipation,0
isteksizlik,anticipation,0
gevşemek,anticipation,0
makul olmayan,anticipation,0
bilinçsiz,anticipation,0
farkında olmadan,anticipation,0
değersiz,anticipation,0
yazılmamış,anticipation,0
boyun eğmez,anticipation,0
ayaklanma,anticipation,0
yokuş yukarı,anticipation,1
döşeme,anticipation,0
yayla,anticipation,0
yaylalar,anticipation,0
yükselmek,anticipation,1
üst,anticipation,0
dik,anticipation,0
ayaklanma,anticipation,1
gürültü,anticipation,0
üzgün,anticipation,0
sonuç,anticipation,0
üst katta,anticipation,0
sonradan görme,anticipation,0
yukarı,anticipation,0
uranyum,anticipation,0
kentsel,anticipation,0
kestanesi,anticipation,0
dürtü,anticipation,0
aciliyet,anticipation,1
acil,anticipation,1
idrar tahlili,anticipation,0
kavanoz,anticipation,0
kullanım,anticipation,0
faydalı,anticipation,0
kullanışlılık,anticipation,0
Faydasız,anticipation,0
yer gösterici,anticipation,0
her zamanki,anticipation,0
gasp etmek,anticipation,0
gasp edilmiş,anticipation,0
tefecilik,anticipation,0
kap,anticipation,0
faydacı,anticipation,0
Yarar,anticipation,0
kullanım,anticipation,0
faydalanmak,anticipation,0
son derece,anticipation,0
ütopik,anticipation,1
ifade,anticipation,0
tamamen,anticipation,0
boşluk,anticipation,0
tatil,anticipation,1
aşı,anticipation,0
aşı,anticipation,0
vakumlu,anticipation,0
boşluk,anticipation,0
boş,anticipation,0
vakum,anticipation,0
başıboş dolaşmak,anticipation,0
belirsizlik,anticipation,0
boşuna,anticipation,0
saçak,anticipation,0
vadi,anticipation,0
vale,anticipation,0
yiğit,anticipation,0
geçerlilik,anticipation,0
vadi,anticipation,0
cesaret,anticipation,0
değerli,anticipation,0
değerleme,anticipation,0
kapak,anticipation,0
vampir,anticipation,0
vampir,anticipation,0
kamyonet,anticipation,0
kanat,anticipation,0
öncü,anticipation,0
vanilya,anticipation,0
yok olmak,anticipation,0
ortadan kayboldu,anticipation,0
gösteriş,anticipation,0
yenmek,anticipation,0
buhar,anticipation,0
vara,anticipation,0
değişken,anticipation,0
varyans,anticipation,0
varyasyon,anticipation,0
varyasyonlar,anticipation,0
suçiçeği,anticipation,0
varis,anticipation,0
çeşitli,anticipation,0
alacalı,anticipation,0
Çeşitlilik,anticipation,0
çeşitli,anticipation,0
damar,anticipation,0
vazo,anticipation,0
büyüklük,anticipation,0
KDV,anticipation,0
vodvil,anticipation,0
kasa,anticipation,0
tonozlu,anticipation,0
atlama,anticipation,0
dana eti,anticipation,0
vektör,anticipation,0
saptırmak,anticipation,0
vega,anticipation,0
sebze,anticipation,0
vejetaryen,anticipation,0
vejetaryenlik,anticipation,0
bitki örtüsü,anticipation,0
bitkisel,anticipation,0
şiddetli,anticipation,0
araç,anticipation,0
duvak,anticipation,0
örtülü,anticipation,0
damar,anticipation,0
damarlı,anticipation,0
parşömen,anticipation,0
hız,anticipation,0
kadife,anticipation,0
kadife,anticipation,0
kadifemsi,anticipation,0
vena,anticipation,0
kan davası,anticipation,0
SATICI,anticipation,0
kaplama,anticipation,0
saygıdeğer,anticipation,1
saygı,anticipation,0
intikam,anticipation,0
intikamcı,anticipation,0
Geyik eti,anticipation,0
zehir,anticipation,0
zehirli,anticipation,0
venöz,anticipation,0
havalandırma,anticipation,0
havalandırma,anticipation,0
vantilatör,anticipation,0
karıncık,anticipation,0
karıncık,anticipation,0
girişim,anticipation,0
mekan,anticipation,0
doğruluk,anticipation,1
veranda,anticipation,0
sözlü,anticipation,0
kelimesi kelimesine,anticipation,0
şişirme,anticipation,0
ayrıntılı,anticipation,0
ayrıntı,anticipation,0
yemyeşil,anticipation,0
karar,anticipation,0
sınır,anticipation,1
doğrulama,anticipation,0
doğrulandı,anticipation,0
Doğrulayın,anticipation,0
gerçekten,anticipation,0
gerçek,anticipation,0
haşarat,anticipation,0
yerel,anticipation,0
ilkbahar,anticipation,0
veronika,anticipation,0
çok yönlü,anticipation,0
çok yönlülük,anticipation,0
ayet,anticipation,0
versiyon,anticipation,0
karşı,anticipation,0
dikey,anticipation,0
omur,anticipation,0
omur,anticipation,0
köşe,anticipation,0
dikey,anticipation,0
dikey olarak,anticipation,0
baş dönmesi,anticipation,0
coşku,anticipation,0
kesecik,anticipation,0
veziküler,anticipation,0
gemi,anticipation,0
yelek,anticipation,0
kazanılmış,anticipation,0
antre,anticipation,0
kalıntı,anticipation,0
Veteriner,anticipation,0
kıdemli,anticipation,0
Veteriner hekim,anticipation,0
veto,anticipation,0
canlılık,anticipation,0
canlı,anticipation,0
viyadük,anticipation,0
şişe,anticipation,0
titretmek,anticipation,0
titreşim,anticipation,0
titreşimli,anticipation,0
papaz,anticipation,0
vekaleten,anticipation,0
mengene,anticipation,0
Yakınlarda,anticipation,0
kısır,anticipation,0
kurban,anticipation,0
kurban,anticipation,0
galip,anticipation,0
Victoria,anticipation,0
muzaffer,anticipation,0
zafer,anticipation,1
video kaset,anticipation,0
rekabet,anticipation,0
görüş,anticipation,0
nöbet,anticipation,1
uyanıklık,anticipation,1
uyanık,anticipation,0
skeç,anticipation,0
canlılık,anticipation,0
güçlü,anticipation,0
viking,anticipation,0
villa,anticipation,0
köy,anticipation,0
köylü,anticipation,0
kötü adam,anticipation,0
hain,anticipation,0
Sirke,anticipation,0
haklı çıkarmak,anticipation,0
haklı,anticipation,0
haklı çıkarma,anticipation,1
kinci,anticipation,0
sirke,anticipation,0
üzüm bağı,anticipation,0
viyola,anticipation,0
ihlal,anticipation,0
şiddet,anticipation,0
şiddetli,anticipation,0
şiddetle,anticipation,0
menekşe,anticipation,0
keman,anticipation,0
kemancı,anticipation,0
engerek,anticipation,0
bakire,anticipation,0
bekaret,anticipation,1
viroloji,anticipation,0
sanal,anticipation,0
sanal olarak,anticipation,0
Erdem,anticipation,0
virtüöz,anticipation,0
erdemli,anticipation,0
virülans,anticipation,0
virüs,anticipation,0
vize,anticipation,0
çehre,anticipation,0
viskozite,anticipation,0
viskoz,anticipation,0
mengene,anticipation,0
görünürlük,anticipation,0
gözle görülür,anticipation,0
gözle görülür şekilde,anticipation,0
görüş,anticipation,1
vizyoner,anticipation,1
ziyaret etmek,anticipation,0
ziyaret,anticipation,0
ziyaret,anticipation,0
ziyaretçi,anticipation,1
vizör,anticipation,1
manzara,anticipation,0
görsel,anticipation,0
görselleştirmek,anticipation,0
hayati,anticipation,0
canlılık,anticipation,0
camsı,anticipation,0
canlı,anticipation,0
göz alıcı,anticipation,0
cadı,anticipation,0
kelime bilgisi,anticipation,0
vokal,anticipation,0
vokalist,anticipation,0
meslek,anticipation,0
moda,anticipation,0
ses,anticipation,0
sessiz,anticipation,0
geçersiz,anticipation,0
oynaklık,anticipation,1
volkanik,anticipation,0
volkan,anticipation,0
irade,anticipation,0
voleybol,anticipation,0
voltmetre,anticipation,0
Ses,anticipation,0
hacimli,anticipation,0
gönüllü olarak,anticipation,0
gönüllü,anticipation,0
gönüllü,anticipation,1
gönüllü,anticipation,0
gönüllüler,anticipation,0
şehvetli,anticipation,1
kusmak,anticipation,0
kusma,anticipation,0
vudu,anticipation,0
açgözlü,anticipation,0
girdap,anticipation,0
oy,anticipation,1
oylama,anticipation,0
adak,anticipation,0
kefil,anticipation,0
fiş,anticipation,0
yemin,anticipation,1
sesli harf,anticipation,0
yolculuk,anticipation,1
yolcu,anticipation,0
kaba,anticipation,0
bayağılık,anticipation,0
güvenlik açığı,anticipation,0
hassas,anticipation,0
akbaba,anticipation,0
tampon,anticipation,0
beklemek,anticipation,0
gofret,anticipation,0
gözleme,anticipation,0
sallamak,anticipation,0
bahis,anticipation,0
ücretler,anticipation,0
vagon,anticipation,0
feryat etmek,anticipation,0
bel,anticipation,0
yelek,anticipation,0
Bekle,anticipation,1
garson,anticipation,0
beklemek,anticipation,0
feragat etmek,anticipation,0
uyanmak,anticipation,0
yürümek,anticipation,0
yürüteç,anticipation,0
duvar,anticipation,0
cüzdan,anticipation,0
yuvarlanmak,anticipation,0
ceviz,anticipation,0
vals,anticipation,0
bitik,anticipation,0
asa,anticipation,0
gezmek,anticipation,0
avare,anticipation,0
dolaşan,anticipation,0
azalmak,anticipation,0
azalan,anticipation,0
isteyen,anticipation,0
savaş,anticipation,0
ötleğen,anticipation,0
koğuş,anticipation,0
gardiyan,anticipation,0
giysi dolabı,anticipation,0
eşya,anticipation,0
depo,anticipation,0
savaş,anticipation,0
savaşçı,anticipation,0
falcı,anticipation,0
ısınma,anticipation,0
uyarmak,anticipation,1
uyardı,anticipation,1
uyarı,anticipation,0
çarpıtma,anticipation,0
çarpık,anticipation,0
garanti,anticipation,0
garantili,anticipation,0
garantiler,anticipation,0
garanti,anticipation,0
warren,anticipation,0
savaşçı,anticipation,0
siğil,anticipation,0
dikkatli,anticipation,0
yıkamak,anticipation,0
yıkama,anticipation,0
arınma,anticipation,0
yaban arısı,anticipation,0
boşa harcamak,anticipation,0
heba olmuş,anticipation,0
savurgan,anticipation,0
israf,anticipation,0
izlemek,anticipation,1
bekçi köpeği,anticipation,0
dikkatli,anticipation,0
bekçi,anticipation,0
su,anticipation,0
su yolu,anticipation,0
sulanmış,anticipation,0
su geçirmez,anticipation,0
idrar yolları,anticipation,0
sulu,anticipation,0
dalga,anticipation,0
tereddüt,anticipation,0
titreyen,anticipation,0
dalgalar,anticipation,0
dalgalı,anticipation,0
balmumu,anticipation,0
mumsu,anticipation,0
yollar,anticipation,0
dik başlı,anticipation,0
zayıflamış,anticipation,0
zayıf,anticipation,0
zayıflık,anticipation,0
varlık,anticipation,0
zengin,anticipation,0
silah,anticipation,0
giymek,anticipation,0
yorgun,anticipation,0
yorgunluk,anticipation,0
giyme,anticipation,0
yorgun,anticipation,0
hava,anticipation,0
yıpranmış,anticipation,0
hava koşullarına dayanıklı,anticipation,0
örgü,anticipation,0
ağ,anticipation,0
evlenmek,anticipation,0
evli,anticipation,0
kama,anticipation,0
çiş,anticipation,0
esrar,anticipation,0
ayıklama,anticipation,0
yabani otlar,anticipation,0
otlu,anticipation,0
hafta,anticipation,0
haftalık,anticipation,0
ağlamak,anticipation,0
ağlayan,anticipation,0
tartmak,anticipation,1
tartmak,anticipation,0
ağırlık,anticipation,1
ağırlıksız,anticipation,0
ağırlıklar,anticipation,0
ağır,anticipation,0
savak,anticipation,0
garip,anticipation,0
tuhaf,anticipation,0
memnuniyetle karşıladı,anticipation,0
kaynak,anticipation,0
refah,anticipation,0
kuyu başı,anticipation,0
şerit,anticipation,0
wen,anticipation,0
fahişe,anticipation,0
batılı,anticipation,0
ıslak,anticipation,0
vurmak,anticipation,0
balina,anticipation,0
vay,anticipation,0
iskele,anticipation,0
ne olursa olsun,anticipation,0
teker,anticipation,0
tekerlekler,anticipation,0
nerede,anticipation,0
bu nedenle,anticipation,0
neyle,anticipation,0
nereden,anticipation,0
uyandırmak,anticipation,0
koklamak,anticipation,0
İken,anticipation,0
heves,anticipation,1
sızlanma,anticipation,0
kaprisli,anticipation,0
heves,anticipation,0
sızlanmak,anticipation,0
kırbaç,anticipation,0
girdap,anticipation,0
girdap,anticipation,0
kasırga,anticipation,0
Çırpmak,anticipation,0
kedi bıyığı,anticipation,0
viski,anticipation,0
fısıltı,anticipation,0
fısıldadı,anticipation,0
ıslık,anticipation,0
beyaz,anticipation,0
beyazlık,anticipation,0
beyazımsı,anticipation,0
vızıltı,anticipation,0
sağlıklı,anticipation,0
tamamen,anticipation,0
boğmaca,anticipation,0
okkalı,anticipation,0
fahişe,anticipation,0
fitil,anticipation,0
kötü,anticipation,0
kötülük,anticipation,0
hasır,anticipation,0
küçük kapı,anticipation,0
geniş,anticipation,0
yaygın olarak,anticipation,0
genişletmek,anticipation,0
yaygın,anticipation,0
dul,anticipation,0
dul,anticipation,0
Genişlik,anticipation,0
kullanmak,anticipation,0
kadın eş,anticipation,0
peruk,anticipation,0
ağırlık,anticipation,0
vahşi,anticipation,0
yaban kedisi,anticipation,0
el değmemiş doğa,anticipation,1
Orman yangını,anticipation,0
istekli,anticipation,0
isteyerek,anticipation,0
isteklilik,anticipation,0
Söğüt,anticipation,0
solmuş,anticipation,0
kurnaz,anticipation,0
pısırık,anticipation,0
pısırık,anticipation,0
çekinme,anticipation,0
vinç,anticipation,0
rüzgâr,anticipation,0
düşeş,anticipation,0
sarma,anticipation,0
yel değirmeni,anticipation,0
pencere,anticipation,0
rüzgarlı,anticipation,0
şarap,anticipation,0
kanat,anticipation,0
kanatlı,anticipation,0
göz kırpmak,anticipation,0
kazanan,anticipation,1
kazanan,anticipation,1
kazançlar,anticipation,1
kış mevsimi,anticipation,0
buz gibi,anticipation,0
silip süpürmek,anticipation,0
tel,anticipation,0
kablosuz,anticipation,1
bilge,anticipation,0
bilgelik,anticipation,0
bilge,anticipation,0
arzulu,anticipation,1
dalgın,anticipation,0
zekâ,anticipation,0
cadı,anticipation,0
cadılık,anticipation,0
ile,anticipation,0
Çekil,anticipation,0
para çekme,anticipation,0
solmak,anticipation,0
solmuş,anticipation,0
dayanmak,anticipation,1
tanık,anticipation,0
zeka,anticipation,0
esprili,anticipation,0
sihirbaz,anticipation,1
vah,anticipation,0
acıklı,anticipation,0
ne yazık ki,anticipation,0
kadınlık,anticipation,0
kadınsı,anticipation,0
rahim,anticipation,0
müthiş,anticipation,0
harika bir şekilde,anticipation,0
harika,anticipation,0
alışkanlık,anticipation,1
woo,anticipation,0
Odun,anticipation,0
gravür,anticipation,0
ahşap,anticipation,0
ormanlık alanlar,anticipation,0
odunsu,anticipation,0
kur,anticipation,0
yün,anticipation,0
yünlü,anticipation,0
vay be,anticipation,0
kelime,anticipation,0
ifade,anticipation,0
kelimeler,anticipation,0
söz,anticipation,0
iş,anticipation,0
çalışma kitabı,anticipation,0
çalışan,anticipation,0
Çalışma,anticipation,0
işçi,anticipation,0
işçilik,anticipation,0
iş yeri,anticipation,0
İşler,anticipation,0
atölye,anticipation,0
dünya,anticipation,0
dünyevi,anticipation,0
Dünya çapında,anticipation,0
solucan,anticipation,1
yıpranmış,anticipation,0
endişeli,anticipation,0
endişe etmek,anticipation,1
endişe verici,anticipation,1
daha kötüsü,anticipation,0
kötüleşme,anticipation,0
tapmak,anticipation,1
değer,anticipation,0
değersiz,anticipation,0
layık,anticipation,0
wot,anticipation,0
yara,anticipation,0
kavgacı,anticipation,0
boğuşma,anticipation,0
paketlemek,anticipation,0
sarıcı,anticipation,0
sarma,anticipation,0
gazap,anticipation,0
kırmak,anticipation,0
çelenk,anticipation,0
enkaz,anticipation,0
harap,anticipation,0
İngiliz anahtarı,anticipation,0
güreş,anticipation,0
güreş,anticipation,0
güreşçi,anticipation,0
güreş,anticipation,0
sefil,anticipation,0
berbat,anticipation,0
doğru,anticipation,0
sıkmak,anticipation,0
kırışıklık,anticipation,0
buruşuk,anticipation,0
bilek,anticipation,0
bileklik,anticipation,0
kol saati,anticipation,0
yazmak,anticipation,0
yazmak,anticipation,0
yazar,anticipation,0
yazı,anticipation,0
yazılı,anticipation,0
yanlış,anticipation,0
yanlış yapmak,anticipation,0
haksız,anticipation,0
yanlış,anticipation,0
dövme,anticipation,0
alay,anticipation,0
yabancı düşmanlığı,anticipation,0
kseroks,anticipation,0
yat,anticipation,0
yatçılık,anticipation,0
yak,anticipation,0
tatlı patates,anticipation,0
çekmek,anticipation,0
avlu,anticipation,0
iplik,anticipation,0
yalpalamak,anticipation,0
esnemek,anticipation,0
esneme,anticipation,0
evet,anticipation,0
yıl,anticipation,0
yıllık,anticipation,0
yaşındaki,anticipation,0
yıllık,anticipation,0
burnunda tütmek,anticipation,0
hasret,anticipation,1
yıllar,anticipation,0
maya,anticipation,0
bağırmak,anticipation,0
Sarı,anticipation,0
sarılar,anticipation,0
havlama,anticipation,0
köylü,anticipation,0
dün,anticipation,0
geçen yıl,anticipation,0
porsuk ağacı,anticipation,0
teslim olmak,anticipation,0
verimli,anticipation,0
yogi,anticipation,0
boyunduruk,anticipation,0
yumurta sarısı,anticipation,0
yon,anticipation,0
şurada,anticipation,0
gençlik,anticipation,1
çılgın,anticipation,0
zap,anticipation,0
gayret,anticipation,1
bağnaz,anticipation,0
hevesli,anticipation,0
zebra,anticipation,0
başucu,anticipation,0
zefir,anticipation,0
zeplin,anticipation,0
lezzet,anticipation,1
fermuar,anticipation,0
zodyak,anticipation,0
alan,anticipation,0
hayvanat bahçesi,anticipation,0
zoolojik,anticipation,0
zooloji,anticipation,0
yakınlaştırma,anticipation,0
şaşırmak,disgust,0
abaküs,disgust,0
terk etmek,disgust,0
terk edilmiş,disgust,0
terk etme,disgust,0
hafifletmek,disgust,0
azaltma,disgust,0
abba,disgust,0
başrahip,disgust,0
kısaltmak,disgust,0
kısaltma,disgust,0
karın,disgust,0
karın,disgust,0
kaçırma,disgust,0
anormal,disgust,0
sapma,disgust,1
bekleme,disgust,0
iğrenmek,disgust,1
iğrenç,disgust,1
uymak,disgust,0
kabiliyet,disgust,0
sefil,disgust,1
ablasyon,disgust,0
alev alev yanmak,disgust,0
Anormal,disgust,1
gemide,disgust,0
mesken,disgust,0
ortadan kaldırmak,disgust,0
kaldırılması,disgust,0
iğrenç,disgust,1
iğrenç,disgust,1
yerli,disgust,0
iptal etmek,disgust,0
kürtaj,disgust,1
kürtaj,disgust,0
bol,disgust,0
yukarıda belirtilen,disgust,0
aşınma,disgust,0
yurt dışı,disgust,0
yürürlükten kaldırmak,disgust,0
ani,disgust,0
aniden,disgust,0
apse,disgust,0
yokluk,disgust,0
mevcut olmayan,disgust,0
devamsızlık,disgust,0
devamsızlık,disgust,0
absinthe,disgust,0
mutlak,disgust,0
bağışlanma,disgust,0
emilen,disgust,0
emici,disgust,0
Sürükleyici,disgust,0
emilim,disgust,0
çekimser kalmak,disgust,0
çekimser kalma,disgust,0
yoksunluk,disgust,0
Öz,disgust,0
soyutlama,disgust,0
absürt,disgust,0
saçmalık,disgust,0
bolluk,disgust,1
bolluk,disgust,0
taciz,disgust,1
dayanak,disgust,0
uçurum,disgust,0
dipsiz,disgust,0
Uçurum,disgust,0
akademik,disgust,0
akademi,disgust,0
katılmak,disgust,0
hızlanmak,disgust,0
hızlanma,disgust,0
Aksan,disgust,0
vurgulamak,disgust,0
kabul,disgust,0
kabul edilebilir,disgust,0
kabul,disgust,0
erişim,disgust,0
erişilebilir,disgust,0
katılım,disgust,0
aksesuar,disgust,0
kaza,disgust,0
tesadüfi,disgust,0
kazara,disgust,0
övgü,disgust,0
Karşılamak,disgust,0
konaklama,disgust,0
eşlik,disgust,0
eşlik etmek,disgust,0
Eşlik eden,disgust,0
suç ortağı,disgust,0
sonuçlandırmak,disgust,0
başarılmış,disgust,0
başarı,disgust,0
anlaşma,disgust,0
uyum,disgust,0
akordeon,disgust,0
hesap,disgust,0
Hesap verebilirlik,disgust,0
sorumlu,disgust,0
Muhasebeci,disgust,0
muhasebe,disgust,0
hesaplar,disgust,0
akredite,disgust,0
yığılma,disgust,0
tahakkuk etmek,disgust,0
acele etmek,disgust,0
biriktirmek,disgust,0
birikim,disgust,0
kesinlik,disgust,0
kesin,disgust,0
lanetli,disgust,0
suçlama,disgust,1
suçlayıcı,disgust,0
sanık,disgust,0
suçlayıcı,disgust,0
suçlamak,disgust,0
alışmış,disgust,0
as,disgust,0
asetik,disgust,0
ağrı,disgust,0
başarmak,disgust,0
başarı,disgust,0
ağrıyan,disgust,0
asit,disgust,0
asitlik,disgust,0
kabullenmek,disgust,0
kabul edildi,disgust,0
teşekkür,disgust,0
acme,disgust,0
akustik,disgust,0
akustik,disgust,0
tanışmak,disgust,0
tanıdık,disgust,0
haberdar olma,disgust,0
rıza,disgust,0
elde etmek,disgust,0
edinme,disgust,0
kazanma,disgust,0
satın almalar,disgust,0
dönüm,disgust,0
dönüm,disgust,0
akrobat,disgust,0
davranmak,disgust,0
oyunculuk,disgust,0
eylem,disgust,0
harekete geçirilebilir,disgust,1
aktif,disgust,0
aktivite,disgust,0
aktör,disgust,0
gerçek,disgust,0
gerçeklik,disgust,0
aktüer,disgust,0
keskinlik,disgust,0
zeka,disgust,0
akupunktur,disgust,0
akut olarak,disgust,0
atasözü,disgust,0
kararlı,disgust,0
adapte olmak,disgust,0
uyarlanabilir,disgust,0
Ekle,disgust,0
katma,disgust,0
zeyilname,disgust,0
toplayıcı,disgust,1
bağımlılık,disgust,0
ilave,disgust,0
ek olarak,disgust,0
katkı,disgust,0
adres,disgust,0
muhatap,disgust,0
adresler,disgust,0
usta,disgust,0
yeterlilik,disgust,0
yeterli,disgust,0
bağlı kalmak,disgust,0
bağlılık,disgust,0
bağlı,disgust,0
bağlı kalmak,disgust,0
yapışma,disgust,0
yapıştırıcı,disgust,0
elveda,disgust,0
yağ,disgust,0
komşuluk,disgust,0
bitişik,disgust,0
sıfat,disgust,0
bitişik,disgust,0
ertelemek,disgust,0
erteleme,disgust,0
hüküm vermek,disgust,0
hüküm,disgust,0
ek,disgust,0
ayarlamak,disgust,0
ayar,disgust,0
adjuvan,disgust,0
yönetmek,disgust,0
yönetim,disgust,0
Yönetim,disgust,0
takdire şayan,disgust,0
amiral,disgust,0
amirallik,disgust,0
hayranlık,disgust,0
beğenmek,disgust,0
hayran,disgust,0
kabul edilebilirlik,disgust,0
kabul edilebilir,disgust,0
kabul,disgust,0
Kabul et,disgust,0
kabul,disgust,0
kabul edilmiş,disgust,0
kabul etmek,disgust,0
katkı,disgust,0
öğüt,disgust,0
ado,disgust,0
Adobe,disgust,0
Gençlik,disgust,0
ergen,disgust,0
evlat edinmek,disgust,0
Benimseme,disgust,0
sevimli,disgust,0
hayranlık,disgust,0
hayranlık duymak,disgust,0
süslemek,disgust,0
süsleme,disgust,0
sürüklenmek,disgust,0
yetişkin,disgust,0
tahrif edilmiş,disgust,0
zina,disgust,1
ilerlemek,disgust,0
ileri,disgust,0
ilerleme,disgust,0
ilerleyen,disgust,0
avantaj,disgust,0
avantajlı,disgust,0
gelişi,disgust,0
macera,disgust,0
maceracı,disgust,0
maceracı,disgust,0
düşman,disgust,0
olumsuz,disgust,1
sıkıntı,disgust,0
reklam yapmak,disgust,0
reklamcılık,disgust,0
tavsiye,disgust,0
uygun,disgust,0
öğüt vermek,disgust,0
tavsiye,disgust,0
tavsiye,disgust,0
danışman,disgust,0
savunuculuk,disgust,0
savunucu,disgust,0
kalkan,disgust,0
havalandırma,disgust,0
havadan,disgust,0
havaalanı,disgust,0
aerodinamik,disgust,0
havacılık,disgust,0
uçak,disgust,0
estetik,disgust,0
estetik,disgust,0
etiyoloji,disgust,0
uzaktan,disgust,0
nazik,disgust,0
mesele,disgust,0
etkileyen,disgust,0
alaka,disgust,0
sevgiler,disgust,0
Afiş,disgust,0
beyanname,disgust,0
bağlı,disgust,0
üyelik,disgust,0
yakınlık,disgust,0
onaylamak,disgust,0
onaylama,disgust,0
olumlu,disgust,0
olumlu olarak,disgust,0
takmak,disgust,0
ıstırap çekmek,disgust,0
tutulmuş,disgust,0
ızdırap,disgust,1
zenginlik,disgust,0
zengin,disgust,0
parası yetmek,disgust,0
hakaret,disgust,1
uzakta,disgust,0
önce,disgust,0
bahsi geçen,disgust,0
yukarıda bahsedilen,disgust,0
korkmuş,disgust,0
yeniden,disgust,0
kıç,disgust,0
sonrası,disgust,1
öğleden sonra,disgust,0
ağızda kalan tat,disgust,0
sonradan düşünülmüş,disgust,0
ağa,disgust,0
akik,disgust,0
yaş,disgust,0
yaşlı,disgust,0
Ajans,disgust,0
ajan,disgust,0
yığılma,disgust,0
ağırlaştırılmış,disgust,0
ağırlaştırıcı,disgust,0
ağırlaştırma,disgust,1
agrega,disgust,0
toplama,disgust,0
saldırganlık,disgust,0
agresif,disgust,0
saldırgan,disgust,0
dehşete düşmek,disgust,1
atik,disgust,0
çeviklik,disgust,0
tedirgin,disgust,0
çalkalama,disgust,0
agnostik,disgust,0
evvel,disgust,0
acı verici,disgust,0
ızdırap,disgust,0
Katılıyorum,disgust,0
hoş,disgust,0
kabul,disgust,0
anlaşmak,disgust,0
anlaşma,disgust,0
tarımsal,disgust,0
tarım,disgust,0
karaya oturmak,disgust,0
agua,disgust,0
ilerde,disgust,0
yardım,disgust,0
yardım,disgust,0
her şey,disgust,0
hasta,disgust,0
rahatsızlık,disgust,0
amaç,disgust,0
amaçsız,disgust,0
hava,disgust,0
hava yastığı,disgust,0
hava ikmali,disgust,0
havayolu,disgust,0
havacı,disgust,0
uçak,disgust,0
havalimanı,disgust,0
fiyaka,disgust,1
zeplin,disgust,0
koridor,disgust,0
ait,disgust,0
aralık,disgust,0
benzer,disgust,0
kaymaktaşı,disgust,0
alarm,disgust,0
endişe verici,disgust,0
alb,disgust,0
albüm,disgust,0
simya,disgust,0
alkol,disgust,0
alkolizm,disgust,1
oyuk,disgust,0
Alarm,disgust,0
uyanıklık,disgust,0
uyarılar,disgust,0
yonca,disgust,0
cebir,disgust,0
cebirsel,disgust,0
algoritma,disgust,0
mazeret,disgust,0
yabancı,disgust,1
yabancılaştırmak,disgust,1
yabancılaşmış,disgust,0
yabancılaşma,disgust,1
inmek,disgust,0
hizalı,disgust,0
hizalama,disgust,0
benzer,disgust,0
beslenme,disgust,0
nafaka,disgust,0
alikot,disgust,0
canlı,disgust,0
alkali,disgust,0
alkoloidler,disgust,0
yatıştırmak,disgust,0
iddia,disgust,0
iddia etmek,disgust,0
iddia edilen,disgust,0
bağlılık,disgust,0
alegorik,disgust,0
alegori,disgust,0
allegro,disgust,0
hafifletmek,disgust,0
hafifletme,disgust,0
sokak,disgust,0
ittifak,disgust,0
müttefik,disgust,0
timsah,disgust,0
tahsis etmek,disgust,0
tahsis,disgust,0
tahsis etmek,disgust,0
tahsis,disgust,0
izin verilebilir,disgust,0
ödenek,disgust,0
izin verilmiş,disgust,0
alaşım,disgust,0
cazibe,disgust,0
çekici,disgust,0
ima,disgust,0
alüvyon,disgust,0
müttefik,disgust,0
almanak,disgust,0
her şeye kadir,disgust,0
havada,disgust,0
aloha,disgust,0
yanında,disgust,0
uzak,disgust,0
yüksek sesle,disgust,0
alfabe,disgust,0
alfabetik,disgust,0
altar,disgust,0
değiştirmek,disgust,0
değişiklik,disgust,0
tartışma,disgust,0
değiştirilmiş,disgust,0
alternatif,disgust,0
alternatif,disgust,0
yükseklik,disgust,0
alto,disgust,0
tamamen,disgust,0
mezun,disgust,0
alveolar,disgust,0
amalgam,disgust,0
birleşme,disgust,0
yığmak,disgust,0
amatör,disgust,0
şaşırtmak,disgust,0
şaşkınlık,disgust,0
inanılmaz,disgust,0
büyükelçi,disgust,0
kehribar,disgust,0
ortam,disgust,0
belirsizlik,disgust,0
belirsiz,disgust,0
ambiyans,disgust,0
hırs,disgust,0
hırslı,disgust,0
ambulans,disgust,0
pusu,disgust,0
düzeltmek,disgust,0
amin,disgust,0
uygun,disgust,0
değiştirmek,disgust,0
değişiklik,disgust,0
düzeltir,disgust,0
kolaylık,disgust,0
ametist,disgust,0
sevimli,disgust,0
dostane,disgust,0
ortasında,disgust,0
ortasında,disgust,0
