anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Chinese-Traditional Word
0,1,0,1,0,0,1,0,0,1,謹慎
0,0,0,1,0,0,1,0,0,0,小心翼翼
0,0,0,0,0,0,0,0,0,0,騎兵
0,0,0,0,0,0,0,0,0,0,洞穴
0,0,0,0,0,0,0,0,0,0,警告
0,0,0,0,0,0,0,0,0,0,洞穴
0,0,0,0,0,0,0,0,0,0,海綿狀的
0,0,0,0,0,0,0,0,0,0,空腔
0,0,0,0,0,0,0,0,0,0,辣椒
0,0,0,0,0,0,0,0,0,0,停止
0,0,0,0,0,0,0,0,0,0,不斷
0,0,0,0,0,1,0,0,0,0,放棄
0,0,0,0,0,0,0,0,0,0,天花板
0,0,0,0,0,0,0,0,0,0,司儀
0,1,0,0,1,0,1,0,0,0,著名
0,1,0,0,1,0,1,0,0,0,慶祝
0,1,0,0,1,0,1,0,1,1,慶典
1,1,1,0,1,1,1,0,1,1,名人
0,1,0,0,1,0,1,0,0,0,天上的
0,0,0,0,0,0,0,0,0,0,獨身
0,0,0,0,0,0,0,0,0,0,細胞
0,0,0,0,0,0,0,0,0,0,地窖
0,0,0,0,0,0,0,0,0,0,蜂窩
0,0,0,0,0,0,0,0,0,0,賽璐珞
0,1,0,0,0,0,0,0,0,1,水泥
0,0,0,0,0,0,0,0,0,0,膠結的
0,0,0,1,0,1,0,1,0,0,公墓
1,0,1,1,0,1,0,0,0,1,審查
0,0,0,0,0,1,0,0,0,0,譴責
0,0,0,0,0,0,0,0,0,0,人口普查
0,0,0,0,0,0,0,0,0,0,分
0,0,0,0,0,0,0,0,0,0,百年紀念
0,0,0,0,0,0,0,0,0,0,百年紀念
0,0,0,0,0,0,1,0,0,1,中央
0,0,0,0,0,0,0,0,0,0,厘米
0,0,0,0,0,0,0,0,0,0,中央
0,0,0,0,0,0,0,0,0,0,中心性
0,0,0,0,0,0,0,0,0,0,集權
0,0,0,0,0,0,0,0,0,0,集中
0,0,0,0,0,0,0,0,0,0,居中
0,0,0,0,0,0,0,0,0,0,離心
0,0,0,0,0,0,0,0,0,0,離心機
0,0,0,0,0,0,1,0,0,0,百夫長
0,0,0,0,0,0,0,0,0,0,世紀
0,0,0,0,0,0,0,0,0,0,陶瓷
0,0,0,0,0,0,0,0,0,0,穀物
0,0,0,0,0,0,0,0,0,0,穀物
0,0,0,0,0,0,1,0,0,0,腦
0,0,0,0,0,0,0,0,0,0,儀式
0,0,0,0,1,0,1,0,1,0,儀式
0,0,0,0,0,0,1,0,0,0,肯定
0,0,0,0,0,0,0,0,0,0,證書
0,0,0,0,0,0,0,0,0,1,證明
0,0,1,0,0,1,0,0,0,0,過程
0,0,0,0,0,1,0,0,0,0,停止
1,0,0,1,0,1,0,0,0,0,糠
0,0,0,0,0,1,0,0,0,0,摩擦
0,0,1,0,0,1,0,1,0,0,懊惱
0,0,0,0,0,0,0,0,0,0,鏈
0,0,0,0,0,0,0,0,0,0,椅子
0,0,0,0,0,0,1,0,0,1,主席
0,0,0,0,0,0,0,0,0,0,主席
0,0,0,0,0,0,1,0,0,1,女主席
0,0,0,0,0,0,0,0,0,0,躺椅
0,0,0,0,0,0,0,0,0,0,木屋
0,0,0,0,0,0,0,0,0,0,聖杯
0,0,0,0,0,0,0,0,0,0,粉筆
1,0,0,1,0,1,0,0,0,0,挑戰
0,0,0,0,0,0,0,0,0,0,室
0,0,0,0,0,0,0,0,0,0,商會
0,0,0,0,0,0,0,0,0,0,變色龍
0,0,0,0,0,0,0,0,0,0,香檳酒
0,1,0,0,1,0,1,0,0,1,冠軍
0,0,0,0,0,0,0,0,1,0,機會
0,0,0,0,0,0,0,0,0,1,校長
0,0,0,0,0,0,0,0,0,0,枝形吊燈
0,0,0,0,0,0,0,0,0,0,錢德勒
0,0,0,1,0,0,0,0,0,0,改變
0,1,0,0,0,0,0,0,1,0,多變
0,0,0,0,0,0,0,0,0,0,改變了
0,0,0,0,0,0,0,0,0,0,更換器
0,0,0,0,0,0,0,0,0,0,改變
0,0,0,0,0,0,0,0,0,0,渠道
1,1,0,0,1,0,1,0,1,0,唄
1,0,0,1,0,1,0,1,0,0,混亂
1,0,0,0,0,1,0,0,0,0,混亂的
0,0,0,0,0,0,0,0,0,0,章
0,0,0,0,0,0,0,0,0,0,教堂
0,0,0,0,0,0,0,0,0,1,牧師
0,0,0,0,0,0,0,0,0,0,查普曼
0,0,0,0,0,0,0,0,0,0,小伙子
0,0,0,0,0,0,0,0,0,0,章節
0,0,0,0,0,0,0,0,0,0,字符
0,0,0,0,0,0,0,0,0,0,特點
0,0,0,0,0,0,0,0,0,0,特徵
0,0,0,0,0,0,0,0,0,0,表徵
0,0,0,0,0,1,0,0,0,0,字謎
0,0,0,0,0,0,0,0,0,0,木炭
0,0,0,0,0,0,0,0,0,0,收費
0,0,0,1,0,1,0,1,0,0,收費的
0,0,0,0,0,0,1,0,0,0,充電器
0,0,0,0,0,0,0,0,0,0,戰車
0,1,0,0,1,0,1,0,0,1,慈善
0,0,0,0,1,0,1,0,0,0,慈善機構
0,0,0,0,0,0,1,0,0,0,魅力
0,0,0,0,1,1,1,0,0,0,迷住了
0,0,0,0,0,0,0,0,0,0,魔術師
0,0,0,0,0,0,1,0,0,0,迷人
0,0,0,0,0,0,0,0,0,1,圖表
0,0,0,0,0,0,0,0,0,0,憲章
0,0,0,0,0,0,0,0,0,0,包車
0,0,0,0,0,1,0,0,0,0,追趕
0,0,0,1,0,0,0,0,0,0,鴻溝
0,0,0,0,0,1,0,0,0,0,懲戒
0,1,0,0,0,0,1,0,0,1,貞潔
0,0,0,0,0,0,0,0,0,0,聊天
0,0,0,0,0,0,0,0,0,0,城堡
0,0,0,0,0,0,0,0,0,0,喋喋不休
0,0,0,0,0,0,1,0,0,0,喋喋不休
0,0,0,0,0,1,0,0,0,0,健談
0,0,0,0,0,0,0,0,0,0,司機
0,0,0,0,0,1,0,0,0,0,便宜的
1,0,1,0,0,1,0,0,0,0,欺騙
0,0,0,0,0,0,0,0,0,0,查看
0,0,0,0,0,0,0,0,0,0,檢查器
0,0,0,0,0,0,0,0,0,0,方格的
0,0,0,0,0,0,0,0,0,0,跳棋
0,0,0,0,0,0,1,0,0,1,清單
0,0,0,0,0,0,0,0,0,0,臉頰
0,0,0,0,0,0,0,0,0,0,臉頰
0,0,0,0,0,0,0,0,0,0,嘰嘰喳喳
0,1,0,0,1,0,1,0,1,1,歡呼
0,0,0,0,1,0,1,0,1,0,愉快
0,1,0,0,1,0,1,0,0,1,快樂
0,0,0,0,1,0,1,0,0,0,歡呼
0,1,0,0,1,0,1,0,0,0,愉快的
0,0,0,0,0,1,0,0,0,0,乳酪蛋糕
0,0,0,0,0,0,0,0,0,0,獵豹
0,0,0,0,0,0,0,0,0,0,襯裙
0,0,0,0,0,0,1,0,0,1,化學家
0,0,0,0,0,0,0,0,0,0,化學
0,0,0,0,0,0,0,0,0,0,查看
0,1,0,0,1,0,1,0,1,1,珍惜
0,0,0,0,0,0,1,0,0,0,櫻桃
0,0,0,0,0,0,0,0,0,0,棋
0,0,0,0,0,0,0,0,0,0,胸部
0,0,0,0,0,0,0,0,0,0,板栗
0,0,0,0,0,0,0,0,0,0,雪佛龍
0,0,0,0,0,0,0,0,0,0,嚼
0,0,0,0,0,0,0,0,0,0,別緻
0,1,0,0,0,1,0,0,1,1,彎道
0,0,0,1,0,0,0,0,0,0,雞
0,0,0,0,0,0,0,0,0,0,首席
0,0,0,0,0,0,0,0,0,0,主要
0,0,0,0,0,0,1,0,0,0,頭目
0,1,0,0,1,0,1,0,0,0,孩子
0,0,0,0,0,0,0,0,0,0,分娩
0,0,0,0,1,0,1,0,0,0,童年
0,0,0,0,0,1,0,0,0,0,幼稚
0,0,0,0,0,0,0,0,0,0,寒意
0,0,0,0,0,1,0,0,0,0,寒冷
0,0,0,0,0,0,0,0,0,0,鐘聲
0,0,0,1,0,0,0,0,1,0,嵌合體
0,0,0,0,0,0,0,0,0,0,編鐘
0,0,0,0,0,0,0,0,0,0,煙囪
0,0,0,0,0,0,0,0,0,0,中國
0,0,0,0,0,0,0,0,0,0,中國
0,0,0,0,0,0,0,0,0,0,奇努克
0,0,0,0,0,0,0,0,0,0,芯片
0,0,0,0,0,0,0,0,0,0,削片
0,0,0,0,1,0,1,0,0,0,唧唧喳喳
0,0,0,0,0,0,1,0,0,0,鑿
0,0,0,0,0,0,0,0,0,0,籌碼
0,0,0,0,0,0,1,0,0,0,騎士精神
0,0,0,0,0,1,0,0,0,0,氯仿
0,1,0,0,1,0,1,0,0,1,巧克力
0,0,0,0,0,0,1,0,0,0,選擇
0,0,0,0,1,0,1,0,0,1,唱詩班
1,0,0,0,0,1,0,1,0,0,嗆
0,0,1,1,0,1,0,1,0,0,霍亂
0,0,0,0,0,0,0,0,0,0,選擇
0,0,0,0,0,0,0,0,0,0,選擇
0,0,0,0,0,1,0,0,0,0,劈
0,0,0,0,0,0,0,0,0,0,切碎
0,0,0,0,0,0,0,0,0,0,排骨
0,0,0,0,1,0,1,0,0,0,合唱
0,0,0,0,0,0,0,0,0,0,和弦
0,0,0,0,0,1,0,0,0,0,家務活
0,0,0,0,0,0,1,0,0,0,合唱
0,0,0,0,0,0,1,0,0,0,選擇
0,0,0,0,0,0,1,0,0,0,雜燴
0,0,0,0,0,0,0,0,0,0,洗禮
0,0,0,0,0,0,0,0,0,0,彩色的
0,0,0,0,0,0,0,0,0,0,色譜法
0,0,0,0,0,0,0,0,0,0,染色體
0,0,0,0,0,1,0,1,0,0,慢性的
0,0,0,0,0,0,1,0,0,1,編年史
0,0,0,0,0,0,0,0,0,0,計時碼表
0,0,0,0,0,0,0,0,0,0,按時間順序
0,0,0,0,0,0,0,0,0,0,夾頭
0,1,0,0,1,0,1,0,1,1,輕笑
0,0,0,0,0,0,0,0,0,0,塊
0,0,0,0,0,0,0,0,0,0,矮胖的
0,1,0,0,1,0,1,0,0,1,教會
0,0,0,0,0,0,0,0,0,0,墓地
0,0,0,0,0,0,0,0,0,0,攪動
0,0,0,0,0,0,0,0,0,0,溜槽
0,0,0,0,0,0,0,0,0,0,酸辣醬
0,0,0,0,0,0,0,0,0,0,再見
0,0,0,0,0,0,1,0,0,0,蘋果酒
0,0,0,0,0,0,0,0,0,0,雪茄
0,0,0,0,0,1,0,0,0,0,香煙
0,0,0,0,0,0,0,0,0,0,肚帶
0,0,0,0,0,0,0,0,0,0,煤渣
0,0,0,0,0,0,0,0,0,0,電影
0,0,0,0,0,0,0,0,0,0,電影攝影師
0,0,0,0,0,0,0,0,0,0,攝影
0,0,0,0,0,0,0,0,0,0,肉桂
0,0,0,0,0,0,0,0,0,0,密碼
0,0,0,0,0,0,0,0,0,0,圓圈
0,0,0,0,0,0,0,0,0,0,盤旋
0,0,0,0,0,0,0,0,0,0,電路
0,0,0,0,0,0,0,0,0,0,圓
0,0,0,0,0,0,0,0,0,0,流通
0,0,0,0,0,0,0,0,0,0,循環
0,0,0,0,0,0,1,0,0,0,割禮
0,0,0,0,0,0,0,0,0,0,圓周
0,0,0,0,0,0,0,0,0,0,圓周
0,0,0,0,0,0,0,0,0,0,限定的
0,0,0,0,0,0,0,0,0,0,環境
0,0,0,0,0,0,0,0,0,0,間接的
0,0,0,0,0,1,1,0,0,0,規避
0,0,0,0,0,0,0,0,0,0,馬戲團
0,0,0,0,0,0,0,0,0,0,卷雲
0,0,0,0,0,0,0,0,0,0,蓄水池
0,0,0,0,0,0,0,0,0,0,堡壘
0,0,0,0,0,0,0,0,0,0,引文
0,0,0,0,0,0,1,0,0,0,公民
0,0,0,0,0,0,0,0,0,0,茶晶
0,0,0,0,0,0,0,0,0,0,城市
0,0,0,0,0,0,0,0,0,0,公民
0,0,0,0,0,0,1,0,0,0,民事
0,0,0,0,0,0,0,0,0,0,平民
0,0,0,0,0,0,1,0,0,0,禮貌
0,0,0,0,0,0,1,0,0,1,文明
0,0,0,0,1,0,1,0,0,1,文明的
0,0,0,0,0,0,0,0,0,0,包著
0,0,0,0,0,0,0,0,0,0,宣稱
1,0,1,0,0,0,0,0,0,0,索賠
0,0,0,0,0,0,1,0,0,0,千里眼
0,0,0,0,0,0,0,0,0,0,蛤
1,1,1,0,0,1,0,0,1,0,叫囂
0,0,0,0,0,0,0,0,0,0,夾鉗
0,0,0,0,0,0,0,0,0,1,氏族
0,0,0,0,0,0,0,0,0,0,秘密的
0,1,0,0,1,0,1,0,0,1,拍
0,0,0,0,0,0,1,0,0,0,闡明
0,0,0,0,0,0,0,0,0,0,單簧管
0,0,0,0,0,0,0,0,0,0,號角
0,0,0,0,0,0,0,0,0,0,明晰
1,0,0,0,0,1,0,0,0,0,衝突
1,0,0,1,0,1,0,0,0,0,衝突的
0,0,0,0,0,0,0,0,0,0,表扣
0,0,0,0,0,0,0,0,0,0,班級
0,0,0,0,0,0,1,0,0,0,經典的
0,0,0,0,0,0,1,0,0,0,古典
0,0,0,0,1,0,1,0,0,0,經典
0,0,0,0,0,0,0,0,0,0,分類
0,0,0,0,0,0,1,0,0,0,分類
0,0,0,0,0,0,0,0,0,0,同班同學
0,0,0,0,0,0,0,0,0,0,噠
0,0,0,0,0,0,0,0,0,0,條款
0,0,0,0,0,0,0,0,0,0,條款
1,0,0,1,0,1,0,0,0,0,爪
0,0,0,0,0,0,0,0,0,0,爪子
0,0,0,0,0,0,0,0,0,0,粘土
0,0,0,0,1,0,1,0,0,1,乾淨的
0,0,0,0,0,0,1,0,0,0,打掃
0,0,0,0,0,0,1,0,0,0,清潔度
0,0,0,0,0,0,1,0,0,0,乾淨利落
0,0,0,0,0,0,1,0,0,0,潔淨
0,0,0,0,0,0,1,0,0,0,清潔
0,0,0,0,0,0,1,0,0,1,清除
0,0,0,0,0,0,0,0,0,0,清算
0,0,0,0,0,0,1,0,0,0,清晰度
0,0,0,0,0,0,0,0,0,0,乳溝
0,0,0,1,0,0,0,0,0,0,劈開
0,0,0,0,0,0,0,0,0,0,譜號
0,0,0,0,0,0,0,0,0,0,裂
0,0,0,0,0,0,0,0,0,0,寬大
0,0,0,0,0,0,0,0,0,0,牧師
0,0,0,0,0,0,0,0,0,0,牧師
0,0,0,0,0,0,1,0,0,1,文員
0,0,0,0,0,0,0,0,0,0,文員
0,0,0,0,0,0,0,0,0,0,見習
0,0,0,0,0,0,1,0,0,0,聰明的
0,0,0,0,0,0,1,0,0,0,聰明
0,0,0,0,0,0,0,0,0,0,點擊
0,0,0,0,0,0,0,0,0,0,客戶
0,0,0,0,0,0,0,0,0,0,客戶
0,0,0,1,0,0,0,0,0,0,懸崖
0,0,0,0,0,0,0,0,0,0,氣候
0,0,0,0,0,0,0,0,0,0,氣候學
0,1,0,0,1,0,1,0,1,1,高潮
0,0,0,0,0,0,0,0,0,0,爬
0,0,0,0,0,0,0,0,0,0,緊貼
0,0,0,0,0,0,0,0,0,0,夾子
0,0,0,0,0,0,0,0,0,0,快船
0,0,0,0,0,0,0,0,0,0,剪裁
0,0,0,0,0,0,0,0,0,0,集團
0,0,0,0,0,0,0,0,0,0,披風
0,1,0,0,0,0,0,0,0,0,鐘
0,0,0,0,0,0,0,0,0,0,發條
0,0,0,0,0,0,0,0,0,0,阻塞
0,0,0,0,0,1,0,0,0,0,迴廊
0,0,0,0,0,0,0,0,0,0,關
0,0,0,0,0,0,0,0,0,0,關閉
0,0,0,0,1,0,1,0,0,1,親近
0,0,0,0,0,0,0,0,0,0,壁櫥
0,1,0,0,1,0,1,1,0,0,關閉
0,0,0,0,0,0,0,0,0,0,凝塊
0,0,0,0,0,0,0,0,0,0,布
0,0,0,0,0,0,1,0,0,0,衣服
0,0,0,0,0,0,0,0,0,0,衣服
0,0,0,0,0,0,0,0,0,0,晾衣繩
0,0,0,0,0,0,0,0,0,0,衣服
0,0,0,0,0,0,0,0,0,0,雲
0,0,0,0,0,1,0,1,0,0,陰天
0,0,0,1,0,1,0,0,0,0,多雲
0,0,0,0,0,0,0,1,0,0,多雲的
0,0,0,0,0,0,0,0,0,0,三葉草
0,0,0,0,0,0,0,0,0,0,丁香
0,1,0,0,1,0,1,0,1,0,小丑
0,0,0,0,0,0,0,0,0,0,俱樂部
0,0,0,0,0,0,0,0,0,0,俱樂部
0,0,0,0,0,0,0,0,0,0,俱樂部
0,1,0,0,0,0,0,0,0,0,線索
0,0,0,0,0,1,0,0,0,0,叢
0,0,1,0,0,1,0,0,0,0,笨拙
0,0,0,0,0,0,0,0,0,0,簇
0,0,0,0,0,0,0,0,0,0,離合器
0,0,0,0,0,0,0,0,0,0,離合器
0,0,0,0,0,0,0,0,0,0,雜亂無章
0,0,0,0,0,0,0,0,0,1,教練
0,0,0,0,0,0,0,0,0,0,凝血
0,0,0,0,0,0,0,0,0,0,煤炭
0,0,0,0,0,0,0,0,0,1,合併
0,0,0,0,0,0,1,0,0,0,聯盟
0,0,0,0,0,0,1,0,0,0,海岸
0,0,0,0,0,0,0,0,0,0,沿海
0,0,0,0,0,0,0,0,0,0,過山車
0,0,0,0,0,0,0,0,0,0,外套
0,0,0,0,0,0,0,0,0,0,塗層
0,0,0,0,0,0,0,0,0,1,哄
0,0,0,0,0,0,0,0,0,0,鈷
0,0,0,0,0,0,0,0,0,0,鵝卵石
0,0,0,0,0,0,0,0,0,0,皮匠
0,0,0,1,0,0,0,0,0,0,眼鏡蛇
0,0,0,0,0,1,0,1,0,0,可卡因
0,0,0,0,0,0,0,0,0,0,公雞
0,0,0,0,0,0,0,0,0,0,座艙
0,0,0,0,0,0,0,0,0,0,雞尾酒
0,0,0,0,0,0,0,0,0,0,可可
0,0,0,0,0,0,0,0,0,0,繭
0,0,0,0,0,0,0,0,0,0,鱈魚
0,0,0,0,0,0,0,0,0,0,代碼
0,0,0,0,0,0,0,0,0,0,法典
0,0,0,0,0,0,0,0,0,0,編纂
0,0,0,0,0,0,0,0,0,0,編纂
0,0,0,0,0,0,0,0,0,0,係數
1,0,1,1,0,1,0,0,0,0,脅迫
1,0,1,1,0,1,0,1,0,0,強迫
0,0,0,0,0,0,0,0,0,0,強制的
0,0,0,0,0,0,1,0,0,1,共存
0,0,0,0,0,0,0,0,0,0,共存
0,0,0,0,0,0,0,0,0,1,並存
0,0,0,0,0,0,0,0,0,0,咖啡
0,0,0,1,0,1,0,1,0,0,棺材
0,0,0,0,0,0,0,0,0,0,齒輪
0,0,0,0,0,0,1,0,0,1,有說服力的
0,0,0,0,0,0,0,0,0,0,同源
0,0,0,0,0,0,0,0,0,0,認識
0,0,0,0,0,0,1,0,0,0,認知的
0,0,0,0,0,0,0,0,0,0,同居
0,0,0,0,0,0,1,0,0,0,連貫性
0,0,0,0,0,0,1,0,0,0,相干
0,0,0,0,0,0,0,0,0,1,凝聚
0,0,0,0,0,0,1,0,0,1,有凝聚力的
0,0,0,0,0,0,0,0,0,0,隊列
0,0,0,0,0,0,0,0,0,0,線圈
0,0,0,0,0,0,0,0,0,0,盤繞
0,0,0,0,0,0,0,0,0,0,硬幣
0,0,0,0,0,0,0,0,0,0,造幣
0,0,0,0,0,0,0,0,0,0,重合
0,0,0,0,0,0,0,0,1,0,巧合
0,0,0,0,0,0,0,0,0,0,巧合
0,0,0,0,0,0,0,0,0,0,重合
0,0,0,0,0,0,0,0,0,0,可樂
0,0,0,0,0,1,0,0,0,0,寒冷的
0,0,0,0,0,1,0,0,0,0,冷冷地
1,0,1,1,0,1,0,1,0,0,寒冷
0,0,0,0,0,1,0,0,0,0,絞痛
0,0,0,0,0,0,0,0,0,1,合作者
0,0,1,1,0,1,0,1,0,0,坍塌
0,0,0,0,0,0,0,0,0,0,衣領
0,0,0,0,0,0,0,0,0,0,整理
0,0,0,0,0,0,0,0,0,1,抵押品
0,0,0,0,0,0,0,0,0,0,整理
0,0,0,0,0,0,0,0,0,0,同事
0,0,0,0,0,0,0,0,0,0,蒐集
0,0,0,0,0,0,0,0,0,0,集
0,0,0,0,0,0,0,0,0,0,收藏
0,0,0,0,0,0,0,0,0,0,集體
0,0,0,0,0,0,1,0,0,1,集體
0,0,0,0,0,0,0,0,0,0,集電極
0,0,0,0,0,0,0,0,0,0,大學
0,0,0,0,0,0,0,0,0,0,合議
0,0,0,0,0,0,0,0,0,0,碰撞
0,0,0,0,0,0,0,0,0,0,牧羊犬
1,0,0,0,0,1,0,0,0,0,碰撞
0,0,0,0,0,0,0,0,0,0,搭配
0,0,0,0,0,0,0,0,0,0,口語
1,0,1,1,0,1,0,1,0,0,共謀
0,0,0,0,0,0,0,0,0,0,冒號
0,0,0,0,0,0,1,0,0,1,上校
0,0,0,0,0,0,0,0,0,0,殖民
0,0,0,0,0,0,0,0,0,0,殖民地
0,0,0,0,0,0,0,0,0,0,版權
0,0,0,0,0,0,0,0,0,0,顏色
0,0,0,0,0,0,0,0,0,0,著色
0,0,0,0,0,0,0,0,0,0,有色
0,0,0,0,0,0,0,0,0,0,染色
0,0,0,0,0,0,0,0,0,0,無色
0,0,0,0,0,0,0,0,0,0,顏色
0,0,0,0,0,0,1,0,0,0,龐大
0,0,0,0,0,0,0,0,0,0,小馬
0,0,0,0,0,0,0,0,0,0,柱子
0,0,0,0,0,0,0,0,0,0,柱狀
0,0,0,1,0,1,0,1,0,0,昏迷
0,0,0,1,0,1,0,1,0,0,昏迷
0,0,0,0,0,0,0,0,0,0,梳子
1,0,0,1,0,1,0,0,0,0,戰鬥
1,0,0,1,0,1,0,0,0,0,戰鬥員
1,0,0,1,0,1,0,0,0,0,好鬥的
0,0,0,0,0,0,0,0,0,0,組合
0,0,0,0,0,0,0,0,0,0,組合的
0,0,0,0,0,0,0,0,0,0,結合
0,0,0,0,0,0,0,0,0,0,結合
0,0,0,0,0,0,0,0,0,0,易燃
0,0,0,0,0,0,0,0,0,0,燃燒
0,0,0,0,0,0,0,0,0,0,喜劇
0,0,0,0,0,0,0,0,0,0,彗星
0,1,0,0,1,0,1,0,0,1,舒適
0,0,0,0,0,0,0,0,0,0,棉被
0,0,0,0,0,0,0,0,0,0,漫畫
0,0,0,0,0,0,0,0,0,0,滑稽
0,1,0,0,0,0,0,0,0,0,未來
0,0,0,0,0,0,0,0,0,0,逗號
0,0,0,0,0,0,0,0,0,0,命令
0,0,0,0,0,0,1,0,0,1,指揮官
0,0,0,0,0,0,0,0,0,0,指揮官
0,0,0,0,0,0,1,0,0,1,指揮
0,1,0,0,1,0,1,1,0,0,紀念
0,1,0,0,1,0,1,0,0,0,紀念
0,1,0,0,0,0,1,0,0,0,紀念
0,0,0,0,0,0,0,0,0,0,開始
0,0,0,0,0,0,1,0,0,0,表彰
0,0,0,0,1,0,1,0,0,1,值得稱道
0,0,0,0,0,0,0,0,0,0,相稱的
0,0,0,0,0,0,0,0,0,0,評論
0,0,0,0,0,0,0,0,0,0,評論
0,0,0,0,0,0,1,0,0,0,評論員
0,0,0,0,0,0,0,0,0,1,商業
0,0,0,0,0,0,0,0,0,0,商業的
0,0,0,0,0,0,0,0,0,0,小賣部
0,0,0,0,0,0,0,0,0,1,委員會
0,0,0,0,0,0,0,0,0,0,專員
0,0,0,0,0,0,0,0,0,0,犯罪
0,0,0,0,0,1,0,1,0,0,承諾的
0,0,0,0,0,0,1,0,0,1,堅定的
0,0,0,0,0,0,0,0,0,1,委員會
0,0,0,0,0,0,0,0,0,0,商品
0,0,0,0,0,0,1,0,0,1,準將
0,0,0,0,0,0,0,0,0,0,常見的
0,0,0,0,0,0,0,0,0,0,通常
0,1,0,0,0,0,0,0,0,1,平凡
0,0,0,0,0,0,0,0,0,0,公地
0,0,0,0,0,0,1,0,0,1,聯邦
1,0,0,0,0,1,0,0,0,0,騷動
0,0,0,0,0,0,0,0,0,0,公社
0,0,0,0,0,0,0,0,0,0,可傳播的
0,0,0,0,0,0,1,0,0,1,交流
0,0,0,0,0,0,0,0,0,1,溝通
0,0,0,0,0,0,1,0,0,0,交際
0,0,0,0,1,0,1,0,0,1,聖餐
1,0,0,1,0,1,0,1,0,0,共產主義
0,0,0,0,0,1,0,0,0,0,共產
0,0,0,0,0,0,1,0,0,0,社區
0,0,0,0,0,0,1,0,0,0,換向
0,0,0,0,0,0,0,0,0,0,可交換的
0,0,0,0,0,0,1,0,0,0,通勤
0,0,0,0,0,0,0,0,0,0,通勤者
0,0,0,0,0,0,0,0,0,1,袖珍的
0,0,0,0,0,0,0,0,0,0,壓實
0,0,0,0,0,0,0,0,0,0,緊湊
0,0,0,0,1,0,1,0,0,1,伴侶
0,0,0,0,0,0,0,0,0,0,友誼
0,0,0,0,0,0,0,0,0,0,公司
0,0,0,0,0,0,0,0,0,0,可比
0,0,0,0,0,0,0,0,0,0,比較
0,0,0,0,0,0,0,0,0,0,比較
0,0,0,0,0,0,0,0,0,0,比較
0,0,0,0,0,0,0,0,0,0,隔間
0,0,0,0,0,0,0,0,0,1,羅盤
0,0,0,1,0,0,1,0,0,0,同情
0,0,0,0,0,0,1,0,0,0,富有同情心
0,0,0,0,0,0,1,0,0,0,兼容性
0,0,0,0,0,0,1,0,0,0,兼容的
0,0,0,0,0,0,0,0,0,0,迫使
0,0,0,0,0,0,0,0,0,0,被迫
0,0,0,0,0,0,1,0,0,0,令人信服的
0,0,0,0,0,0,0,0,0,0,概要
0,1,0,0,1,0,1,0,1,1,補償
0,0,0,0,0,0,0,0,0,0,賠償
0,0,0,0,0,0,1,0,0,0,補償
0,0,0,0,0,0,1,0,0,1,權限
0,0,0,0,0,0,1,0,0,1,能力
0,0,0,0,0,0,1,0,0,1,勝任的
0,1,0,0,0,1,0,0,0,0,競賽
0,0,0,0,0,0,0,0,0,0,競爭的
0,0,0,0,0,0,0,0,0,0,競爭者
0,0,0,0,0,0,0,0,0,0,彙編
0,0,0,0,0,0,0,0,0,0,編譯
0,0,0,0,0,0,1,0,0,0,自滿
0,0,0,0,0,0,0,0,0,0,自滿
1,0,0,0,0,1,0,1,0,0,投訴
1,0,0,0,0,1,0,0,0,0,抱怨
0,1,0,0,1,0,1,0,1,1,補充
0,0,0,0,0,0,1,0,0,0,補充
0,0,0,0,0,0,0,0,0,0,完全的
0,0,0,0,0,0,1,0,0,0,完全地
0,0,0,0,0,0,1,0,0,0,完整性
0,1,0,0,1,0,1,0,0,0,完成
0,1,0,0,1,0,1,0,0,0,完成
0,0,0,0,0,0,0,0,0,0,複雜的
0,0,0,0,0,1,0,0,0,0,複合的
0,0,0,0,0,0,0,0,0,0,膚色
0,0,0,0,0,1,0,0,0,0,複雜
0,0,0,0,0,0,1,0,0,1,遵守
0,0,0,0,0,0,1,0,0,0,合規
1,0,0,0,0,1,0,0,0,0,複雜的
0,0,0,0,0,1,0,0,0,0,複雜
0,0,0,0,0,1,0,0,0,0,並發症
0,0,0,0,0,1,1,0,0,0,同謀
0,1,0,0,1,0,1,0,1,1,讚揚
0,0,0,0,0,0,0,0,0,0,遵守
0,0,0,0,0,0,0,0,0,0,遵守
0,0,0,0,0,0,0,0,0,0,組合
0,0,0,0,0,0,0,0,0,0,零件
0,0,0,0,0,0,0,0,0,0,撰寫
0,0,0,0,0,0,1,0,0,0,組成
0,0,0,0,0,0,1,0,0,0,作曲家
0,0,0,0,0,0,0,0,0,0,合成的
0,0,0,0,0,0,0,0,0,0,作品
0,0,1,0,0,1,0,0,0,0,堆肥
0,0,0,0,0,0,1,0,0,0,鎮靜
0,0,0,0,0,0,0,0,0,0,化合物
0,0,0,0,0,0,1,0,0,0,理解
0,0,0,0,0,0,0,0,0,0,理解
0,0,0,0,0,0,1,0,0,0,綜合的
1,0,0,0,0,0,0,0,0,0,壓縮
0,0,0,0,0,0,0,0,0,0,壓縮的
0,0,0,0,0,0,0,0,0,0,可壓縮的
0,0,0,0,0,0,0,0,0,0,壓縮
0,0,0,0,0,0,0,0,0,0,包括
0,0,0,0,0,0,0,0,0,0,妥協
