Korean Word,Emotion,Condition
웅대,anticipation,1
웅장한,anticipation,1
돋보기,anticipation,0
확대하다,anticipation,0
크기,anticipation,0
까치,anticipation,0
하녀,anticipation,0
소녀,anticipation,0
우편,anticipation,1
기본,anticipation,0
본토,anticipation,0
주류,anticipation,0
유지,anticipation,0
위엄 있는,anticipation,1
위엄,anticipation,0
주요한,anticipation,0
다수,anticipation,0
만들다,anticipation,0
만드는 사람,anticipation,0
임시 변통,anticipation,0
구성하다,anticipation,0
질병,anticipation,0
불쾌,anticipation,0
말라리아,anticipation,0
악의 있는,anticipation,0
부정 행위,anticipation,0
보기 흉한 것,anticipation,0
악의,anticipation,0
악의 있는,anticipation,0
유해한,anticipation,0
강한 악의,anticipation,0
악의 있는,anticipation,0
쇼핑 센터,anticipation,0
온순한,anticipation,0
망치,anticipation,0
부정 요법,anticipation,0
엄마,anticipation,0
포유 동물,anticipation,0
거대한,anticipation,0
관리하다,anticipation,0
관리,anticipation,0
관리자,anticipation,0
만다무스,anticipation,0
만다린 오렌지,anticipation,0
위임,anticipation,0
하악,anticipation,0
만돌린,anticipation,0
곡괭이,anticipation,0
갈기,anticipation,0
운동,anticipation,0
기동,anticipation,0
옴,anticipation,0
여물통,anticipation,0
압착 롤러,anticipation,0
망고,anticipation,0
망고 스틴,anticipation,0
성인,anticipation,0
열광,anticipation,0
미치광이,anticipation,0
광적인,anticipation,0
매니큐어,anticipation,0
명백한,anticipation,0
표명,anticipation,0
나타난,anticipation,0
명백하게,anticipation,0
선언서,anticipation,0
다양성,anticipation,0
조종하다,anticipation,0
시장 조작,anticipation,0
인류,anticipation,0
남자다운,anticipation,0
만나,anticipation,0
방법,anticipation,0
매너있는,anticipation,0
예의,anticipation,0
장원,anticipation,0
맨션,anticipation,0
살인,anticipation,0
맨틀,anticipation,0
수동,anticipation,0
제조,anticipation,0
제조사,anticipation,0
비료,anticipation,0
원고,anticipation,0
지도,anticipation,0
망치다,anticipation,0
대리석,anticipation,0
대리석,anticipation,0
구슬,anticipation,0
3월,anticipation,0
바다,anticipation,0
여유,anticipation,0
가장자리 가의,anticipation,0
삼,anticipation,0
선박,anticipation,0
선원,anticipation,0
해상,anticipation,0
표시,anticipation,0
두드러진,anticipation,0
시장,anticipation,0
시장성이 있는,anticipation,0
시장,anticipation,0
점수,anticipation,0
말,anticipation,0
마멀레이드,anticipation,0
적갈색,anticipation,0
큰 천막,anticipation,0
후작,anticipation,0
결혼,anticipation,1
기혼,anticipation,0
골수,anticipation,0
결혼하다,anticipation,1
습지,anticipation,0
육군 원수,anticipation,0
장,anticipation,0
용감한,anticipation,0
마틴게일,anticipation,0
순교자,anticipation,0
순교,anticipation,0
마블,anticipation,0
기이,anticipation,0
놀랍게,anticipation,0
남성 명사,anticipation,0
남성다움,anticipation,0
으깨다,anticipation,0
마스크,anticipation,0
마조히즘,anticipation,0
석공,anticipation,0
가장 무도회,anticipation,0
대량의,anticipation,0
대학살,anticipation,0
마사지,anticipation,0
엄청난,anticipation,0
주인,anticipation,0
지도자,anticipation,0
걸작,anticipation,0
지배,anticipation,0
자위하다,anticipation,0
수음,anticipation,0
매트,anticipation,0
성냥,anticipation,0
어울리는,anticipation,0
결혼 중매인,anticipation,1
친구,anticipation,0
재료,anticipation,0
물질주의,anticipation,0
유물론자,anticipation,0
물질주의,anticipation,0
유형,anticipation,0
구체화하다,anticipation,0
물질적으로,anticipation,0
재료,anticipation,0
물자,anticipation,0
산모,anticipation,1
임산부,anticipation,0
매우 정확한,anticipation,0
수학자,anticipation,0
수학,anticipation,0
입학,anticipation,0
결혼,anticipation,1
행렬,anticipation,0
기혼 여성,anticipation,0
매트,anticipation,0
문제,anticipation,0
매트 재료,anticipation,0
짚 요,anticipation,0
성숙,anticipation,0
성숙함,anticipation,0
웅장한 무덤,anticipation,0
자주빛,anticipation,0
격언,anticipation,0
최고,anticipation,0
시장,anticipation,0
미로,anticipation,0
벌꿀 술,anticipation,0
목초지,anticipation,0
식사,anticipation,0
사행,anticipation,0
구불구불,anticipation,0
의미,anticipation,0
무의미한,anticipation,0
수단,anticipation,0
그 동안에,anticipation,0
흥역,anticipation,0
측정 가능한,anticipation,0
측정하다,anticipation,0
정확히 잰,anticipation,0
측정,anticipation,0
자질,anticipation,0
고기,anticipation,0
정비공,anticipation,0
기계적,anticipation,0
기구,anticipation,0
메달,anticipation,1
큰 메달,anticipation,0
메달리스트,anticipation,0
간섭하다,anticipation,0
간섭,anticipation,0
미디어,anticipation,0
내측,anticipation,0
중앙값,anticipation,0
중재하다,anticipation,1
중개,anticipation,0
중재인,anticipation,1
의료,anticipation,1
약용,anticipation,0
약,anticipation,0
중세의,anticipation,0
평범한,anticipation,0
평범,anticipation,0
꾀하다,anticipation,1
심사 숙고,anticipation,0
명상적인,anticipation,0
지중해,anticipation,0
중간,anticipation,0
그러 모은,anticipation,0
순한,anticipation,0
만나다,anticipation,0
회의,anticipation,0
우울한,anticipation,0
우울,anticipation,0
난투,anticipation,0
멜로디,anticipation,0
멜로 드라마,anticipation,0
멜로 드라마틱한,anticipation,0
멜로디,anticipation,0
녹다,anticipation,0
붕괴,anticipation,0
녹는,anticipation,0
회원,anticipation,0
막,anticipation,0
기념물,anticipation,0
메모,anticipation,0
회상록,anticipation,0
기념품,anticipation,0
기억에 남는,anticipation,0
각서,anticipation,0
기념물,anticipation,0
기록,anticipation,0
암기하다,anticipation,0
메모리,anticipation,0
위협,anticipation,0
위협적인,anticipation,0
동물원,anticipation,0
수선,anticipation,0
수선,anticipation,0
하인,anticipation,0
초승달 모양,anticipation,0
월경,anticipation,0
월경,anticipation,0
정신적인,anticipation,0
언급하다,anticipation,0
멘토르,anticipation,0
메뉴,anticipation,0
야옹,anticipation,0
상업,anticipation,0
용병,anticipation,0
상품,anticipation,0
상인,anticipation,0
자비로운,anticipation,0
무자비한,anticipation,0
수은제,anticipation,0
자비,anticipation,0
단지,anticipation,0
병합,anticipation,1
자오선,anticipation,0
자오선,anticipation,0
장점,anticipation,0
가치 있는,anticipation,0
인어,anticipation,0
명랑한 소동,anticipation,0
즐거운,anticipation,0
메사,anticipation,0
망사,anticipation,0
메쉬,anticipation,0
넋을 놓은,anticipation,0
엉망,anticipation,0
메시지,anticipation,0
전령,anticipation,0
지저분한,anticipation,0
대사,anticipation,0
금속,anticipation,0
야금,anticipation,0
변형,anticipation,0
은유,anticipation,0
은유적,anticipation,0
형이상학적,anticipation,0
형이상학,anticipation,0
전이,anticipation,0
유성,anticipation,0
유성,anticipation,0
운석,anticipation,0
기상,anticipation,0
기상학,anticipation,0
미터,anticipation,0
메탄올,anticipation,0
방법,anticipation,0
질서 있는,anticipation,0
세심한,anticipation,0
미터법,anticipation,0
미터법,anticipation,0
도량형,anticipation,0
중심지,anticipation,0
대주교,anticipation,0
열정,anticipation,0
갈매기,anticipation,0
운모,anticipation,0
믹,anticipation,0
미생물,anticipation,0
미생물학,anticipation,0
소우주,anticipation,0
마이크로그램,anticipation,0
마이크로미터,anticipation,0
미크론,anticipation,0
마이크로폰,anticipation,0
현미경,anticipation,0
현미경,anticipation,0
현미경으로,anticipation,0
현미경 사용,anticipation,0
중반,anticipation,0
대낮,anticipation,0
가운데,anticipation,0
중개자,anticipation,0
중부 방언,anticipation,0
자정,anticipation,0
한가운데,anticipation,0
한여름,anticipation,0
중간에,anticipation,0
산파,anticipation,1
산파술,anticipation,0
풍채,anticipation,0
거대한,anticipation,0
이주하다,anticipation,0
이주,anticipation,0
철새,anticipation,0
마이크,anticipation,0
곰팡이,anticipation,0
마일,anticipation,0
사용량,anticipation,0
중요한 단계,anticipation,0
투사,anticipation,0
군대,anticipation,0
시민군,anticipation,0
우유,anticipation,0
젖을 섞은,anticipation,0
밀,anticipation,1
천년기,anticipation,0
밀리그램,anticipation,0
밀리미터,anticipation,0
백만,anticipation,0
백만 장자,anticipation,0
몸짓 광대극,anticipation,0
흉내내다,anticipation,0
흉내내다,anticipation,0
흉내,anticipation,0
정신,anticipation,0
마음이,anticipation,0
마음챙김,anticipation,0
마음챙김,anticipation,0
나의 것,anticipation,0
갱부,anticipation,0
광물,anticipation,0
광물학,anticipation,0
섞다,anticipation,0
섞는,anticipation,0
세밀화,anticipation,0
소형 버스,anticipation,0
미소,anticipation,0
최소화,anticipation,0
최저한의,anticipation,0
장관,anticipation,0
장관급,anticipation,0
내각,anticipation,0
미니밴,anticipation,0
시시한 인물,anticipation,0
미성년자,anticipation,0
소수,anticipation,0
시인,anticipation,0
민트,anticipation,0
소문자,anticipation,0
분,anticipation,0
사소한 점,anticipation,0
미르,anticipation,0
기적,anticipation,1
기적적,anticipation,0
신기루,anticipation,0
진흙,anticipation,0
거울,anticipation,0
환락,anticipation,0
남용,anticipation,0
버릇 없음,anticipation,0
유산,anticipation,0
여러 가지 잡다한,anticipation,0
잡록,anticipation,0
장난,anticipation,0
장난꾸러기,anticipation,0
오인,anticipation,0
비행,anticipation,0
경범죄,anticipation,0
비참한,anticipation,0
비참하게,anticipation,0
불행,anticipation,0
불행,anticipation,0
잘못 인도된,anticipation,0
재난,anticipation,0
잘못된 정보,anticipation,0
오해,anticipation,0
오도하다,anticipation,0
오해의 소지가 있는,anticipation,0
그릇된 관리,anticipation,0
불일치,anticipation,0
일치하지 않는,anticipation,0
그릇된 명칭,anticipation,0
잘못 두다,anticipation,0
잘못된,anticipation,0
잘못 전하다,anticipation,0
와전,anticipation,0
잘못 표현된,anticipation,0
놓치다,anticipation,0
미사일,anticipation,0
잃어버린,anticipation,0
사명,anticipation,0
전도사,anticipation,0
그릇된 진술,anticipation,0
안개,anticipation,0
실수,anticipation,0
잘못된,anticipation,0
아저씨,anticipation,0
정부,anticipation,0
불신,anticipation,0
안개가 자욱한,anticipation,0
오해하다,anticipation,0
오해,anticipation,0
오용,anticipation,0
잔돈,anticipation,0
연귀,anticipation,0
완화,anticipation,0
혼합,anticipation,0
혼합,anticipation,0
혼합물,anticipation,0
신음 소리,anticipation,0
해자 외호,anticipation,0
무리,anticipation,0
이동하는,anticipation,1
유동성,anticipation,0
동원,anticipation,0
동원하다,anticipation,0
조롱,anticipation,0
조롱,anticipation,0
모달,anticipation,0
양식,anticipation,0
방법,anticipation,0
모델,anticipation,0
모델러,anticipation,0
보통의,anticipation,0
적당히,anticipation,0
중재,anticipation,0
절도,anticipation,0
중재자,anticipation,0
현대의,anticipation,0
모더니즘,anticipation,0
보통의,anticipation,0
겸손,anticipation,0
소량,anticipation,0
수정 가능,anticipation,0
가감,anticipation,0
수정,anticipation,0
수정하다,anticipation,0
변조하다,anticipation,0
조정,anticipation,0
기준 치수,anticipation,0
계수,anticipation,0
무굴 사람,anticipation,0
절반,anticipation,0
촉촉한,anticipation,0
수분,anticipation,0
어금니,anticipation,0
당밀,anticipation,0
곰팡이,anticipation,0
성형,anticipation,0
조형,anticipation,0
지겨운,anticipation,0
분자,anticipation,0
분자,anticipation,0
방해,anticipation,0
녹은,anticipation,0
순간,anticipation,0
순간적인,anticipation,0
지극히 중대한,anticipation,0
기세,anticipation,1
모나드,anticipation,0
군주,anticipation,0
군주국,anticipation,0
수도원,anticipation,0
수사,anticipation,0
통화의,anticipation,1
돈,anticipation,1
수도사,anticipation,0
원숭이,anticipation,0
단색화,anticipation,0
일부일처,anticipation,0
모노그램,anticipation,0
모노그래프,anticipation,0
단층,anticipation,0
독백,anticipation,0
독점자,anticipation,0
전매권,anticipation,0
단음,anticipation,0
우기,anticipation,0
괴물,anticipation,0
기괴,anticipation,0
몬테,anticipation,0
월,anticipation,0
월간 간행물,anticipation,0
기념물,anticipation,0
기념비적 인,anticipation,0
음매,anticipation,0
기분,anticipation,0
변덕스러운,anticipation,0
달,anticipation,0
월광,anticipation,0
정박,anticipation,0
계선,anticipation,0
계선 설비,anticipation,0
황무지,anticipation,0
엘크,anticipation,0
무트,anticipation,0
논쟁,anticipation,0
대걸레,anticipation,0
도의적인,anticipation,0
도덕,anticipation,0
수신,anticipation,1
궁지,anticipation,0
모라토리엄,anticipation,0
병적,anticipation,0
병적 상태,anticipation,0
거만,anticipation,0
죽어가는,anticipation,0
아침,anticipation,1
아침,anticipation,0
바보,anticipation,0
멍청한,anticipation,0
모르핀,anticipation,0
형태론,anticipation,0
형태,anticipation,0
이튿날,anticipation,1
조금,anticipation,0
치명적인,anticipation,0
인류,anticipation,0
박격포,anticipation,0
저당,anticipation,0
저당권자,anticipation,0
저당권 설정자,anticipation,0
고행,anticipation,1
시체 임시 안치소,anticipation,0
모자이크,anticipation,0
모기,anticipation,0
이끼,anticipation,0
이끼 낀,anticipation,0
티끌,anticipation,0
나방,anticipation,0
어머니,anticipation,1
어머니,anticipation,0
운동,anticipation,1
움직이지 않는,anticipation,0
동기,anticipation,0
뒤범벅,anticipation,0
모터,anticipation,0
오토바이,anticipation,0
오토바이,anticipation,0
모트,anticipation,0
얼룩덜룩 한,anticipation,0
금언,anticipation,0
곰팡이,anticipation,0
투수판,anticipation,0
산,anticipation,0
산,anticipation,1
등산가,anticipation,0
산과 같은,anticipation,0
애도하다,anticipation,0
슬픈,anticipation,0
비탄,anticipation,0
생쥐,anticipation,0
수염,anticipation,0
입,anticipation,0
한입 가득,anticipation,0
대변자,anticipation,0
움직일 수 있는,anticipation,0
이동하다,anticipation,0
움직임,anticipation,0
발동력,anticipation,0
영화,anticipation,0
움직이는,anticipation,0
베다,anticipation,0
쓰레기,anticipation,0
점액,anticipation,0
점액,anticipation,0
진흙,anticipation,0
혼란,anticipation,0
뒤죽박죽,anticipation,0
흐린,anticipation,0
통,anticipation,0
숨막히는,anticipation,0
머플러,anticipation,0
얼굴,anticipation,0
노새,anticipation,0
다자간,anticipation,0
다수의,anticipation,0
다양한,anticipation,0
곱셈,anticipation,0
다수,anticipation,0
곱한,anticipation,0
승수,anticipation,0
곱하다,anticipation,0
다수,anticipation,0
침묵,anticipation,0
중얼중얼,anticipation,0
미라,anticipation,0
유행성 이하선염,anticipation,0
뭉크,anticipation,0
평범한,anticipation,0
시립,anticipation,0
지방 자치체,anticipation,0
벽화,anticipation,0
살인,anticipation,0
살인자,anticipation,0
살인적인,anticipation,0
어두운,anticipation,0
어렴풋한 말소리,anticipation,0
근육,anticipation,0
근육질의,anticipation,0
뮤즈 신,anticipation,0
뮤즈,anticipation,0
박물관,anticipation,0
걸쭉한 죽,anticipation,0
버섯,anticipation,0
음악,anticipation,0
뮤지컬,anticipation,1
음악가,anticipation,0
사색,anticipation,0
사향,anticipation,0
머스킷,anticipation,0
캘리코,anticipation,0
혼란,anticipation,0
무스탕,anticipation,0
머스타드,anticipation,0
소집,anticipation,0
곰팡내 나는,anticipation,0
변하기 쉬운,anticipation,1
돌연변이,anticipation,0
돌연변이,anticipation,0
훼손된,anticipation,0
절단,anticipation,0
폭동,anticipation,0
속삭임,anticipation,0
양고기,anticipation,0
상호간의,anticipation,0
서로,anticipation,0
포구,anticipation,0
근시,anticipation,0
근시,anticipation,0
무수한,anticipation,0
신비한,anticipation,1
신비,anticipation,1
신비주의자,anticipation,0
신비로운,anticipation,0
비밀,anticipation,0
신화,anticipation,0
신화적인,anticipation,0
신화적인,anticipation,0
신화적인,anticipation,0
신화학,anticipation,0
붙잡다,anticipation,0
최하점,anticipation,0
성가신 잔소리,anticipation,0
못,anticipation,0
순진한,anticipation,0
적나라한,anticipation,0
명명 된,anticipation,0
이름 없는,anticipation,0
이름을 딴,anticipation,0
명명,anticipation,0
여자 이름,anticipation,0
나노미터,anticipation,0
선잠,anticipation,0
목덜미,anticipation,0
냅킨,anticipation,0
낮잠,anticipation,0
기저귀,anticipation,0
마약,anticipation,0
말하다,anticipation,0
화법,anticipation,0
이야기,anticipation,0
내레이터,anticipation,0
좁은,anticipation,0
협착,anticipation,0
초기,anticipation,1
끔찍한,anticipation,0
산후,anticipation,0
국가,anticipation,0
국가의,anticipation,0
국적,anticipation,0
토종의,anticipation,0
출생,anticipation,0
자연주의자,anticipation,0
귀화,anticipation,0
귀화,anticipation,0
당연히,anticipation,0
자연,anticipation,0
제로,anticipation,0
못된,anticipation,0
메스꺼움,anticipation,0
메스꺼움,anticipation,0
항해의,anticipation,0
해군,anticipation,0
본당,anticipation,0
배꼽,anticipation,0
항해 가능한,anticipation,1
탐색하다,anticipation,0
항해,anticipation,0
항해자,anticipation,1
해군,anticipation,0
아니,anticipation,0
깔끔하게,anticipation,0
성운,anticipation,0
성운,anticipation,0
모호한,anticipation,0
필연적으로,anticipation,0
필요하다,anticipation,0
필수품,anticipation,0
필요성,anticipation,0
목,anticipation,0
목걸이,anticipation,0
회저,anticipation,0
넥타,anticipation,0
필요한,anticipation,0
바늘,anticipation,0
불필요한,anticipation,0
아주 가난한,anticipation,0
극악한,anticipation,0
부정,anticipation,0
부정적인,anticipation,0
소홀히 하다,anticipation,0
무시,anticipation,0
무시,anticipation,0
과실,anticipation,0
태만,anticipation,0
부주의하게,anticipation,0
무시할 수 있는,anticipation,0
협상하다,anticipation,0
협상,anticipation,0
양도인,anticipation,0
흑인,anticipation,0
울다,anticipation,0
이웃,anticipation,1
이웃,anticipation,1
이웃,anticipation,0
신생아,anticipation,0
초보자,anticipation,0
네오프렌,anticipation,0
조카,anticipation,0
친척 편중,anticipation,0
신경 이상,anticipation,0
불안한,anticipation,1
신경질,anticipation,0
네스 호,anticipation,0
둥지,anticipation,0
기분 좋게 눕다,anticipation,0
새 새끼,anticipation,0
그물,anticipation,0
네더,anticipation,0
그물,anticipation,0
쐐기풀,anticipation,0
회로망,anticipation,1
신경통,anticipation,0
신경학,anticipation,0
신경증,anticipation,0
신경증 환자,anticipation,0
중성,anticipation,0
중립적,anticipation,1
중립,anticipation,0
중화하다,anticipation,0
신생아,anticipation,0
새로 온 사람,anticipation,0
새로운,anticipation,0
새로움,anticipation,0
소식,anticipation,0
신문,anticipation,0
신문 판매대,anticipation,0
부리,anticipation,0
한입 깨물기,anticipation,0
벽감,anticipation,0
틈새,anticipation,0
새긴 금,anticipation,0
니켈,anticipation,0
별명,anticipation,0
니코틴,anticipation,0
조카,anticipation,0
가까이,anticipation,0
밤,anticipation,0
해질녘,anticipation,0
나이팅게일,anticipation,0
악몽,anticipation,0
허무주의,anticipation,0
무,anticipation,0
재빠른,anticipation,0
구십,anticipation,0
제구,anticipation,0
집게발,anticipation,0
젖꼭지,anticipation,0
아니야,anticipation,0
귀족,anticipation,1
고귀한,anticipation,0
귀족,anticipation,0
야행성,anticipation,0
목례,anticipation,0
꼬박,anticipation,0
마디,anticipation,0
결절,anticipation,0
결절,anticipation,0
소음,anticipation,0
시끄러운,anticipation,0
유목민,anticipation,0
유목민,anticipation,0
명명법,anticipation,0
명사 같은,anticipation,0
지명하다,anticipation,0
지명,anticipation,0
후보자,anticipation,0
목하,anticipation,0
비준수,anticipation,1
정체 모를 사람,anticipation,0
존재하지 않는,anticipation,0
미불,anticipation,0
비거주자,anticipation,0
무의미한 말,anticipation,0
무의미한,anticipation,0
국수,anticipation,0
구석,anticipation,0
정오,anticipation,0
올가미,anticipation,0
표준,anticipation,0
정상,anticipation,0
정상,anticipation,0
정상,anticipation,0
코,anticipation,0
노스탤지어,anticipation,0
콧구멍,anticipation,0
주목할 만한,anticipation,0
명사,anticipation,0
특히,anticipation,0
공증인,anticipation,0
표기법,anticipation,0
골짜기,anticipation,0
노치,anticipation,0
노트,anticipation,0
공책,anticipation,0
유명한,anticipation,0
주목할만한,anticipation,0
무,anticipation,0
알아채다,anticipation,0
눈에 띄는,anticipation,0
공고,anticipation,1
알리다,anticipation,0
개념,anticipation,0
명목상의,anticipation,0
평판,anticipation,0
그럼에도 불구하고,anticipation,0
제로,anticipation,0
명사,anticipation,0
키우다,anticipation,0
자양물,anticipation,0
누보,anticipation,0
진기함,anticipation,0
초심자,anticipation,0
요즘에는,anticipation,0
유해한,anticipation,0
대통 주둥이,anticipation,0
미묘한 차이,anticipation,0
뉘앙스,anticipation,0
핵,anticipation,0
나체상,anticipation,0
슬쩍 찌르다,anticipation,0
나체,anticipation,0
덩어리,anticipation,0
폐가 되는 행위,anticipation,0
무효,anticipation,0
없는,anticipation,0
무효화하다,anticipation,0
무감각,anticipation,0
숫자,anticipation,0
번호 매기기,anticipation,0
번호,anticipation,0
얼어서 고움,anticipation,0
숫자,anticipation,0
분자,anticipation,0
수치,anticipation,0
수치적으로,anticipation,0
많은,anticipation,0
수녀,anticipation,0
간호사,anticipation,0
양식장,anticipation,0
양육하다,anticipation,1
육두구,anticipation,0
영양물 섭취,anticipation,0
영양가 있는,anticipation,0
영양가 있는,anticipation,0
견과류,anticipation,0
님프,anticipation,0
기형아,anticipation,0
오크,anticipation,0
노,anticipation,0
오아시스,anticipation,1
맹세,anticipation,0
오트밀,anticipation,0
복종,anticipation,0
순종하는,anticipation,0
순종적으로,anticipation,0
오벨리스크,anticipation,0
뚱뚱한,anticipation,0
비만,anticipation,0
순종하다,anticipation,0
오비,anticipation,0
오빗,anticipation,0
사망 기사,anticipation,0
물체,anticipation,0
반대,anticipation,0
괘씸한,anticipation,0
목적,anticipation,1
의무,anticipation,0
의무,anticipation,0
의무,anticipation,0
고마운,anticipation,0
기꺼이 남을 돌봐 주는,anticipation,1
채무자,anticipation,0
비스듬한,anticipation,0
말살,anticipation,0
말살,anticipation,0
말살,anticipation,0
망각,anticipation,0
잊기 쉬운,anticipation,0
직사각형,anticipation,0
불쾌한,anticipation,0
오보에,anticipation,0
역겨운,anticipation,0
외설,anticipation,0
모호,anticipation,0
가려진,anticipation,0
어둠,anticipation,0
준수,anticipation,0
관찰,anticipation,0
관찰,anticipation,0
전망대,anticipation,0
관찰하다,anticipation,0
관찰자,anticipation,0
관찰,anticipation,0
집착,anticipation,0
노후화,anticipation,0
장애,anticipation,0
산과 의사,anticipation,0
산과학,anticipation,0
완고한,anticipation,0
막다,anticipation,0
방해,anticipation,0
방해하는,anticipation,0
얻다,anticipation,0
얻을 수 있는,anticipation,0
무딘,anticipation,0
앞면,anticipation,0
분명한,anticipation,0
오카리나,anticipation,0
기회,anticipation,0
가끔,anticipation,0
가끔,anticipation,0
폐색,anticipation,0
신비한,anticipation,0
점유율,anticipation,0
점유자,anticipation,0
직업,anticipation,0
가득차 있는,anticipation,0
거주자,anticipation,0
차지하다,anticipation,0
점유,anticipation,0
발생하다,anticipation,0
발생,anticipation,0
대양,anticipation,0
대양 같은,anticipation,0
팔각형,anticipation,0
옥타브,anticipation,0
문어,anticipation,0
접안 렌즈,anticipation,0
괴벽,anticipation,0
승산,anticipation,0
송시,anticipation,0
추악한,anticipation,0
주행 거리계,anticipation,0
냄새,anticipation,0
에스트로겐,anticipation,0
작품,anticipation,0
겨,anticipation,0
공격하다,anticipation,0
기분을 상하게,anticipation,0
범죄자,anticipation,0
위반,anticipation,0
공격,anticipation,0
권하다,anticipation,0
제공,anticipation,0
헌금,anticipation,0
아무렇게나,anticipation,0
사무실,anticipation,0
장교,anticipation,0
진력,anticipation,0
공식적인,anticipation,0
집행하다,anticipation,0
난바다,anticipation,0
짐을 내리다,anticipation,0
오프셋,anticipation,1
파생물,anticipation,0
오프사이드,anticipation,0
자주,anticipation,0
자주,anticipation,0
오우거,anticipation,0
기름,anticipation,0
유화,anticipation,0
연고,anticipation,0
후각,anticipation,1
과두 정치,anticipation,0
올리브,anticipation,0
오메가,anticipation,0
오믈렛,anticipation,0
전조,anticipation,1
불길한,anticipation,1
생략,anticipation,0
생략,anticipation,0
생략,anticipation,0
합승 마차,anticipation,0
전능,anticipation,0
전능한,anticipation,0
편재,anticipation,0
전지전능한,anticipation,0
종양 전문의,anticipation,0
단일성,anticipation,0
번거로운,anticipation,0
자신,anticipation,0
전진,anticipation,1
양파,anticipation,0
습격,anticipation,1
맹공격,anticipation,0
존재론,anticipation,0
무거운 짐,anticipation,0
앞으로,anticipation,0
오닉스,anticipation,0
습지,anticipation,0
스며 나오는,anticipation,0
불투명,anticipation,0
오팔,anticipation,0
불투명체,anticipation,0
빈 터,anticipation,0
열려 있는,anticipation,0
여는 사람,anticipation,0
열리는,anticipation,0
공공연히,anticipation,0
개방 상태,anticipation,0
오페라,anticipation,1
오페라,anticipation,0
작업,anticipation,0
작업,anticipation,0
일하는,anticipation,0
운영자,anticipation,0
안과의,anticipation,0
안과 의사,anticipation,0
아편제,anticipation,0
의견,anticipation,0
독단적인,anticipation,0
아편,anticipation,0
상대,anticipation,1
기회,anticipation,0
기회주의,anticipation,0
기회,anticipation,1
대들다,anticipation,0
반대,anticipation,0
반대,anticipation,0
반대,anticipation,0
반대,anticipation,0
반대,anticipation,0
억압하다,anticipation,0
압박,anticipation,0
억압적인,anticipation,0
압제자,anticipation,0
광학,anticipation,0
광학,anticipation,0
광학,anticipation,0
낙천주의,anticipation,1
낙관론자,anticipation,0
옵션,anticipation,0
선택 과목,anticipation,0
선택적으로,anticipation,0
옵션,anticipation,0
검안사,anticipation,0
부유,anticipation,0
풍부한,anticipation,0
작,anticipation,0
신탁,anticipation,1
경구,anticipation,0
주황색,anticipation,0
연설,anticipation,0
연설자,anticipation,0
웅변,anticipation,0
구,anticipation,0
궤도,anticipation,0
궤도를 도는,anticipation,0
오브,anticipation,0
오크,anticipation,0
과수원,anticipation,0
오케스트라,anticipation,0
안수,anticipation,0
지독한 시련,anticipation,0
주문하다,anticipation,0
질서 있는,anticipation,0
의식,anticipation,0
평범한,anticipation,0
안수,anticipation,1
병기,anticipation,0
광석,anticipation,0
오레가노,anticipation,0
오르간,anticipation,1
본질적인,anticipation,0
유기체,anticipation,0
오르간 연주자,anticipation,0
조직,anticipation,1
정리하다,anticipation,0
조직화,anticipation,0
오르가슴,anticipation,1
난교,anticipation,0
동양,anticipation,0
동양인,anticipation,0
정위,anticipation,0
구멍,anticipation,0
기원,anticipation,0
독창성,anticipation,0
기원하다,anticipation,0
개시,anticipation,0
창작자,anticipation,0
장식,anticipation,0
장식용,anticipation,0
장식,anticipation,0
장식,anticipation,0
화려한,anticipation,0
유아,anticipation,0
전통적인,anticipation,0
정설,anticipation,0
직교,anticipation,0
진동하다,anticipation,0
진동하는,anticipation,0
진동,anticipation,0
진동하는,anticipation,0
표면상,anticipation,0
표면적으로,anticipation,0
타조,anticipation,0
장미유,anticipation,0
오토만,anticipation,0
온스,anticipation,0
축출,anticipation,0
발생,anticipation,0
폭발,anticipation,0
추방자,anticipation,0
결과,anticipation,0
항의,anticipation,0
아웃도,anticipation,1
집 밖의,anticipation,0
차림새,anticipation,0
지나치게 자라다,anticipation,0
파생물,anticipation,0
바깥채,anticipation,0
나들이,anticipation,0
이상한,anticipation,0
오래 버티다,anticipation,0
무법자,anticipation,0
콘센트,anticipation,0
개요,anticipation,0
요점,anticipation,0
시야,anticipation,0
밖에 있는,anticipation,0
수보다 많다,anticipation,0
전초,anticipation,0
유출,anticipation,0
산출,anticipation,0
격분,anticipation,0
터무니없는,anticipation,0
노골적인,anticipation,0
달려서 이기다,anticipation,0
시초,anticipation,0
문외한,anticipation,0
교외,anticipation,0
솔직한,anticipation,0
훌륭해,anticipation,0
펼친,anticipation,0
외부,anticipation,0
밖으로,anticipation,0
과하다,anticipation,0
타원형,anticipation,0
난소,anticipation,0
난형,anticipation,0
대인기,anticipation,0
오븐,anticipation,0
작업복,anticipation,0
뽐내는,anticipation,0
너무 무거운 짐,anticipation,0
흐린,anticipation,0
과충전,anticipation,0
외투,anticipation,0
지나치게 하다,anticipation,0
과다 복용,anticipation,0
연체,anticipation,1
과대평가,anticipation,0
과대평가,anticipation,0
과다,anticipation,0
범람,anticipation,0
너무 크게 자란,anticipation,0
과잉 성장,anticipation,0
돌출,anticipation,0
분해 검사,anticipation,0
간접비,anticipation,0
기뻐하다,anticipation,0
겹쳐,anticipation,0
겹치다,anticipation,0
위에 까는 것,anticipation,0
