anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Arabic Word
0,0,0,0,0,0,1,0,0,0,اتصالي
0,0,0,0,1,0,1,0,0,1,شركة
1,0,0,1,0,1,0,1,0,0,شيوعية
0,0,0,0,0,1,0,0,0,0,شيوعي
0,0,0,0,0,0,1,0,0,0,تواصل اجتماعي
0,0,0,0,0,0,1,0,0,0,التخفيف
0,0,0,0,0,0,0,0,0,0,تبادلي
0,0,0,0,0,0,1,0,0,0,يسافر يوميا الى العمل
0,0,0,0,0,0,0,0,0,0,ركاب
0,0,0,0,0,0,0,0,0,1,المدمج
0,0,0,0,0,0,0,0,0,0,ضغط
0,0,0,0,0,0,0,0,0,0,الاكتناز
0,0,0,0,1,0,1,0,0,1,رفيق
0,0,0,0,0,0,0,0,0,0,الرفقة
0,0,0,0,0,0,0,0,0,0,شركة
0,0,0,0,0,0,0,0,0,0,قابلة للمقارنة
0,0,0,0,0,0,0,0,0,0,مقارنة
0,0,0,0,0,0,0,0,0,0,نسبيا
0,0,0,0,0,0,0,0,0,0,مقارنة
0,0,0,0,0,0,0,0,0,0,حجرة
0,0,0,0,0,0,0,0,0,1,بوصلة
0,0,0,1,0,0,1,0,0,0,تعاطف
0,0,0,0,0,0,1,0,0,0,حنون
0,0,0,0,0,0,1,0,0,0,التوافق
0,0,0,0,0,0,1,0,0,0,متناسق
0,0,0,0,0,0,0,0,0,0,تجبر
0,0,0,0,0,0,0,0,0,0,مجبرا
0,0,0,0,0,0,1,0,0,0,قهري
0,0,0,0,0,0,0,0,0,0,خلاصة وافية
0,1,0,0,1,0,1,0,1,1,يكافئ
0,0,0,0,0,0,0,0,0,0,تعويضات
0,0,0,0,0,0,1,0,0,0,تعويضي
0,0,0,0,0,0,1,0,0,1,كفاءه
0,0,0,0,0,0,1,0,0,1,كفاءة
0,0,0,0,0,0,1,0,0,1,كفؤ
0,1,0,0,0,1,0,0,0,0,منافسة
0,0,0,0,0,0,0,0,0,0,منافس
0,0,0,0,0,0,0,0,0,0,منافس
0,0,0,0,0,0,0,0,0,0,التحويل البرمجي
0,0,0,0,0,0,0,0,0,0,تجميع
0,0,0,0,0,0,1,0,0,0,الرضا عن النفس
0,0,0,0,0,0,0,0,0,0,راضية
1,0,0,0,0,1,0,1,0,0,تذمر
1,0,0,0,0,1,0,0,0,0,شكوى
0,1,0,0,1,0,1,0,1,1,مديح
0,0,0,0,0,0,1,0,0,0,مكمل
0,0,0,0,0,0,0,0,0,0,منجز
0,0,0,0,0,0,1,0,0,0,تماما
0,0,0,0,0,0,1,0,0,0,اكتمال
0,1,0,0,1,0,1,0,0,0,استكمال
0,1,0,0,1,0,1,0,0,0,إكمال
0,0,0,0,0,0,0,0,0,0,مركب
0,0,0,0,0,1,0,0,0,0,معقد
0,0,0,0,0,0,0,0,0,0,بشرة
0,0,0,0,0,1,0,0,0,0,تعقيد
0,0,0,0,0,0,1,0,0,1,امتثال
0,0,0,0,0,0,1,0,0,0,متوافق
1,0,0,0,0,1,0,0,0,0,يعقد
0,0,0,0,0,1,0,0,0,0,معقد
0,0,0,0,0,1,0,0,0,0,تعقيد
0,0,0,0,0,1,1,0,0,0,التواطؤ
0,1,0,0,1,0,1,0,1,1,إطراء
0,0,0,0,0,0,0,0,0,0,الامتثال
0,0,0,0,0,0,0,0,0,0,الامتثال
0,0,0,0,0,0,0,0,0,0,تأليف
0,0,0,0,0,0,0,0,0,0,مكون
0,0,0,0,0,0,0,0,0,0,مؤلف موسيقى
0,0,0,0,0,0,1,0,0,0,تتكون
0,0,0,0,0,0,1,0,0,0,ملحن
0,0,0,0,0,0,0,0,0,0,مركب
0,0,0,0,0,0,0,0,0,0,تكوين
0,0,1,0,0,1,0,0,0,0,سماد
0,0,0,0,0,0,1,0,0,0,هدوء
0,0,0,0,0,0,0,0,0,0,مُجَمَّع
0,0,0,0,0,0,1,0,0,0,فهم
0,0,0,0,0,0,0,0,0,0,استيعاب
0,0,0,0,0,0,1,0,0,0,شاملة
1,0,0,0,0,0,0,0,0,0,ضغط
0,0,0,0,0,0,0,0,0,0,مضغوط
0,0,0,0,0,0,0,0,0,0,قابل للانضغاط
0,0,0,0,0,0,0,0,0,0,ضغط
0,0,0,0,0,0,0,0,0,0,تضم
0,0,0,0,0,0,0,0,0,0,مرونة
0,0,0,0,0,0,0,0,0,1,مراقب الحسابات
1,0,0,0,0,1,0,0,0,0,إكراه
0,0,0,0,0,1,0,0,0,0,اجباري
0,0,0,0,0,0,0,0,0,0,محسوب
0,0,0,0,0,0,0,0,0,0,حساب
0,0,0,0,0,0,0,0,0,0,إحصاء - عد
0,0,0,0,0,0,0,0,0,0,الحاسوب
0,0,0,0,0,0,1,0,0,1,الرفيق
0,0,0,0,0,0,0,0,0,0,يخدع
0,0,0,0,0,0,0,0,0,0,سلسلة
0,0,0,0,0,0,0,0,0,0,مقعر
0,0,0,0,0,1,0,1,0,0,إخفاء
0,1,0,1,0,1,0,0,1,0,مخفي
1,1,0,1,0,1,0,0,0,0,إخفاء
0,0,0,0,0,1,0,0,0,0,الغرور
0,0,0,0,0,1,0,0,0,0,مغرور
0,0,0,0,0,0,0,0,0,0,ممكن
0,0,0,0,0,0,0,0,0,0,تركز
0,0,0,0,0,0,0,0,0,0,تركيز
0,0,0,0,0,0,1,0,0,0,متحدة المركز
0,0,0,0,0,0,0,0,0,0,تصور
0,0,0,0,0,0,0,0,0,0,الاهتمام
0,0,0,1,0,0,0,1,0,0,المعنية
0,0,0,0,0,0,0,0,0,0,حفلة موسيقية
0,0,0,0,0,0,0,0,0,0,تنازل
0,0,0,0,0,0,0,0,0,0,بشروط ميسرة
0,0,0,0,0,0,0,0,0,0,خدمات الاستقبال والإرشاد
0,0,0,0,1,0,1,0,0,1,التوفيق
0,0,0,0,0,0,0,0,0,0,مختصرا
0,0,0,0,0,0,0,0,0,0,مقعرة
0,0,0,0,0,0,0,0,0,0,نستنتج
0,0,0,0,0,0,1,0,0,0,خاتمة
0,0,0,0,0,0,0,0,0,0,استنتاج
0,0,0,0,0,0,0,0,0,0,طهو
0,0,0,0,0,0,0,0,0,0,يصاحب ذلك
0,0,0,0,0,0,1,0,0,1,كونكورد
0,0,0,0,0,0,1,0,0,1,فهرس أبجدي
0,0,0,0,0,0,0,0,0,0,يلتقي
0,0,0,0,0,0,0,0,0,0,الالتقاء
0,0,0,0,0,0,0,0,0,0,أسمنت
0,0,0,0,0,0,0,0,0,0,توافق
0,0,0,0,0,0,0,0,0,0,منافس
0,0,0,0,0,0,0,0,0,0,متفق عليه
1,0,0,0,0,1,0,1,0,0,ارتجاج في المخ
1,0,0,0,0,1,0,0,0,0,ادانة
1,1,1,1,0,1,0,1,0,0,إدانة
0,0,0,0,0,0,0,0,0,0,تركيز
0,0,0,0,0,0,0,0,0,0,تكثف
0,0,0,0,0,1,0,0,0,0,تنازلي
1,0,1,0,0,1,0,1,0,0,الهبوط بالمستوى
0,0,0,0,0,0,0,0,0,0,بهار
0,0,0,0,0,0,0,0,0,0,حالة
0,0,0,0,0,0,0,0,0,0,الشرط
0,0,0,0,0,0,0,0,0,0,بشروط
0,0,0,0,0,0,0,0,0,0,مشروط
0,0,0,0,0,0,0,0,0,0,الظروف
0,0,0,0,0,0,1,1,0,0,تعزية
0,0,0,0,0,0,1,0,0,0,تتغاضى
0,0,0,0,0,0,1,0,0,0,تؤدي
0,0,0,0,0,0,0,0,0,0,إجراء
0,0,0,0,0,0,0,0,0,0,التوصيل
0,0,0,0,0,0,1,0,0,0,التوصيل
0,0,0,0,0,0,0,0,0,0,موصل
0,0,0,0,0,0,0,0,0,0,قناة أو أنبوب أو ترعة
0,0,0,0,0,0,0,0,0,0,مخروط
0,0,0,0,0,0,1,0,0,1,الكونفدرالية
0,0,0,0,0,0,0,0,0,0,الكونفدرالية
0,0,0,0,0,0,0,0,0,0,تشاور
0,0,0,0,0,0,0,0,0,0,مؤتمر
0,0,0,0,0,1,1,0,0,1,اعترف
0,1,0,1,0,1,0,1,1,0,اعتراف
0,0,0,1,0,0,0,0,0,1,الاعتراف
0,0,0,0,0,0,0,0,0,0,اعترافات
0,0,0,0,0,0,0,0,0,1,ثقة
0,0,0,1,1,0,1,0,0,1,الثقة
0,0,0,0,1,0,1,0,0,1,واثق
0,0,0,0,0,0,0,0,0,1,مؤتمن
0,0,0,0,0,0,0,0,0,1,سرا
0,0,0,0,0,0,0,0,0,0,ترتيب
1,0,0,1,0,1,0,1,0,0,حجز
1,0,1,1,0,1,0,1,0,0,حبيس
1,0,0,1,0,1,0,1,0,0,الحبس
0,0,0,0,0,0,0,0,0,0,حدود
0,0,0,0,0,0,0,0,0,0,تؤكد
0,0,0,0,0,0,0,0,0,1,التأكيد
0,0,0,0,0,0,0,0,0,0,تأكيدي
0,0,0,0,0,0,1,0,0,1,تم تأكيد
1,0,0,0,0,1,0,1,0,0,يصادر
0,0,0,0,0,1,0,0,0,0,مصادرة
1,0,0,1,0,1,0,0,0,0,حريق هائل
1,0,0,1,0,1,0,1,0,0,نزاع
0,0,0,0,0,1,0,0,0,0,متضاربة
0,0,0,0,0,0,0,0,0,0,التقاء نهرين
0,0,0,0,0,0,1,0,0,0,المطابقة
0,0,0,0,0,0,0,0,0,0,التشكل
0,0,0,0,0,0,0,0,0,1,المطابقة
0,0,0,0,0,1,0,0,0,0,حيرة
0,0,0,0,0,1,0,0,0,0,مرتبك
1,0,0,0,0,0,0,0,0,0,مواجهة
0,0,0,0,0,1,0,0,0,0,يربك
1,0,0,1,0,1,0,0,0,0,ارتباك
0,0,0,0,0,0,1,0,0,0,مناسب
0,0,0,0,0,0,0,0,0,0,خلقي
0,0,0,0,0,1,0,0,0,0,ازدحام، اكتظاظ، احتقان
0,0,0,0,0,0,0,0,0,1,تكتل
0,0,0,0,0,0,0,0,0,0,تكتل
0,0,0,0,1,0,1,0,0,0,تهنئة
0,0,0,0,0,0,0,0,0,0,تجمع
0,0,0,0,0,0,1,0,0,1,مجمع
0,0,1,0,0,0,0,0,0,1,المؤتمر
0,0,0,0,0,0,0,0,0,0,الكونغرس
0,0,0,0,0,0,0,0,0,1,عضو الكونجرس
0,0,0,0,0,0,1,0,0,1,التطابق
0,0,0,0,0,0,0,0,0,0,مخروطي
0,0,0,0,0,0,0,0,0,0,مخروطي
0,1,0,0,0,0,0,0,0,0,تخمين
0,0,0,0,0,0,0,0,0,0,الزوجية
0,0,0,0,0,0,0,0,0,0,المترافقة
0,0,0,0,0,0,0,0,0,0,اقتران
0,0,0,0,0,0,0,0,0,0,بالاشتراك
0,0,0,0,0,0,0,0,0,0,حرف عطف
0,1,0,0,0,0,0,0,1,0,استحضار
0,0,0,0,0,1,0,0,0,0,الشعوذة
0,0,0,0,0,0,0,0,0,0,الاتصال
0,0,0,0,0,0,0,0,0,0,متصل
0,0,0,0,0,0,0,0,0,0,الإتصال
0,0,0,0,0,0,0,0,0,1,الضامة
0,0,0,0,1,0,1,0,0,1,متذوق
0,0,0,0,0,0,0,0,0,0,يسيطر
0,0,0,0,0,0,0,0,0,0,الفاتح
1,0,0,1,0,1,0,0,0,0,غزو
0,0,0,0,0,0,1,0,0,1,الضمير
0,0,0,0,0,0,1,0,0,1,منجز وفقا لما يمليه الضمير
0,0,0,0,0,0,1,0,0,0,وعي - إدراك
0,0,0,0,0,0,0,0,0,0,التجنيد الإجباري
0,1,0,0,1,0,1,1,0,1,تكريس
0,0,0,0,0,0,0,0,0,0,على التوالي
0,0,0,0,0,0,0,0,0,0,موافقة
0,0,0,0,0,0,0,0,0,0,الموافقة
0,0,0,0,0,0,0,0,0,0,عاقبة
0,1,0,0,0,0,0,0,0,0,يترتب على ذلك
0,1,0,0,0,0,1,0,0,1,الحفاظ على
0,0,0,0,0,0,0,0,0,0,التحفظ
0,0,0,0,0,0,0,0,0,0,محافظ
0,0,0,0,0,0,0,0,0,0,المعهد الموسيقي
0,0,0,0,0,0,1,0,0,0,حفظ
0,0,0,0,0,0,1,0,0,0,ضخم
0,0,0,0,0,0,1,0,0,1,تراعي
0,0,0,0,0,0,0,0,0,0,المرسل إليه
0,0,0,0,0,0,0,0,0,0,شحنة
0,0,0,0,0,0,1,0,0,1,التناسق
0,0,0,0,0,0,0,0,0,0,ثابتة
0,0,0,0,0,0,0,0,0,0,مواساة
0,0,0,0,0,0,1,1,0,0,وحدة التحكم
0,0,0,0,0,0,0,0,0,0,توطيد
0,0,0,0,0,0,0,0,0,0,الدمج
0,0,0,0,0,0,1,0,0,0,حرف ساكن
0,0,0,0,0,0,0,0,0,1,القرين
0,0,0,0,0,0,0,0,0,0,واضح
0,0,0,1,0,0,0,0,0,0,مؤامرة
1,1,1,1,0,1,0,0,0,0,متآمر
0,0,0,1,0,1,0,0,0,0,تتآمر
0,0,0,0,0,0,0,0,0,1,شرطي
0,0,0,0,0,0,1,0,0,1,ثبات
0,0,0,0,0,0,1,0,0,1,مستمر
0,0,0,0,0,0,0,0,0,1,باستمرار
0,0,0,0,0,0,0,0,0,0,كوكبة
1,0,0,1,0,1,0,0,0,0,ذعر
0,0,1,0,0,1,0,0,0,0,إمساك
0,0,0,0,0,0,0,0,0,0,المقوم، مكون، جزء من
0,0,0,0,0,0,0,0,0,0,الناخبين
0,0,0,0,0,0,0,0,0,1,تشكل
0,0,0,0,0,0,0,0,0,0,دستور
0,0,0,0,0,0,1,0,0,1,دستوري
0,0,0,0,0,0,0,0,0,0,دستورية
0,0,0,1,0,1,0,0,0,0,تقييد
0,0,0,0,0,1,0,0,0,0,مقيدة
1,0,0,1,0,1,0,1,0,0,قيد
0,0,0,0,0,0,1,0,0,0,بناء
0,0,0,0,0,0,0,0,0,0,اعمال بناء
0,0,0,0,0,0,0,0,0,0,يفسر
0,0,0,0,0,0,0,0,0,1,قنصل
0,0,0,0,0,0,0,0,0,1,شاور
0,0,0,0,0,0,0,0,0,0,التشاور
0,0,0,0,0,0,0,0,0,0,تستهلك
0,0,0,0,0,0,0,0,0,0,تستهلك
0,0,0,0,0,0,1,0,0,0,بارع
0,0,0,0,0,0,0,0,0,0,اكتمال
0,0,0,0,0,0,0,0,0,0,استهلاك
0,0,0,0,0,0,1,0,0,0,اتصل
0,1,1,1,0,1,0,0,0,0,مرض معد
0,0,1,1,0,1,0,0,0,0,معدي
0,0,0,0,0,0,0,0,0,0,الاحتواء
0,0,1,0,0,1,0,0,0,0,تلوث
0,0,1,1,0,1,0,1,0,0,ملوثة
0,0,1,0,0,1,0,0,0,0,تلوث اشعاعى
0,0,0,0,0,0,0,0,0,0,تفكر
0,0,0,0,0,0,1,0,0,0,التأمل
0,0,0,0,0,0,0,0,0,0,تأملي
0,0,0,0,0,0,0,0,0,0,معاصر
0,0,0,0,0,0,0,0,0,0,معاصر
1,0,1,1,0,1,0,0,0,0,ازدراء
1,0,1,0,0,1,0,0,0,0,حقير
1,0,0,0,0,1,0,0,0,0,ازدراء
0,0,0,0,0,0,0,0,0,0,تنافس
0,0,0,0,1,0,1,0,0,1,المحتوى
0,0,0,0,0,0,0,0,0,0,خلاف
1,0,1,1,0,1,0,0,0,0,إثارة للخلاف
0,0,0,0,0,0,0,0,0,0,محتويات
0,0,0,0,0,0,0,0,0,0,سياق الكلام
0,0,0,0,0,0,0,0,0,0,متجاورة
0,0,0,0,0,0,0,0,0,0,الزهد
0,0,0,0,0,0,0,0,0,0,القارة
0,0,0,0,0,0,0,0,0,0,قاري
0,0,0,0,0,0,0,0,0,0,طارئ
0,1,0,0,0,0,0,0,0,0,مشروط
0,0,0,0,0,0,0,0,0,0,مستمر
0,0,0,0,0,0,0,0,0,0,باستمرار
0,0,0,0,0,0,0,0,0,0,الاستمرارية
0,1,0,0,0,0,0,0,0,0,استمرار
0,1,0,0,0,0,1,0,0,1,استمر
0,0,0,0,0,0,0,0,0,0,واصلت
0,0,0,0,0,0,0,0,0,0,مستمر
0,0,0,0,0,0,0,0,0,0,استمرارية
0,0,0,0,0,0,0,0,0,0,مستمر
0,0,0,0,0,0,0,0,0,0,بشكل متواصل
0,0,0,0,0,0,1,0,0,0,محيط شكل
1,0,1,1,0,1,0,0,0,0,مهربة
0,0,0,0,0,0,0,0,0,0,عقد
0,0,0,0,0,1,0,0,0,0,متعاقد
0,0,0,0,0,0,0,0,0,0,منقبض
0,0,0,0,0,0,0,0,0,0,التعاقد
0,0,0,0,0,0,0,0,0,0,التقلص
1,0,0,0,0,1,0,0,0,0,تناقض
0,0,0,0,0,1,0,0,0,0,تناقض
0,0,0,0,0,1,0,0,0,0,متناقضة
0,0,0,0,0,1,0,0,0,0,العكس
0,0,0,0,0,0,0,0,0,0,التباين
0,0,0,0,0,1,0,0,0,0,يتناقض
0,0,0,0,0,1,0,0,0,0,مخالفة
0,0,0,0,0,1,0,0,0,0,مخالفة
0,0,0,0,0,0,1,0,0,0,مساهمة
0,0,0,0,0,0,1,0,0,1,مساهم
0,0,0,0,0,0,0,0,0,0,متفق
0,0,0,0,0,0,0,0,0,0,مراقبة
1,0,0,0,0,1,0,0,0,0,مثيرة للجدل
0,0,0,0,0,1,0,0,0,0,الجدل
0,0,0,0,0,0,0,0,0,0,معضلة
0,0,0,0,0,0,0,0,0,0,التماثل للشفاء
0,0,0,0,0,0,0,0,0,0,الحمل
0,0,0,0,0,0,0,0,0,0,يجتمع
0,0,0,0,0,0,1,0,0,0,السهولة أو الراحة
0,0,0,0,0,0,0,0,0,0,وسائل الراحة
0,0,0,0,0,0,1,0,0,0,مناسب
0,0,0,0,0,0,1,0,0,1,دير
0,0,0,0,0,0,1,0,0,0,اتفاقية. معاهدة
0,0,0,0,0,0,0,0,0,0,عادي
0,0,0,0,0,0,0,0,0,0,تتلاقى
0,1,0,0,0,0,0,0,0,0,التقارب
0,0,0,0,0,0,0,0,0,0,متقاربة
0,0,0,0,0,0,1,0,0,0,ملم
0,0,0,0,0,0,0,0,0,0,محادثة
0,0,0,0,0,0,1,0,0,0,محادثة
0,0,0,0,0,0,0,0,0,0,الحديث
0,0,0,0,0,0,0,0,0,0,يتحدث
0,0,0,0,0,0,0,0,0,0,تحويلات
0,0,0,0,0,0,1,0,0,0,يتحول
0,0,0,0,0,0,0,0,0,0,محولة
0,0,0,0,0,0,0,0,0,0,قابل للتحويل
0,0,0,0,0,0,0,0,0,0,محدب
0,0,0,0,0,0,0,0,0,0,تحدب
0,0,0,0,0,0,0,0,0,0,نقل
0,0,0,0,0,0,0,0,0,0,نقل
0,0,0,0,0,0,0,0,0,1,نقل
1,0,1,1,0,1,0,1,0,0,المحكوم عليه
0,0,0,0,0,1,0,0,0,0,قناعة
0,1,0,0,0,0,1,0,0,1,يقنع
0,0,0,0,0,0,0,0,0,1,مقتنع
0,0,0,0,0,0,0,0,0,1,مقنع
0,0,0,0,0,0,0,0,0,0,الدعوة
0,0,0,0,0,0,0,0,0,0,معقد
0,0,0,0,0,0,0,0,0,0,التفاف
0,0,0,0,0,0,0,0,0,0,قافلة
0,0,0,0,0,0,0,0,0,0,سجع
0,0,0,0,0,0,0,0,0,0,يطبخ
0,0,0,0,0,0,0,0,0,0,فن الطبخ
0,0,0,0,0,0,0,0,0,0,طبخ
0,0,0,0,0,0,1,0,0,0,بارد
0,0,0,0,0,0,0,0,0,0,برودة
0,0,0,0,0,0,0,0,0,0,تبريد
0,0,0,0,0,0,1,0,0,0,البرودة
1,0,1,0,0,1,0,0,0,0,حظيرة
0,0,0,0,0,0,1,0,0,0,ميداني
0,0,0,0,0,0,1,0,0,1,تتعاون
0,0,0,0,0,0,1,0,0,1,تعاون
0,0,0,0,0,0,1,0,0,1,تعاوني
0,0,0,0,0,0,0,0,0,0,تنسيق
0,0,0,1,0,0,0,0,0,1,شرطي
0,0,0,0,0,0,0,0,0,0,غزير
0,0,0,0,0,0,0,0,0,0,نحاس
0,0,0,0,0,1,0,0,0,0,ينسخ
1,0,1,0,0,1,0,0,0,0,مقلد
0,0,0,0,0,0,0,0,0,0,نسخ
0,0,0,0,0,0,0,0,0,0,حقوق النشر
0,0,0,0,0,0,0,0,0,0,المرجان
0,0,0,0,0,0,0,0,0,0,حبل
0,0,0,0,0,0,0,0,0,0,تطويق
0,0,0,0,0,0,0,0,0,0,سروال قصير
0,0,0,0,0,0,1,0,0,0,جوهر
0,0,0,0,0,0,0,0,0,0,الفلين
0,0,0,0,0,0,0,0,0,0,المفتاح
0,0,0,0,0,0,0,0,0,0,حبوب ذرة
0,0,0,0,0,0,0,0,0,0,القرنية
0,0,0,0,0,0,0,0,0,0,ركن
0,0,0,0,0,0,0,0,0,0,البوق
0,0,0,0,0,0,0,0,0,0,كورنيش
0,0,0,0,0,0,0,0,0,0,نشا الذرة
0,0,0,0,0,0,0,0,0,0,اللازمة - النتيجة
0,0,0,0,0,0,0,0,0,0,الهالة
0,0,0,0,1,0,1,0,0,1,تتويج
0,0,0,0,0,1,0,0,0,0,الطبيب الشرعي
0,0,0,0,0,1,0,0,0,0,عريف
0,0,0,0,0,0,0,0,0,0,شركة كبرى
0,0,0,0,0,0,1,0,0,1,شركة
0,0,0,0,0,0,1,0,0,0,جسدي
0,0,0,0,0,0,0,0,0,0,السلك
0,0,1,0,0,1,0,1,0,0,جثة
0,0,0,0,0,0,0,0,0,0,جسم
0,0,0,0,0,0,0,0,0,0,زرب، جمع، رتب، طوق
0,0,0,0,0,1,0,0,0,0,تصحيح
0,0,0,0,0,0,1,0,0,0,تصحيحية
0,0,0,0,0,0,0,0,0,1,صواب
0,0,0,0,0,0,0,0,0,0,علاقه مترابطه
0,0,0,0,0,0,0,0,0,0,مترابط
0,0,0,0,0,0,0,0,0,0,تطابق
0,1,0,0,0,0,1,0,0,0,مراسلة
0,0,0,0,0,0,0,0,0,0,مراسل
0,0,0,0,0,0,0,0,0,0,الرواق
0,0,0,0,0,0,1,0,0,1,يثبت
0,0,0,0,0,0,0,0,0,1,إثبات
0,0,0,0,0,1,0,0,0,0,تآكل
0,0,0,1,0,1,0,0,0,0,أكالة
0,0,0,0,0,1,0,0,0,0,فاسد
1,0,1,1,0,1,0,1,0,0,مفسد
0,0,1,0,0,1,0,0,0,0,فساد
0,0,0,0,0,0,0,1,0,0,الجثة
0,0,0,0,0,0,0,0,0,0,مشد
0,0,0,0,0,0,0,0,0,0,القشرة
0,0,0,0,0,0,0,0,0,0,قشري
0,0,0,0,0,0,0,0,0,0,كورفيت
0,0,0,0,0,0,0,0,0,0,مستحضرات التجميل
0,0,0,0,0,0,0,0,0,0,مستحضرات التجميل
0,0,0,0,0,0,0,0,0,0,كوني
0,0,0,0,0,0,0,0,0,0,علم الكونيات
0,0,0,0,0,0,1,0,0,1,عالمي
0,0,0,0,0,0,0,0,0,0,الكون
0,0,0,0,0,0,0,0,0,0,كلفة
0,0,0,0,0,0,0,0,0,0,مكلفة
0,0,0,0,0,0,0,0,0,0,زي
0,0,0,0,0,0,1,0,0,0,مريح
0,0,0,0,0,0,0,0,0,0,سرير نقال
0,0,0,0,0,0,0,0,0,0,كوت
0,0,0,0,0,0,0,0,0,0,كوخ
0,0,0,0,0,0,0,0,0,0,قطن
0,0,0,0,0,0,0,1,0,0,أريكة
0,0,0,0,0,0,0,0,0,0,أسد امريكي
0,0,1,0,0,1,0,0,0,0,سعال
0,1,0,0,0,0,1,0,0,1,مجلس
0,0,0,0,0,0,1,0,0,1,محامي
1,0,0,1,0,1,0,0,0,1,مستشار
0,0,0,0,0,0,1,0,0,1,مستشار
0,0,0,0,0,0,1,0,0,1,عدد
0,1,0,0,0,0,0,0,0,0,العد التنازلي
0,0,0,0,0,0,0,0,0,0,طلعة
0,0,0,0,0,0,0,0,0,0,يعداد
0,0,0,0,0,0,0,0,0,0,مضاد
0,0,0,0,0,0,0,0,0,0,موازنة
0,0,0,0,0,0,0,0,0,0,دعوى مضادة
0,0,0,0,0,0,0,0,0,0,النظير
0,0,0,0,0,0,1,0,0,0,الكونتيسة
0,0,0,0,0,0,0,0,0,0,لا يحصى
0,0,0,0,0,0,0,0,0,0,بلد
0,0,0,0,0,0,0,0,0,1,مواطنه
0,0,0,0,0,0,0,0,0,0,العد
0,0,0,0,0,0,0,0,0,1,مقاطعة
1,0,0,0,0,0,0,0,1,0,انقلاب
0,0,0,0,0,0,0,0,0,0,زوج
0,0,0,0,0,0,0,0,0,0,مقرون
0,0,0,0,0,0,0,0,0,0,قسيمة
0,0,0,0,0,0,1,0,0,0,شجاعة
0,0,0,1,0,0,1,0,0,0,شجاع
0,0,0,0,0,0,0,0,0,1,التوصيل
0,0,0,0,0,0,0,0,0,0,الدورات
0,0,0,0,0,1,0,0,0,0,التعقيب
1,1,0,1,0,0,0,0,0,0,المحكمة
0,0,0,0,0,0,1,0,0,0,مهذب
0,0,0,0,0,0,1,0,0,0,مجاملة
0,0,0,0,0,0,0,0,0,0,محكمة
0,0,0,0,0,0,0,0,0,0,المحاكم
0,1,0,0,1,0,1,0,0,1,تودد
0,0,0,0,0,0,0,0,0,0,فناء
0,1,1,1,1,0,1,0,0,0,كوف
0,0,0,0,0,0,1,0,0,1,عهد
0,0,0,0,0,0,0,0,0,1,التغطية
0,0,0,0,0,0,0,0,0,0,مغطى
0,0,0,0,0,0,0,0,0,0,تغطية
0,0,0,0,0,0,0,0,0,0,مخفي
0,0,0,0,0,1,0,0,0,0,أطمع
0,0,0,0,0,0,0,0,0,0,بقرة
0,0,1,1,0,1,0,1,0,0,جبان
0,0,0,1,0,1,0,0,0,0,الجبن
0,0,0,1,0,1,0,0,0,0,جبان
0,0,0,0,0,0,0,0,0,0,رعاة البقر
0,0,0,0,0,0,0,0,0,0,جلد البقر
0,0,0,0,0,0,0,0,0,0,الطربوش
0,0,0,0,0,0,0,0,0,0,زميل عمل
0,0,0,1,0,0,0,0,0,0,خجول
0,0,0,1,0,0,0,0,0,0,ذئب امريكى - كايوتى
0,0,0,0,0,0,0,0,0,0,سلطعون
1,0,0,0,0,1,0,0,0,0,متوتر
0,0,0,0,0,1,0,0,0,0,كسر
1,0,0,1,0,1,0,0,0,0,متصدع
0,0,0,0,0,0,0,0,0,0,جهاز تكسير
0,0,0,0,0,1,0,0,0,0,تكسير
0,0,0,0,0,0,0,0,0,0,فرقعة
0,1,0,0,1,0,1,0,0,1,مهد الحضارة
0,0,0,0,0,0,1,0,0,0,حرفة
0,0,0,0,0,0,1,0,0,0,حرفي
0,0,0,0,0,0,0,0,0,0,ماكرة
0,0,0,0,0,0,0,0,0,0,كريج
0,0,0,0,0,0,0,0,0,0,مكتظ
0,1,0,0,0,1,0,0,0,0,شد عضلي
0,0,0,0,0,1,0,0,0,0,ضيقة
0,0,0,0,0,0,0,0,0,0,رافعه
0,0,0,0,0,0,0,0,0,0,قحف
0,0,0,0,0,1,0,0,0,0,كرنك
1,0,0,0,0,1,0,0,0,0,غريب الأطوار
0,0,1,0,0,1,0,0,0,0,حماقة
0,1,0,0,0,0,0,0,0,0,الفضلات
0,0,0,1,0,1,0,1,1,0,يصطدم
0,0,0,0,0,0,0,0,0,0,قفص
0,0,0,0,0,0,0,0,0,0,فوهة البركان
0,1,0,0,0,0,0,0,0,0,يريد بشدة
0,1,0,0,0,0,0,0,0,0,الاشتهاء
0,0,0,0,0,0,0,0,0,0,جراد البحر
0,0,1,0,0,1,0,0,0,0,زحف
0,0,0,0,0,0,0,0,0,0,أقلام تلوين
0,0,0,0,0,0,0,0,0,0,جنون
1,0,0,1,0,1,0,0,0,0,مخبول
1,0,0,1,0,1,0,1,0,0,مجنون
0,0,0,0,0,1,0,0,0,0,صرير
0,1,0,0,1,0,1,0,1,0,كريم
0,0,0,0,0,0,0,0,0,0,مقشدة
0,0,0,0,0,0,0,0,0,0,دسم
0,0,0,0,0,0,0,0,0,0,تجعد
0,0,0,0,1,0,1,0,0,0,خلق
