anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,French Word
0,0,0,0,0,0,1,0,0,0,désireux
1,0,1,0,0,1,0,0,0,0,cesser
0,0,0,0,0,0,0,0,0,0,bureau
0,0,0,1,0,1,0,1,0,0,désolation
1,0,1,1,0,1,0,1,0,0,désespoir
0,0,0,1,0,1,0,1,0,0,désespéré
0,0,0,0,0,0,0,0,0,0,envoi
0,0,0,0,0,1,0,0,0,0,désespéré
0,0,0,0,0,0,0,0,0,0,désespoir
1,0,1,0,0,1,0,0,0,0,méprisable
1,0,1,0,0,1,0,0,0,0,mépriser
0,0,0,1,0,1,0,0,0,0,despotique
1,0,1,1,0,1,0,1,0,0,despotisme
0,0,0,0,0,0,0,0,0,0,le dessert
0,1,0,1,1,0,1,1,1,0,destination
0,1,0,0,0,0,0,0,0,0,destiné
0,0,0,0,0,0,0,0,0,0,destin
0,0,0,1,0,1,0,1,0,0,dépourvu
1,0,0,1,0,1,0,1,0,0,détruit
1,0,0,1,0,1,0,0,0,0,destructeur
1,0,0,1,0,1,0,1,0,0,détruire
1,0,0,0,0,1,0,0,0,0,destruction
1,0,1,1,0,1,0,0,0,0,destructeur
0,0,0,0,0,0,0,0,0,0,détacher
0,0,0,0,0,0,0,0,0,0,détaché
0,0,0,0,0,1,0,0,0,0,détachement
0,0,0,0,0,0,0,0,0,0,détail
0,0,0,0,0,0,0,0,0,0,détails
0,0,0,0,0,1,0,0,0,0,détenir
1,1,0,1,0,1,0,1,0,0,détenu
0,0,0,0,0,0,1,0,0,0,détecter
0,0,0,0,0,0,0,0,0,0,détectable
0,0,0,0,0,0,1,0,0,0,détection
0,0,0,0,0,0,0,0,0,0,détective
0,0,0,0,0,0,0,0,0,0,détecteur
0,0,0,0,0,1,0,1,0,0,retenue
0,0,0,0,0,0,0,0,0,0,dissuader
0,0,0,0,0,0,0,0,0,0,détergent
0,0,0,1,0,1,0,1,0,0,détériorer
0,0,1,0,0,1,0,1,0,0,détérioré
1,0,1,1,0,1,0,1,0,0,détérioration
0,0,0,0,0,0,0,0,0,0,déterminable
0,1,0,0,0,0,0,0,0,1,déterminé
0,0,0,0,0,0,1,0,0,1,détermination
0,0,0,0,0,0,1,0,0,0,déterminé
1,0,1,0,0,1,0,0,0,0,détester
0,0,0,1,0,1,0,0,1,0,exploser
1,0,0,0,0,0,0,0,0,0,détonation
0,0,0,0,0,0,0,0,0,0,DEVIATION
1,0,0,0,0,1,0,0,0,0,diminuer
0,0,0,0,0,1,0,0,0,0,détriment
0,0,0,0,0,1,0,0,0,0,préjudiciable
0,0,0,0,0,1,0,0,0,0,détritus
0,0,0,0,0,0,0,0,0,0,diable
1,0,0,1,0,1,0,1,0,0,dévaster
1,0,1,1,0,1,0,1,0,1,dévastateur
1,0,0,1,0,1,0,1,1,0,dévastation
0,1,0,0,0,0,1,0,0,0,développer
0,0,0,0,0,0,0,0,0,0,développement
0,0,0,0,0,0,0,0,0,0,développement
0,0,0,0,0,0,0,0,0,0,dévier
0,0,0,0,0,0,0,0,0,0,déviant
0,0,0,0,0,0,0,1,0,0,déviation
0,0,0,0,0,0,0,0,0,0,dispositif
1,1,1,1,0,1,0,1,0,0,diable
0,0,1,1,0,1,0,0,0,0,diabolique
0,0,0,0,0,1,0,0,0,0,sournois
0,0,0,0,0,0,0,0,0,0,concevoir
0,0,0,0,0,0,0,0,0,0,dépourvu
0,0,0,0,0,1,0,0,0,0,dévolution
0,0,0,0,0,0,0,0,0,0,déléguer
0,0,0,0,0,0,0,0,0,0,consacrer
0,0,0,0,0,0,0,0,0,0,passionné
0,0,0,0,0,0,1,0,0,1,dévotionnel
0,0,0,0,0,1,0,0,0,0,dévorer
0,1,0,0,1,0,1,0,0,1,pieux
0,0,0,0,0,0,0,0,0,0,rosée
0,0,0,0,0,0,0,0,0,0,dextre
0,0,0,0,0,0,1,0,0,0,dextérité
0,0,0,0,0,0,0,0,0,0,dextrose
1,0,1,1,0,1,0,0,0,0,diabolique
0,1,0,1,0,1,0,0,0,1,diagnostic
0,0,0,0,0,0,0,0,0,0,diagnostique
0,0,0,0,0,0,0,0,0,0,Diagnostique
0,0,0,0,0,0,0,0,0,0,diagramme
0,0,0,0,0,0,0,0,0,0,cadran
0,0,0,0,0,0,0,0,0,0,dialecte
0,0,0,0,0,0,0,0,0,0,dialectique
0,0,0,0,0,0,0,0,0,0,dialogue
0,0,0,0,0,0,0,0,0,0,diamètre
0,0,0,0,1,0,1,0,0,0,diamant
0,0,0,0,0,0,0,0,0,0,diamants
0,0,1,0,0,0,0,0,0,0,couche
0,0,0,0,0,0,0,0,0,0,diaphragme
0,0,1,0,0,0,0,0,0,0,diarrhée
0,0,0,0,1,0,1,0,0,1,agenda
1,0,1,0,0,1,0,0,0,0,diatribe
0,0,0,0,0,0,0,0,0,0,dé
0,0,0,0,0,0,0,0,0,0,dichotomique
0,0,0,0,0,0,0,0,0,0,dichotomie
0,0,0,0,0,0,0,0,0,0,dicter
0,0,0,0,0,0,0,0,0,0,Dictation
0,0,0,1,0,1,0,0,0,0,dictateur
1,0,0,0,0,1,0,0,0,0,dictatorial
1,1,1,1,0,1,0,1,0,0,dictature
0,0,0,0,0,0,0,0,0,0,diction
0,0,0,0,0,0,1,0,0,1,dictionnaire
0,0,0,0,0,0,0,0,0,1,affirmation
0,0,0,0,0,0,1,0,0,0,didactique
0,0,0,1,0,1,0,1,0,0,mourir
0,0,0,0,0,0,0,0,0,0,diète
0,1,0,0,0,0,1,0,0,0,diététique
0,0,0,0,0,0,0,0,0,0,différer
0,0,0,0,0,0,0,0,0,0,différence
0,0,0,0,0,0,0,0,0,0,différences
0,0,0,0,0,0,0,0,0,1,différentiel
0,0,0,0,0,0,0,0,0,0,différenciation
0,0,0,0,0,0,0,0,1,0,différemment
0,0,0,0,0,0,0,0,0,0,différent
0,0,0,1,0,0,0,0,0,0,difficile
0,0,0,0,0,1,0,1,0,0,des difficultés
1,0,0,1,0,1,0,1,0,0,difficulté
0,0,0,0,0,0,0,0,0,0,diffuser
0,0,0,0,0,0,0,0,0,0,la diffusion
0,0,0,0,0,0,0,0,0,0,creuser
0,0,0,0,0,0,0,0,0,0,digérer
0,0,0,0,0,0,0,0,0,0,digestion
0,0,0,0,0,0,0,0,0,1,chiffre
0,0,0,0,0,0,1,0,0,0,digne
0,0,0,0,0,0,1,0,0,1,dignité
0,1,0,0,0,1,0,0,0,0,digression
0,0,0,0,0,0,0,0,0,0,creuse
0,0,0,1,0,0,0,0,0,0,digue
0,0,1,0,0,1,0,1,0,0,délabré
0,0,0,0,0,0,0,0,0,0,dilatation
0,0,0,0,0,0,0,0,0,0,dilatation
0,0,0,0,0,0,0,0,0,0,dilemme
0,0,0,0,0,0,1,0,0,1,diligence
0,0,0,0,0,0,0,0,0,0,diligent
0,0,0,0,0,0,0,0,0,0,diluant
0,0,0,0,0,1,0,0,0,0,diluer
0,0,0,0,0,0,0,0,0,0,dilué
0,0,0,0,0,0,0,0,0,0,dilution
0,0,0,0,0,0,0,0,0,0,dîme
0,0,0,0,0,0,0,0,0,0,dimension
0,0,0,0,0,1,0,1,0,0,talon
0,0,0,0,0,1,0,0,0,0,diminué
0,0,0,0,0,0,0,0,0,0,diminution
0,0,0,0,0,0,0,0,0,0,diminutif
0,0,0,0,0,1,0,0,0,0,vacarme
0,0,0,0,0,0,0,0,0,0,dîner
0,0,0,0,0,0,0,0,0,0,le dîner
0,0,0,0,0,0,1,0,0,0,dîner
0,0,0,1,0,0,0,0,0,0,dinosaure
0,0,0,0,0,0,0,0,0,0,à force
0,0,0,0,0,0,0,0,0,0,diocésain
0,0,0,0,0,0,0,0,0,0,diocèse
0,0,0,0,0,0,0,0,0,0,diorama
0,0,0,0,0,0,0,0,0,0,tremper
0,0,0,0,0,0,0,0,0,0,diplôme
0,1,0,0,0,0,1,0,0,1,diplomatie
0,0,0,0,0,0,0,0,0,0,diplomate
0,0,0,0,0,0,1,0,0,1,diplomatique
0,0,1,1,0,1,0,1,1,0,terrible
0,0,0,0,0,0,0,0,0,0,dirigé
0,0,0,0,0,0,0,0,0,0,direction
0,0,0,0,0,0,0,0,0,0,directement
0,0,0,0,0,0,1,0,0,1,directeur
0,0,0,0,0,0,0,0,0,0,annuaire
0,0,1,0,0,1,0,0,0,0,saleté
0,0,1,0,0,1,0,0,0,0,sale
0,0,0,0,0,1,0,1,0,0,invalidité
0,0,0,1,0,1,0,1,0,0,désactiver
0,0,0,1,0,1,0,1,0,0,désactivé
0,0,0,0,0,0,0,0,0,0,désavantage
0,0,0,0,0,1,0,0,0,0,mécontent
1,0,0,0,0,1,0,0,0,0,être en désaccord
0,0,0,0,0,0,0,0,0,0,désagréable
1,0,0,0,0,1,0,1,0,0,en désaccord
1,0,0,0,0,1,0,1,0,0,désaccord
0,0,0,0,0,0,0,0,0,0,refuser
1,0,1,1,0,1,0,1,0,0,refusé
0,0,0,1,0,0,0,0,0,0,disparaître
0,0,0,0,0,0,0,0,0,0,disparition
0,0,0,0,0,0,0,0,0,0,disparaître
1,0,1,0,0,1,0,1,0,0,décevoir
1,0,1,0,0,1,0,1,0,0,désappointé
0,0,0,0,0,1,0,1,0,0,décevant
0,0,1,0,0,1,0,1,0,0,déception
0,0,0,0,0,1,0,1,0,0,désapprobation
1,0,1,1,0,1,0,1,0,0,désapprouver
1,0,0,0,0,1,0,1,0,0,désapprouvé
1,0,1,0,0,1,0,1,0,0,désapprobateur
0,0,0,0,0,0,0,0,0,0,désarmer
0,0,0,0,0,0,0,0,0,0,désarroi
1,0,1,1,0,1,0,1,1,0,un sinistre
1,0,0,1,0,1,0,1,0,0,catastrophique
0,0,0,0,0,0,0,0,0,0,dissoudre
0,0,0,0,0,0,0,0,0,0,incrédulité
0,0,0,0,0,1,0,0,0,0,ne pas croire
0,0,0,0,0,0,0,0,0,0,débourser
0,0,0,0,0,0,0,0,0,0,décaissement
0,0,0,0,0,0,0,0,0,0,disque
0,0,0,0,0,0,0,0,0,0,mis au rebut
0,0,0,0,0,1,0,0,0,0,rejets
0,0,0,0,0,0,0,0,0,0,discerner
0,0,0,0,0,0,0,0,0,0,perceptible
0,0,0,0,0,0,0,0,0,0,discernement
0,0,0,0,0,0,0,0,0,0,discernement
0,0,0,0,0,1,0,0,0,0,décharge
0,0,0,0,0,0,0,0,0,1,disciple
0,0,0,1,0,1,0,0,0,0,la discipline
1,0,1,0,0,1,0,0,0,1,désavouer
0,0,0,0,0,0,0,0,0,0,clause de non-responsabilité
0,0,0,0,0,0,0,0,0,0,divulguer
0,0,0,0,0,0,0,0,0,1,divulgué
0,0,0,0,0,0,0,0,0,0,divulgation
0,0,1,0,0,1,0,0,0,0,décoloration
0,0,1,0,0,1,0,1,0,0,décoloré
0,0,0,0,0,1,0,1,0,0,inconfort
0,0,0,0,0,1,0,1,0,0,déconnecter
0,0,0,0,0,1,0,1,0,0,débranché
0,0,0,0,0,1,0,0,0,0,coupure
1,0,1,1,0,1,0,1,0,0,mécontentement
0,0,0,0,0,0,0,0,0,0,interruption
0,0,0,0,0,1,0,0,0,0,cesser
0,0,1,1,0,1,0,1,0,0,discontinuité
0,0,0,0,0,0,0,0,0,0,discontinu
1,0,1,0,0,1,0,0,0,0,discorde
0,0,0,0,0,0,0,0,0,0,remise
0,0,0,0,0,0,0,0,0,0,à prix réduit
0,0,0,1,0,1,0,1,0,0,décourager
0,0,0,0,0,0,0,0,0,0,découragé
0,0,0,0,0,1,0,0,0,0,découragement
0,0,0,0,0,0,0,0,0,0,discours
0,0,0,0,0,0,0,0,0,0,découvrir
0,0,0,0,0,0,1,0,0,0,Découverte
0,0,0,0,0,1,0,0,0,0,discrédit
0,1,0,0,0,0,1,0,0,0,discret
0,0,0,0,0,0,0,0,0,0,divergence
0,0,0,0,0,0,0,0,0,0,discret
0,1,0,0,0,0,1,0,0,1,discrétion
0,0,0,0,0,0,1,0,0,0,discrétionnaire
1,0,0,0,0,1,0,1,0,0,discriminer
0,0,1,0,0,1,0,0,0,0,discriminant
1,0,1,1,0,1,0,1,0,0,discrimination
0,0,0,0,0,0,0,0,0,0,disque
0,0,0,0,0,0,0,0,0,0,discuter
0,0,0,0,0,0,1,0,0,0,discussion
1,0,1,0,0,1,0,0,0,0,mépris
1,0,1,1,0,1,0,1,0,0,maladie
0,0,1,1,0,1,0,1,0,0,malade
0,0,0,1,0,1,0,1,0,0,désincarné
0,0,0,0,0,0,0,0,0,0,se dégager
0,0,0,0,0,1,0,0,0,0,désengagement
1,0,1,1,0,1,0,1,0,0,défiguré
1,0,1,0,0,1,0,1,0,0,disgrâce
1,0,1,0,0,1,0,1,0,0,disgracié
1,0,1,0,0,1,0,0,0,0,honteux
1,0,1,0,0,1,0,1,0,0,mécontent
0,0,0,0,0,0,0,0,0,0,déguisement
0,0,0,0,0,0,0,0,0,0,déguisé
1,0,1,1,0,1,0,1,0,0,dégoûter
1,0,1,1,0,1,0,0,0,0,répugnant
0,0,0,0,0,0,0,0,0,0,assiette
0,0,0,0,0,1,0,1,0,0,découragé
0,0,0,0,0,1,0,1,0,0,décourageant
1,0,1,0,0,1,0,1,0,0,malhonnête
0,0,1,0,0,1,0,0,0,0,malhonnêteté
1,0,1,1,0,1,0,1,0,0,déshonorer
1,0,1,0,0,1,0,1,0,0,désillusion
0,0,0,0,0,0,0,0,0,0,désinfecter
0,0,0,0,0,0,0,0,0,0,désinfectant
0,0,0,0,0,0,1,0,0,0,désinfection
1,0,0,1,0,1,0,0,0,0,désinformation
0,0,1,0,0,1,0,0,0,0,fourbe
0,0,1,1,0,1,0,0,0,0,désintégrer
0,0,0,0,0,1,0,0,0,0,désintégration
0,0,0,0,0,1,0,0,0,0,désintéressé
0,0,0,0,0,0,0,0,0,0,disjoint
0,0,0,0,0,0,0,0,0,0,décousu
0,0,0,0,0,0,0,0,0,0,disjonctif
0,0,0,0,0,0,0,0,0,0,disque
0,0,0,0,0,0,0,0,0,0,disquette
1,0,1,0,0,1,0,0,0,0,Ne pas aimer
1,0,0,0,0,1,0,1,0,0,détesté
1,0,1,1,0,1,0,1,0,0,disloqué
0,0,0,0,0,0,0,0,0,0,dislocation
0,0,0,0,0,0,0,0,0,0,déloger
0,0,1,1,0,1,0,1,0,0,lugubre
1,1,0,1,0,1,0,1,1,0,consternation
0,0,1,1,0,1,0,1,0,0,démembrement
0,0,0,0,0,0,0,0,0,0,rejeter
1,0,1,1,0,1,0,1,1,0,congédiement
0,0,0,0,0,0,0,0,0,0,démonter
1,0,1,0,0,1,0,0,0,0,désobéissance
1,0,0,0,0,1,0,0,0,0,désobéissant
1,0,1,0,0,1,0,0,0,0,désobéir
0,0,0,1,0,1,0,0,0,0,désordre
0,0,0,0,0,1,0,0,0,0,désordonné
0,0,0,0,0,1,0,0,0,0,désorganisé
1,0,1,0,0,1,0,1,0,0,dénigrer
1,0,1,0,0,1,0,1,0,0,désobligeant
0,0,0,0,0,0,0,0,0,0,disparate
1,0,1,0,0,1,0,1,0,0,disparité
0,0,0,0,0,1,0,1,0,0,impartial
0,0,0,0,0,0,0,0,0,0,expédition
0,0,0,0,0,1,0,1,0,0,dissiper
0,0,0,0,0,0,0,0,0,0,dispense
0,0,0,0,0,0,0,0,0,0,dispenser
0,0,0,0,0,0,0,0,0,0,disperser
0,0,0,0,0,0,0,0,0,0,Dispersé
0,0,0,0,0,1,0,0,0,0,dispersion
0,0,0,0,0,1,0,0,0,0,déplacer
1,0,0,1,0,0,0,1,0,0,déplacé
0,0,0,0,0,0,0,0,0,0,déplacement
0,0,0,0,0,0,0,0,0,0,affichage
1,0,1,1,0,1,0,1,0,0,mécontent
0,0,1,0,0,1,0,0,0,0,mécontentement
0,0,0,0,0,1,0,0,0,0,disposition
0,0,1,0,0,0,0,0,0,0,disposer
0,1,0,0,0,0,1,0,0,1,disposé
0,0,0,0,0,0,0,0,0,0,disposition
1,0,0,1,0,1,0,1,0,0,dépossédé
0,0,0,0,0,0,0,0,0,0,réfuter
1,0,0,0,0,1,0,0,0,0,contestation
0,0,0,0,0,1,0,0,0,0,disqualification
1,0,1,0,0,1,0,1,0,0,disqualifié
0,0,0,0,0,1,0,1,0,0,disqualifier
0,0,0,0,0,1,0,0,0,0,mépris
0,0,1,0,0,1,0,0,0,0,ignoré
1,0,1,1,0,1,0,0,0,0,de mauvaise réputation
0,0,0,0,0,0,0,0,0,0,déconsidération
1,0,0,0,0,1,0,0,0,0,manque de respect
1,0,1,1,0,1,0,1,0,0,irrespectueux
1,0,0,1,0,1,0,0,1,0,perturbation
0,0,0,0,0,1,0,0,0,0,insatisfaction
0,0,0,0,0,0,0,0,0,0,mécontent
0,0,0,0,0,0,0,0,0,0,disséquer
0,0,1,0,0,0,0,0,0,0,dissection
0,0,0,0,0,0,1,0,0,0,disséminer
0,0,0,0,0,0,0,0,0,0,dissémination
1,0,0,0,0,1,0,0,0,0,dissension
0,0,0,0,0,0,0,0,0,0,contestation
0,0,0,0,0,1,0,0,0,0,dissident
0,0,0,0,0,0,0,0,0,0,thèse
1,0,1,0,0,1,0,1,0,0,mauvais service
1,0,0,1,0,1,0,0,0,0,dissident
0,0,0,0,0,0,0,0,0,0,différent
0,0,0,0,0,0,0,0,0,0,se dissiper
0,0,0,0,0,0,0,0,0,0,dissipé
0,0,0,0,0,0,0,0,0,0,dissociation
1,0,0,1,0,1,0,1,1,0,dissolution
0,0,0,0,0,0,0,0,0,0,dissoudre
1,0,0,0,0,1,0,0,0,0,dissonance
0,0,0,0,0,0,0,0,0,0,dissuader
0,0,0,0,0,0,0,0,0,0,distale
0,0,0,0,0,0,0,0,0,0,distance
0,0,0,0,0,0,0,0,0,0,loin
0,0,1,0,0,1,0,0,0,0,dégoût
0,0,1,0,0,1,0,0,0,0,désagréable
0,0,0,0,0,0,0,0,0,0,distillat
0,0,0,0,0,0,1,0,0,0,distillation
0,0,0,0,0,0,1,0,0,0,distinction
0,0,0,0,0,0,0,0,0,0,distinctif
0,0,0,0,0,0,0,0,0,0,distinguer
0,0,0,0,0,0,0,0,0,0,distinguable
0,0,0,0,0,0,0,0,0,0,distingué
0,0,0,0,0,0,0,0,0,0,distinguer
0,0,1,0,0,1,0,0,0,0,déformé
0,0,0,0,0,1,0,0,0,0,Distorsion
0,0,0,0,0,1,0,0,0,0,distraire
1,0,0,0,0,1,0,0,0,0,distraits
1,1,0,0,0,1,0,0,0,0,distrayant
0,0,0,0,0,1,0,0,0,0,distraction
0,0,0,0,0,1,0,1,0,0,éperdu
1,0,1,1,0,1,0,1,1,0,détresse
0,0,0,1,0,1,0,0,0,0,affligé
1,0,0,1,0,1,0,0,0,0,pénible
0,0,0,0,0,0,0,0,0,0,distribuer
0,0,0,0,0,0,0,0,0,0,Distribution
0,0,0,0,0,0,0,0,0,0,district
1,0,1,1,0,1,0,0,0,0,méfiance
1,0,0,1,0,1,0,1,1,0,perturbation
1,0,0,0,0,1,0,1,0,0,perturbé
0,0,0,0,0,1,0,0,0,0,désuétude
1,0,0,0,0,1,0,0,0,0,abandonné
0,0,0,0,0,0,0,0,0,0,fossé
0,0,0,0,0,0,0,0,0,0,idem
0,0,0,0,1,0,1,0,0,0,chansonnette
0,0,0,0,0,0,0,0,0,0,diurne
0,0,0,0,0,0,0,0,0,1,divan
0,0,0,0,0,0,0,0,0,0,se plonger
0,0,0,0,0,0,0,0,0,0,plongeur
0,0,0,0,0,0,0,0,0,0,diverger
0,0,0,0,0,0,0,0,0,0,divergence
0,0,0,0,0,1,0,0,1,0,divergent
0,0,0,0,0,0,0,0,0,0,divergent
0,0,0,0,0,0,0,0,0,0,plongeurs
0,0,0,0,0,1,1,0,0,0,divers
0,0,0,0,0,0,1,0,0,0,diversifié
0,0,0,0,0,0,0,0,0,0,diversifier
0,0,0,0,0,0,1,0,1,0,dérivation
0,0,0,0,0,0,0,0,0,0,la diversité
0,0,0,0,0,0,0,0,0,0,dérouter
0,0,0,0,0,0,0,0,0,0,détournant
0,0,0,0,0,0,0,0,0,0,dépouiller
0,0,0,0,0,1,0,0,0,0,cédé
0,0,0,0,0,1,0,0,0,0,désinvestissement
0,0,0,0,0,0,0,0,0,0,diviser
0,0,0,0,0,0,0,0,0,0,divisé
0,0,0,0,0,0,0,0,0,0,dividende
0,1,0,0,0,0,0,0,0,0,divination
0,0,0,0,0,0,0,0,0,0,Divin
0,0,0,0,0,0,1,0,0,0,divinité
0,0,0,0,0,0,0,0,0,0,divisible
0,0,0,0,0,0,0,0,0,0,division
0,0,0,0,0,0,0,0,0,0,diviseur
1,0,1,1,0,1,0,1,1,1,divorcer
0,0,0,0,0,0,0,0,0,0,divulguer
0,0,0,0,0,1,0,0,0,0,vertiges
0,0,0,0,0,1,0,0,0,0,vertigineux
0,0,0,0,0,0,0,0,0,0,docile
0,0,0,0,0,0,0,0,0,0,Dock
0,0,0,0,0,1,0,0,0,0,amarré
0,0,0,0,0,0,0,0,0,0,rôle
0,0,0,0,0,0,1,0,0,1,docteur
0,0,0,0,0,0,0,0,0,0,doctrinal
0,0,0,0,0,0,0,0,0,1,doctrine
0,0,0,0,0,0,0,0,0,0,document
0,0,0,0,0,0,0,0,0,0,documentaire
0,0,0,0,0,0,0,0,0,0,Esquive
0,0,0,0,0,0,0,0,0,0,esquiver
0,0,0,0,0,0,0,0,0,0,biche
0,0,0,0,0,0,1,0,0,0,auteur
0,0,0,0,0,0,0,0,0,0,chien
0,0,0,0,0,0,1,0,0,0,obstiné
0,0,0,0,0,0,0,0,0,1,dogme
0,0,0,0,0,0,0,0,0,0,dogmatique
0,0,0,0,0,0,0,0,0,0,faits et gestes
0,0,0,0,0,1,0,0,0,0,fais le
0,0,0,0,0,1,0,1,0,0,marasme
0,0,0,0,0,1,0,1,0,0,aumône
0,0,0,0,1,0,0,0,0,0,poupée
0,0,0,0,0,0,0,0,0,0,dollar
0,0,0,0,0,1,0,1,0,0,douleur
0,0,0,0,1,0,1,0,1,1,dauphin
0,0,0,0,0,0,0,0,0,0,domaine
0,0,0,0,0,0,0,0,0,0,dôme
0,0,0,0,0,0,0,0,0,0,domestique
0,0,0,0,0,0,0,0,0,0,domestiqué
0,0,0,0,0,0,0,0,0,0,domestication
0,0,0,0,0,0,0,0,0,0,domicile
0,0,0,0,0,0,0,0,0,0,domicilié
0,0,0,0,0,0,0,0,0,0,dominance
0,0,0,1,0,1,0,0,0,0,dominant
1,0,0,1,0,1,1,0,0,0,dominer
0,0,0,0,0,0,0,0,0,0,dominateur
1,0,0,1,0,1,0,1,0,0,domination
0,0,0,1,0,0,0,0,0,1,domination
0,0,0,0,0,0,0,0,0,0,domino
0,0,0,0,0,0,1,0,0,1,enfiler
0,0,0,0,0,0,1,0,0,0,don
0,0,1,0,0,1,0,0,0,0,âne
0,0,0,0,0,0,0,0,0,0,donneur
0,0,0,0,0,1,0,0,0,0,griffonnage
0,0,0,1,0,1,0,0,0,0,perte
0,0,0,1,0,1,0,1,0,0,condamné
1,1,1,1,0,1,0,1,0,0,jour du Jugement dernier
0,0,0,0,0,0,0,0,0,0,porte
0,0,0,0,0,0,0,0,0,0,sonnette
0,0,0,0,0,0,0,0,0,0,porte
0,0,0,0,0,0,0,0,0,0,dormant
0,0,0,0,0,0,0,0,0,0,dortoir
0,0,0,0,0,0,0,0,0,0,dorsal
0,0,0,0,0,0,0,0,0,0,dose
0,0,0,0,0,0,0,0,0,0,point
0,0,0,0,0,0,0,0,0,0,double
0,0,0,0,0,0,0,0,0,0,doublé
0,0,0,0,0,0,0,0,0,0,pourpoint
0,0,0,0,0,0,0,0,0,0,doubler
0,0,0,1,0,1,0,1,0,1,doute
0,0,0,0,0,1,0,0,0,0,douteux
0,0,0,0,0,1,0,0,0,0,doutant
0,0,0,0,0,0,1,0,0,1,sans aucun doute
0,0,0,0,0,1,0,0,0,0,douche
0,0,0,0,0,0,0,0,0,0,Pâte
0,0,0,0,0,0,0,0,0,0,Donut
0,0,0,0,0,1,0,0,0,0,austère
0,1,0,0,1,0,1,0,0,1,Colombe
0,0,0,0,0,0,0,0,0,0,abattu
0,0,0,1,0,1,0,1,0,0,chute
0,0,0,0,0,0,0,0,0,0,une descente
0,0,0,0,0,0,0,0,0,0,averse
0,0,0,0,0,0,0,0,0,1,carrément
0,0,0,0,0,0,1,0,0,0,duveteux
0,0,0,0,0,0,0,0,0,0,dot
0,0,0,0,0,0,0,0,0,0,sommeiller
0,0,0,0,0,0,0,0,0,0,douzaine
0,0,0,0,0,1,0,1,0,0,terne
0,1,0,0,0,0,0,0,0,0,Brouillon
0,0,0,0,0,0,0,0,0,0,glisser
0,0,0,1,0,0,0,0,0,0,dragon
0,0,0,0,0,0,0,0,0,0,drain
0,0,0,0,0,1,0,0,0,0,drainage
0,0,0,0,0,0,0,0,0,0,drainé
0,0,0,0,0,0,0,0,0,0,canard
0,0,0,0,0,0,0,0,0,0,drame
0,0,0,0,0,0,0,0,0,0,spectaculaire
0,0,0,0,0,0,0,0,0,0,draper
0,0,0,0,0,0,0,0,0,0,draperie
0,0,0,0,0,0,0,0,0,0,radical
0,0,0,0,0,0,0,0,0,0,Brouillon
0,0,0,0,0,0,0,0,0,0,dessiner
0,0,0,0,0,1,0,0,0,0,inconvénient
0,0,0,0,0,0,0,0,0,0,tiroir
0,0,0,0,0,0,0,0,0,0,tiroirs
0,0,0,0,0,0,0,0,0,0,dessin
0,1,0,1,0,1,0,0,0,0,peur
1,1,1,1,0,1,0,1,0,0,horrible
0,0,1,1,0,1,0,1,1,0,terriblement
0,0,0,0,0,0,0,0,0,0,rêver
0,0,0,0,0,0,0,0,0,0,rêveur
0,0,0,0,0,0,0,0,0,0,rêver
0,0,0,0,0,0,0,0,0,0,rêveur
0,0,0,0,0,1,0,1,0,0,morne
0,0,0,0,0,0,0,0,0,0,drague
0,0,0,0,0,0,0,0,0,0,trempé
0,0,0,0,0,0,0,0,0,0,une commode
0,0,0,0,0,0,0,0,0,0,dribble
0,0,0,0,0,0,0,0,0,0,séché
0,0,0,0,0,0,0,0,0,0,plus sec
0,0,0,0,0,0,0,0,0,0,dérive
0,0,0,0,0,0,0,0,0,0,dérivé
0,0,0,0,0,0,0,0,0,0,perceuse
0,0,0,0,0,0,0,0,0,0,boisson
0,0,0,0,0,1,0,0,0,0,en buvant
0,0,0,0,0,0,0,0,0,0,goutte
0,0,0,0,0,0,0,0,0,0,égouttage
0,0,1,0,0,1,0,0,0,0,radotage
0,0,0,0,0,0,0,0,0,0,chauffeur
0,0,0,0,0,0,0,0,0,0,allée
0,0,0,0,0,0,0,0,0,0,bruine
0,0,0,0,0,0,0,0,0,0,drôle
0,0,0,0,0,1,0,0,0,0,drone
0,0,1,0,0,0,0,0,0,0,baver
0,0,0,0,0,1,0,0,0,0,tombant
0,0,0,0,0,0,0,0,0,0,goutte
0,0,0,0,0,0,0,0,0,0,gouttelette
0,0,0,0,0,1,0,0,0,0,la sécheresse
0,0,0,0,0,0,0,0,0,0,a conduit
0,0,0,1,0,1,0,1,0,0,noyer
0,0,0,0,0,1,0,0,0,0,somnolence
0,0,0,0,0,0,0,0,0,0,somnolent
0,0,0,0,0,1,0,0,0,0,corvée
0,0,0,0,0,0,0,0,0,0,médicament
0,0,0,0,0,0,0,1,0,0,drogué
0,0,0,0,0,0,0,0,0,0,pharmacie
0,0,0,0,0,0,0,0,0,0,druide
0,0,0,0,0,0,0,0,0,0,tambouriner
0,0,0,0,0,0,0,0,0,0,le batteur
0,0,0,0,0,0,0,0,0,0,tambouriner
0,0,1,0,0,1,0,0,0,0,ivre
0,0,0,0,0,1,0,0,0,0,ivresse
0,0,0,0,0,0,0,0,0,0,sec
0,0,0,0,0,0,0,0,0,0,sécheresse
0,0,0,0,0,0,0,0,0,0,double
0,0,0,0,0,0,0,0,0,0,dualisme
